year,return
2016,0.5705923643814419
2017,19.92763849686484
2018,-0.5199890497633097
2019,1.3573389955146542
2020,7.726030401130556
2021,2.1261620332020965
2022,-0.6560421544615542
2023,4.403860188196669
2024,1.2470459157875196
2025,0.07575741992857998
2026,-0.2574045050830066
