open_time,QQQ,TQQQ,WTMF
2015-09-01 00:00:00+00:00,93.25245666503906,1.7097610235214233,29.079500198364258
2015-09-02 00:00:00+00:00,95.8825454711914,1.848840355873108,29.058475494384766
2015-09-03 00:00:00+00:00,95.41189575195312,1.8183294534683228,29.00240707397461
2015-09-04 00:00:00+00:00,94.27680969238281,1.7575072050094604,29.09351921081543
2015-09-08 00:00:00+00:00,96.93455505371094,1.9066904783248901,28.883255004882812
2015-09-09 00:00:00+00:00,95.84563446044922,1.8403202295303345,28.93231201171875
2015-09-10 00:00:00+00:00,96.88843536376953,1.899161696434021,28.834197998046875
2015-09-11 00:00:00+00:00,97.42365264892578,1.929870367050171,28.897275924682617
2015-09-14 00:00:00+00:00,97.12837219238281,1.9126336574554443,28.827186584472656
2015-09-15 00:00:00+00:00,98.27266693115234,1.97939932346344,28.715045928955078
2015-09-16 00:00:00+00:00,98.82638549804688,2.012486219406128,28.70102882385254
2015-09-17 00:00:00+00:00,98.86327362060547,2.0180325508117676,28.8061580657959
2015-09-18 00:00:00+00:00,97.45716094970703,1.9326441287994385,29.009414672851562
2015-09-21 00:00:00+00:00,97.76248168945312,1.9490875005722046,28.827186584472656
2015-09-22 00:00:00+00:00,96.30083465576172,1.8631044626235962,29.009414672851562
2015-09-23 00:00:00+00:00,96.37483978271484,1.8660763502120972,29.079500198364258
2015-09-24 00:00:00+00:00,96.02330017089844,1.8444808721542358,29.037452697753906
2015-09-25 00:00:00+00:00,95.209228515625,1.7997066974639893,28.911291122436523
2015-09-28 00:00:00+00:00,92.4987564086914,1.6445798873901367,29.079500198364258
2015-09-29 00:00:00+00:00,92.0177230834961,1.620211124420166,29.09351921081543
2015-09-30 00:00:00+00:00,94.13615417480469,1.7273929119110107,29.044458389282227
2015-10-01 00:00:00+00:00,94.56169128417969,1.7515640258789062,29.128564834594727
2015-10-02 00:00:00+00:00,96.21758270263672,1.8425003290176392,29.01642417907715
2015-10-05 00:00:00+00:00,97.59593200683594,1.926501750946045,28.925312042236328
