alpha_name,fold,observations,pair_observations,fold_ic,fold_sharpe,fold_pnl_sum,fold_max_drawdown
A01_ts_momentum_12,1,1468,5872,0.00667526509326201,-8.436587817825153,-1.4601876214718537,-0.7762592809377797
A01_ts_momentum_12,2,1468,5872,0.04275629403961096,-5.68266203643054,-1.0529024402651346,-0.6941420690857938
A01_ts_momentum_12,3,1468,5872,0.0424718524827647,-6.166785713411148,-1.0139948306409268,-0.6594262783560106
A01_ts_momentum_12,4,1468,5872,5.427022604504903e-05,-10.136961713354706,-1.734828754727594,-0.8350245926063578
A01_ts_momentum_12,5,1468,5872,-0.002116171257704143,-14.294835637119007,-1.8354449887589472,-0.8475075917341257
A01_ts_momentum_12,6,1466,5864,0.004869588275727622,-16.295991729756288,-1.6592424729351603,-0.8118832957133144
A01_ts_momentum_120,1,1468,5872,0.01270228714610459,-2.001669435461043,-0.3794854761159372,-0.41481953167498464
A01_ts_momentum_120,2,1468,5872,0.01950970880537479,-1.5125363566384937,-0.2654466315007458,-0.31716814747243427
A01_ts_momentum_120,3,1468,5872,0.01175191633022721,-2.5597255468695526,-0.40421220982841743,-0.35090390892846934
A01_ts_momentum_120,4,1468,5872,0.011068955712267523,-2.3307191682821213,-0.40759280919228047,-0.35640266711818813
A01_ts_momentum_120,5,1468,5872,0.010067339613863113,-4.76150740101212,-0.5852363005292679,-0.46589684213947424
A01_ts_momentum_120,6,1466,5864,0.008794056863423817,-5.405462629077244,-0.49763385774109076,-0.3951249090001485
A01_ts_momentum_24,1,1468,5872,-0.0059622873063155035,-6.607905651893086,-1.153292380655897,-0.7017879420626298
A01_ts_momentum_24,2,1468,5872,0.03825967979161974,-3.087055390974932,-0.5601501933410574,-0.48662782415622996
A01_ts_momentum_24,3,1468,5872,0.04624289379528511,-3.0218591765915246,-0.49197825313020155,-0.42644193468848446
A01_ts_momentum_24,4,1468,5872,0.007354950611511515,-6.454567319827617,-1.0730297537611808,-0.6668538078059346
A01_ts_momentum_24,5,1468,5872,-0.016993303349039587,-11.452248794063575,-1.5141775894477583,-0.7885694503801459
A01_ts_momentum_24,6,1466,5864,0.020311753646011923,-10.015156996677593,-0.989606923447519,-0.6344208448036686
A01_ts_momentum_48,1,1468,5872,0.0008027601964095732,-4.5809249754431125,-0.797218224316077,-0.5697890757171129
A01_ts_momentum_48,2,1468,5872,0.030819522976072967,-1.7268115871074,-0.31220038175721493,-0.40759443094484316
A01_ts_momentum_48,3,1468,5872,0.027641534293841582,-2.9665094611522944,-0.4650308567496344,-0.4100867538648105
A01_ts_momentum_48,4,1468,5872,0.003871749045552681,-5.007347214648331,-0.8251119878769033,-0.5798994146002227
A01_ts_momentum_48,5,1468,5872,-0.006591673211978624,-8.83993798087675,-1.1331842052508394,-0.6877912159444879
A01_ts_momentum_48,6,1466,5864,0.00983992982719426,-7.850677441961061,-0.7767761471228565,-0.5444995274157227
A01_ts_momentum_72,1,1468,5872,-0.005954721995075643,-4.815872195357621,-0.8021860598084397,-0.5725895999442976
A01_ts_momentum_72,2,1468,5872,0.027976517064906274,-1.9449980923177332,-0.33971167543218056,-0.39080378556257633
A01_ts_momentum_72,3,1468,5872,-0.00499084561295585,-5.269947946980184,-0.8245779175459443,-0.5775280225706332
A01_ts_momentum_72,4,1468,5872,-0.0011546110619112535,-4.431777499330368,-0.7357808916279787,-0.5370011185959639
A01_ts_momentum_72,5,1468,5872,0.0012040548478247659,-6.18634144215489,-0.7608672515920849,-0.5550590274732174
A01_ts_momentum_72,6,1466,5864,0.014380169384229346,-6.202044379001057,-0.5963355865047733,-0.45418972085990794
A02_ema_distance_100,1,1468,5872,0.010412380427512415,-2.6193887723274583,-0.48516720865799867,-0.41555362855693445
A02_ema_distance_100,2,1468,5872,0.03347251243828309,-1.6050304906400623,-0.2691293736770406,-0.360461988969615
A02_ema_distance_100,3,1468,5872,0.023843861795505975,-2.6740506605821914,-0.42786534242977536,-0.366534335344489
A02_ema_distance_100,4,1468,5872,0.006107456409459032,-3.5980559327576196,-0.6114594773224233,-0.485335946753942
A02_ema_distance_100,5,1468,5872,-0.009300305470786427,-7.544113065826258,-0.9673531440273389,-0.6318058709168461
A02_ema_distance_100,6,1466,5864,0.005021974493596387,-7.406535637188179,-0.7296704367203186,-0.5223649158957142
A02_ema_distance_20,1,1468,5872,0.006181597018960137,-8.248472756400444,-1.4506254996844232,-0.7750767934358775
A02_ema_distance_20,2,1468,5872,0.049420172127996174,-4.969225574499511,-0.8923216087432768,-0.6387471143782717
A02_ema_distance_20,3,1468,5872,0.05252342327538111,-5.134235235013429,-0.8535048124493907,-0.5984353708787965
A02_ema_distance_20,4,1468,5872,0.014660124863678708,-8.830667839108953,-1.468675170074784,-0.7788475101709904
A02_ema_distance_20,5,1468,5872,-0.014882314153491208,-14.64252505930558,-1.921282666203186,-0.8568748369707033
A02_ema_distance_20,6,1466,5864,-0.001657017169879049,-15.999902191725246,-1.6631571067880586,-0.8125897260844289
A02_ema_distance_50,1,1468,5872,0.004785618210829642,-4.736836779583036,-0.8432442100331403,-0.5906828387150482
A02_ema_distance_50,2,1468,5872,0.036386423144217514,-3.1068220697069804,-0.5437074854181663,-0.48015956051987196
A02_ema_distance_50,3,1468,5872,0.02855893170718028,-4.206636587280427,-0.6790794806327554,-0.5265930552155438
A02_ema_distance_50,4,1468,5872,0.005032706219282745,-6.023081255132422,-1.0087526038993073,-0.6519944816988092
A02_ema_distance_50,5,1468,5872,-0.015193884658278079,-10.763489843729888,-1.3737928457644082,-0.7550389515913681
A02_ema_distance_50,6,1466,5864,0.006716277119788432,-9.800759688484657,-0.9922510269496578,-0.6327428495445642
A03_donchian_breakout_20,1,1468,5872,-0.012295849726624756,-11.291664141571744,-1.3388450387554045,-0.7407766480388907
A03_donchian_breakout_20,2,1468,5872,0.025526095537637846,-12.301865258575356,-1.2551619413557624,-0.7233136199176381
A03_donchian_breakout_20,3,1468,5872,0.034349981657731274,-11.9676411665609,-1.2401433836537819,-0.7164785202611579
A03_donchian_breakout_20,4,1468,5872,0.007709530555059245,-12.380908032033346,-1.471511330346058,-0.7761392761195582
A03_donchian_breakout_20,5,1468,5872,-0.03341810723429802,-19.12731824388583,-1.6806791871048403,-0.8140158789639027
A03_donchian_breakout_20,6,1466,5864,-0.00687174232008119,-19.181023277219293,-1.311633279267471,-0.7317212968906175
