funding_time,ADAUSDT__funding,ADAUSDT__mark,BCHUSDT__funding,BCHUSDT__mark,LINKUSDT__funding,LINKUSDT__mark,LTCUSDT__funding,LTCUSDT__mark
2020-02-01 00:00:00+00:00,0.0001,0.053867,0.00048232,375.05642495,0.00108462,2.82415625,4.512e-05,67.98182365
2020-02-01 08:00:00+00:00,0.0001,0.05486326,0.0004103,383.80772862,0.0017312,2.84530625,0.0,72.17986761
2020-02-01 16:00:00+00:00,0.0001,0.05389353,0.00021097,378.58734867,0.00048394,2.7753625,0.0,69.56667364
2020-02-02 00:00:00+00:00,0.0001,0.05602045,0.00032438,379.91225686,0.0,2.83691875,0.0,70.72060269
2020-02-02 08:00:00+00:00,0.0014449,0.05779615,0.00042793,379.39212424,0.0,2.82235,0.00034305,70.77869422
2020-02-02 16:00:00+00:00,0.00179835,0.05765694,0.00031351,380.53978795,0.0,2.8590375,0.00024822,72.01277273
2020-02-03 00:00:00+00:00,0.00164031,0.0557664,0.0001,377.26986238,0.00016181,2.8264,0.00010603,69.94363636
2020-02-03 08:00:00+00:00,0.00071241,0.05656517,0.00012047,382.89231594,0.0,2.82694375,0.00026918,70.72151155
2020-02-03 16:00:00+00:00,0.00048046,0.05556705,0.00046286,379.84406707,0.0,2.75236875,0.00066319,68.78427273
2020-02-04 00:00:00+00:00,0.00014095,0.0569585,0.00011499,384.4533159,0.00023249,2.77120625,0.00033326,69.64175827
2020-02-04 08:00:00+00:00,0.00031409,0.05609731,0.00025089,383.24068923,0.00024878,2.7404625,0.00060785,68.62130665
2020-02-04 16:00:00+00:00,0.00073434,0.0561479,0.00029743,379.28309576,0.00078991,2.736425,0.00091288,68.26136114
2020-02-05 00:00:00+00:00,0.00040653,0.05597723,0.00025594,380.98494946,0.00035389,2.73876875,0.0008389,68.08139172
2020-02-05 08:00:00+00:00,0.0001,0.05717967,0.0001,385.84072206,0.00019977,2.79253125,0.00058266,69.34085908
2020-02-05 16:00:00+00:00,0.00031833,0.0599719,0.0001,435.88059081,7.234e-05,2.8607125,0.00037833,71.91206737
2020-02-06 00:00:00+00:00,0.00162987,0.05933076,0.0001155,445.03063636,0.00069867,2.83796875,0.00062993,72.5730257
2020-02-06 08:00:00+00:00,0.00396642,0.06031736,0.0001,438.76809957,0.00106287,2.87185625,0.00079581,73.24406914
2020-02-06 16:00:00+00:00,0.00146499,0.05987992,0.00079137,443.19077273,0.00248768,2.88615625,0.0003813,73.71570701
2020-02-07 00:00:00+00:00,0.00052055,0.06004854,0.00079957,445.5475,0.00236885,2.88953125,0.00022691,73.5556
2020-02-07 08:00:00+00:00,0.00156332,0.06090613,0.00061801,441.16914586,0.00187824,3.27604375,0.00044607,73.97255837
2020-02-07 16:00:00+00:00,0.00250463,0.06050281,0.00076384,435.65045455,0.00019588,3.22588125,0.00067636,73.3624151
2020-02-08 00:00:00+00:00,0.00198965,0.05989556,0.00101674,439.48271547,0.0,3.3055125,0.00067884,74.3357224
2020-02-08 08:00:00+00:00,0.00175849,0.06005229,0.00057452,445.19772787,0.0,3.28154375,0.00043124,74.04078514
2020-02-08 16:00:00+00:00,0.00070553,0.06034233,0.00070315,444.55491372,0.0,3.31426667,0.00060968,75.85181626
2020-02-09 00:00:00+00:00,0.00081936,0.06008723,0.00070937,445.1944,0.0,3.41786667,0.00084067,76.57205186
2020-02-09 08:00:00+00:00,0.00161188,0.06214931,0.00111813,456.34828245,0.00118945,3.39739375,0.00085242,77.92439292
2020-02-09 16:00:00+00:00,0.0024828,0.06125767,0.00173654,445.72618182,0.00314824,3.2962375,0.00137143,76.0242774
2020-02-10 00:00:00+00:00,0.0021764,0.0618703,0.00161209,449.74968939,0.00227184,3.4926,0.0010755,76.97295192
2020-02-10 08:00:00+00:00,0.00162089,0.06054015,0.00109097,446.10039161,0.00181394,3.42864375,0.00124711,75.14441339
2020-02-10 16:00:00+00:00,0.00099124,0.06005777,0.00147827,454.15788182,0.00107746,3.38019375,0.00257734,74.37113711
2020-02-11 00:00:00+00:00,0.00126237,0.06029818,0.00096557,452.01622273,0.00095643,3.38719375,0.00114991,74.04821602
2020-02-11 08:00:00+00:00,0.00096237,0.05901934,0.00142499,442.46338864,0.00045756,3.40755625,0.00071154,72.95566816
2020-02-11 16:00:00+00:00,0.00056017,0.06120963,0.00099173,461.96408776,0.00017335,3.73175,0.00089628,76.08775909
2020-02-12 00:00:00+00:00,0.00235305,0.06336114,0.00265081,461.65086364,0.00286768,3.98971875,0.00261646,76.46027338
2020-02-12 08:00:00+00:00,0.00284851,0.06533601,0.00277386,476.25496031,0.00321015,4.0301875,0.00380638,79.24041167
2020-02-12 16:00:00+00:00,0.0019762,0.06628321,0.00232965,468.96211463,0.00104156,4.03079375,0.00177824,78.70304312
2020-02-13 00:00:00+00:00,0.0024533,0.06823985,0.00167715,473.84518442,0.004444,3.99325625,0.00186684,81.19989925
2020-02-13 08:00:00+00:00,0.00249154,0.06837843,0.00224262,473.17019682,0.00352039,3.91154375,0.00208011,80.94810724
2020-02-13 16:00:00+00:00,0.00085375,0.06923886,0.00107646,472.12845438,0.00120184,4.02209375,0.001212,81.03761845
2020-02-14 00:00:00+00:00,0.00085489,0.06869041,0.00061474,477.23223864,0.00155127,3.87618125,0.00111041,80.56896483
2020-02-14 08:00:00+00:00,0.00041437,0.06754108,0.00050105,468.67425548,0.00151322,3.8742,0.00137557,79.66437479
2020-02-14 16:00:00+00:00,0.00118214,0.06936349,0.00058651,492.7375955,0.00055468,4.302375,0.00112572,81.37090439
2020-02-15 00:00:00+00:00,0.0017457,0.07072883,0.00105683,493.60293518,0.00101008,4.42519375,0.00232886,83.11883211
2020-02-15 08:00:00+00:00,0.00050419,0.0688141,0.00075874,485.76900886,0.00052831,4.39455,0.0011933,79.86561371
2020-02-15 16:00:00+00:00,0.00081641,0.06687507,0.00109656,475.51875894,0.00060642,4.34971875,0.00156575,78.91269629
2020-02-16 00:00:00+00:00,0.0001,0.06427923,0.0003572,438.9586165,0.0,4.32048125,0.00077213,76.69741181
2020-02-16 08:00:00+00:00,0.0001,0.06589314,0.00017977,447.79601017,0.0,4.46125625,0.00059134,78.45009093
2020-02-16 16:00:00+00:00,0.0001,0.06063781,0.00059497,427.56201179,0.0,4.49434375,0.00044673,74.30315371
2020-02-17 00:00:00+00:00,0.0001,0.0615753,0.00084012,412.61128762,-0.00071501,4.4611375,0.00012864,74.77569651
2020-02-17 08:00:00+00:00,0.0001,0.05856077,0.00035286,384.21968182,0.0,4.16224375,0.00042877,71.27438144
2020-02-17 16:00:00+00:00,0.0001,0.05896846,0.00046785,405.6962255,0.00069902,4.260625,0.00087128,72.64375855
2020-02-18 00:00:00+00:00,0.0001,0.06019882,0.00035451,412.44686259,0.00087201,4.307425,0.00089338,73.34222727
2020-02-18 08:00:00+00:00,0.0001,0.06189264,0.00037317,410.88891319,0.00046752,4.49221875,0.00075242,74.06743636
2020-02-18 16:00:00+00:00,0.0001,0.06045258,0.00063236,407.1932993,0.00025794,4.43538125,0.00040888,73.8198142
2020-02-19 00:00:00+00:00,0.0001,0.06250394,0.00036719,418.88149504,0.000355,4.65347079,0.00035974,77.66912348
2020-02-19 08:00:00+00:00,0.0001,0.06124133,0.00058435,412.46575069,0.00167673,4.60680625,0.00114557,76.58085902
2020-02-19 16:00:00+00:00,0.0001,0.0624301,0.00080004,412.58139503,0.00179558,4.7165,0.00100893,77.25615292
2020-02-20 00:00:00+00:00,0.0001,0.05743027,0.00079673,378.73663758,0.00031796,4.3886,0.00044646,70.74516
2020-02-20 08:00:00+00:00,0.0001,0.05783999,0.00051906,380.43618182,0.0,4.39076875,0.00010345,70.8539597
2020-02-20 16:00:00+00:00,0.0001,0.05694527,0.00037871,370.54002061,0.0,4.26165625,0.00023802,69.06214091
2020-02-21 00:00:00+00:00,0.0001,0.05815739,0.0001,371.45592065,0.0,4.2659375,6.182e-05,69.46951833
2020-02-21 08:00:00+00:00,0.0001,0.05901595,0.0001,378.02216738,0.0,4.28775,0.0,71.79513035
2020-02-21 16:00:00+00:00,0.0001,0.05918438,0.00024844,377.52098562,0.0,4.4172625,7.988e-05,73.95664091
2020-02-22 00:00:00+00:00,0.0001,0.05858052,0.00019897,377.82290457,0.0,4.27555,0.0002174,73.29759766
2020-02-22 08:00:00+00:00,0.0001,0.05750894,0.00010187,370.23041903,0.0,4.18823125,0.0,73.87427564
2020-02-22 16:00:00+00:00,0.0001,0.0580323,0.0001,372.59767639,0.0,4.1299875,0.0,75.77077727
2020-02-23 00:00:00+00:00,0.0001,0.05820321,0.00016419,373.18114102,0.0,4.1067875,0.0,74.81094195
2020-02-23 08:00:00+00:00,0.0001,0.06007621,0.0001737,391.28988246,0.0,4.3390875,0.0,78.56226177
2020-02-23 16:00:00+00:00,0.0001625,0.06086317,0.00017309,394.87220774,0.0,4.2351125,0.0,78.81908098
2020-02-24 00:00:00+00:00,0.00021446,0.06155869,0.00022403,401.95699689,6.393e-05,4.237325,1.369e-05,79.60877272
2020-02-24 08:00:00+00:00,0.0001,0.05943319,0.00023957,390.19311909,0.00031602,4.13614375,0.00074132,76.01211471
2020-02-24 16:00:00+00:00,0.00018817,0.05914868,0.0001,377.87922727,0.0,4.0404625,0.0005468,74.78908005
2020-02-25 00:00:00+00:00,0.00066285,0.05805226,0.00059446,371.45985769,0.0,3.85234375,0.00036702,74.57664871
2020-02-25 08:00:00+00:00,0.0001,0.05674827,0.00036807,366.50353183,0.00013417,3.68533125,0.00027615,73.86037485
2020-02-25 16:00:00+00:00,0.0001,0.05696606,0.00031931,356.03861969,0.0,3.6322,0.00051432,72.14359526
2020-02-26 00:00:00+00:00,0.0001,0.05614204,0.00044147,353.09845455,0.0,3.4916875,0.00021345,71.05843959
2020-02-26 08:00:00+00:00,0.0001,0.0517799,0.00064749,326.29586329,0.0,3.4199875,1.3e-05,67.64036397
2020-02-26 16:00:00+00:00,0.0001,0.04920861,0.00059303,317.78222229,0.0,3.52603125,0.00014046,62.99353769
2020-02-27 00:00:00+00:00,0.0001,0.04919381,0.00030232,317.25088821,-0.00015148,3.56255625,0.0,60.57592882
2020-02-27 08:00:00+00:00,0.0001,0.05027397,0.0001,326.11932174,0.0,3.69436875,0.0,61.36045909
2020-02-27 16:00:00+00:00,0.0001,0.05115243,0.0001,325.99033225,-0.00104881,3.83118125,0.0,62.60818636
2020-02-28 00:00:00+00:00,0.0001,0.04986676,0.0001,324.47765553,-0.00056683,3.9550125,0.00017859,61.66078731
2020-02-28 08:00:00+00:00,0.0001,0.04862944,0.0001,313.66403988,-1.78e-05,3.92426154,0.00024069,60.38922412
2020-02-28 16:00:00+00:00,0.0001,0.04909922,0.0001,315.73952551,0.0,4.06699231,0.0,60.32033199
2020-02-29 00:00:00+00:00,0.0001,0.04893564,0.0001,315.40306556,0.0,4.16156923,1.03e-05,59.92613297
2020-02-29 08:00:00+00:00,0.0001,0.04927765,0.0001,319.35725313,-6.664e-05,4.28138462,0.00019322,60.6675047
2020-02-29 16:00:00+00:00,0.0001,0.04816317,0.0001,310.5013125,-0.00128714,4.21666923,0.0001945,58.63443342
2020-03-01 00:00:00+00:00,0.0001,0.04708855,0.00014907,306.124625,-0.00028419,4.05913846,7.028e-05,58.05671579
2020-03-01 08:00:00+00:00,0.0001,0.04720912,0.00016136,313.091875,0.0,4.00367692,5.268e-05,58.74704739
2020-03-01 16:00:00+00:00,0.0001,0.04724733,0.0001,311.897875,0.0,3.95484615,0.00064455,58.65958717
2020-03-02 00:00:00+00:00,0.0001,0.04561026,0.00023455,311.998875,0.0,3.85944615,8.34e-05,57.74683666
2020-03-02 08:00:00+00:00,0.0001,0.04661271,0.00021201,317.4270625,-0.00103757,4.00980769,0.00027295,58.26652989
2020-03-02 16:00:00+00:00,0.0001,0.04870901,0.0001,328.874125,-0.00339958,4.29381538,0.00019238,60.53395653
2020-03-03 00:00:00+00:00,0.0001,0.04919275,0.0001,339.1619375,-0.00215893,4.23924615,0.00018696,61.39455011
2020-03-03 08:00:00+00:00,0.0001,0.04817968,0.0001,327.63321053,-0.00038958,4.1996625,0.00017006,60.38885226
2020-03-03 16:00:00+00:00,0.0001,0.04797421,0.0001,326.24426316,0.0,4.37248125,0.00011977,60.59593529
2020-03-04 00:00:00+00:00,0.0001,0.04867715,0.0001,329.60321053,0.0,4.586225,7.458e-05,60.99427983
2020-03-04 08:00:00+00:00,0.0001,0.05002041,0.0001,329.13889474,0.0,4.74633125,0.00033646,60.87788984
2020-03-04 16:00:00+00:00,0.0001,0.04830224,0.0003631,313.42184211,-0.00103559,4.7716125,0.00030938,59.25088182
2020-03-05 00:00:00+00:00,0.0001,0.04894946,0.0001,319.49,-0.0022364,4.63983125,7.628e-05,60.3690753
2020-03-05 08:00:00+00:00,0.00015045,0.04996728,0.00010719,332.755625,-0.00031444,4.75803125,0.00036266,61.22132176
2020-03-05 16:00:00+00:00,0.00034416,0.05163511,0.0001,340.768125,0.0,4.7800375,0.0004417,62.35299182
2020-03-06 00:00:00+00:00,0.0001,0.05092152,0.0001,337.22321053,0.0,4.711525,0.00018252,62.06886364
2020-03-06 08:00:00+00:00,0.0001,0.05120992,0.0001,348.12131579,0.0,4.67305,0.00046643,62.3990116
2020-03-06 16:00:00+00:00,0.0001,0.0499985,0.0001,340.75368421,0.0,4.5738125,0.0004599,61.83712722
2020-03-07 00:00:00+00:00,0.0001,0.05169214,0.0001,350.71310526,0.0,4.6814125,0.00051075,63.18744646
2020-03-07 08:00:00+00:00,0.0001,0.05084533,0.00010342,344.12010526,0.0,4.62388125,0.00047273,63.11924362
2020-03-07 16:00:00+00:00,0.00073258,0.05112367,0.00010926,345.44957895,0.0,4.5332125,0.00055764,62.91189455
2020-03-08 00:00:00+00:00,0.0001,0.04880039,0.0001,330.90531579,0.0,4.34294375,0.00028872,60.45614625
2020-03-08 08:00:00+00:00,0.0001,0.04757595,0.00060928,321.24894737,0.0,4.290275,0.00031618,58.77234091
2020-03-08 16:00:00+00:00,0.0001,0.0447892,0.00074457,293.54178947,0.0,4.03575625,0.00026588,53.78229548
2020-03-09 00:00:00+00:00,0.0001,0.04280137,0.00011301,272.78978947,-0.00380973,4.05110625,0.0,50.98882005
2020-03-09 08:00:00+00:00,0.0001,0.0425677,0.0001,274.42926316,-0.00014454,4.21146875,0.0,50.15220455
2020-03-09 16:00:00+00:00,0.0001,0.0398017,0.0001,261.73052632,0.0,3.90159375,0.00018345,48.54302727
2020-03-10 00:00:00+00:00,0.0001,0.04148621,0.0001,273.03742105,0.0,4.124675,8.665e-05,50.34449541
2020-03-10 08:00:00+00:00,0.0001,0.04121504,0.0001,266.25873684,0.0,3.98354375,0.0,49.33946637
2020-03-10 16:00:00+00:00,0.0001,0.04060561,0.0001,264.32457895,-0.00149536,3.9270125,0.0,49.22169586
2020-03-11 00:00:00+00:00,0.0001,0.04143425,0.0001,271.77531579,-0.00091803,4.08275625,0.0,50.22528595
2020-03-11 08:00:00+00:00,0.0001,0.04095658,0.0001,268.12757895,-1.674e-05,3.9966,7.912e-05,49.19280056
2020-03-11 16:00:00+00:00,0.0001,0.03957966,0.0001,260.32494737,0.0,3.72693125,0.0001876,47.49393692
2020-03-12 00:00:00+00:00,0.0001,0.0396593,0.0001,266.96547368,0.0,3.81920625,0.0,48.52538543
2020-03-12 08:00:00+00:00,0.0001,0.03463426,0.00012497,241.97378947,0.0,3.14339375,0.00036905,43.07755283
2020-03-12 16:00:00+00:00,-0.00024082,0.02956589,-0.00038528,179.14542105,-0.00225138,2.56345625,-0.00029357,35.25368117
2020-03-13 00:00:00+00:00,8.518e-05,0.02330679,0.0001,144.20947368,-0.00108296,1.9987375,0.0,29.8097269
2020-03-13 08:00:00+00:00,-0.00054929,0.02608992,-0.00048366,170.37425,-0.00032812,2.21886667,-0.0012021,33.66128609
2020-03-13 16:00:00+00:00,-0.00169422,0.02566171,-0.00026528,164.54989474,-0.0002559,2.23333125,-0.00200203,34.18070748
2020-03-14 00:00:00+00:00,0.0001,0.0284454,0.0001,177.57815789,-0.00029488,2.4547125,-2.385e-05,37.52441116
2020-03-14 08:00:00+00:00,0.0001,0.02789548,0.0001,175.057,-0.00076993,2.42183125,0.0,36.28863366
2020-03-14 16:00:00+00:00,0.0001,0.02694414,0.00018712,169.33721053,-0.00101128,2.24724375,0.0,35.10281798
2020-03-15 00:00:00+00:00,0.0001,0.02582148,0.00031962,167.25468421,-0.00037008,2.13758125,0.0,34.3672734
2020-03-15 08:00:00+00:00,-0.00084586,0.02659332,0.00043767,169.22215789,-0.00086663,2.14563125,0.0,35.23306812
2020-03-15 16:00:00+00:00,-0.0002509,0.02658552,0.0001,172.68131579,-0.00063076,2.1455875,0.0,35.99396731
2020-03-16 00:00:00+00:00,0.0001,0.02694124,0.0001,178.21831579,-0.00013914,2.0887375,0.0,36.38370861
2020-03-16 08:00:00+00:00,-0.00080651,0.02316954,0.0001,159.40884211,-0.00059713,1.6975375,0.0,31.65294988
2020-03-16 16:00:00+00:00,-0.00111065,0.02447357,-0.00023727,172.70942105,-0.00167373,1.8671125,0.0,33.56051471
2020-03-17 00:00:00+00:00,-0.00044717,0.02414378,0.0001,172.56194737,-0.00023142,1.7821875,0.0,33.23721458
2020-03-17 08:00:00+00:00,-5.936e-05,0.02601707,0.0001,182.16957895,-0.00023393,2.02415625,0.0,35.05682058
2020-03-17 16:00:00+00:00,0.0001,0.02583652,0.0001,183.49726316,-0.0007691,1.99024375,0.0,34.80262037
2020-03-18 00:00:00+00:00,-0.00040179,0.02583863,0.0001,182.50663158,-0.00192197,1.86655625,0.0,34.09181157
2020-03-18 08:00:00+00:00,-0.00128753,0.02515779,0.0001,176.69036842,-0.00213865,1.8250375,-0.00020393,32.73481818
2020-03-18 16:00:00+00:00,-0.00070982,0.02556032,0.0001,180.56763158,-0.00034239,1.87705,-5.92e-06,33.88154833
2020-03-19 00:00:00+00:00,-0.00090224,0.02608728,0.0001,184.81342105,0.0,1.94843125,0.0,34.69345755
2020-03-19 08:00:00+00:00,-0.00083071,0.02687013,0.0001,184.10968421,0.0,1.97130625,0.0,35.00201276
2020-03-19 16:00:00+00:00,-0.00022876,0.02888202,0.0001,195.64568421,-0.00010727,2.185225,0.0,36.95116364
2020-03-20 00:00:00+00:00,0.0001,0.03034581,0.00016795,220.93994737,0.0,2.2412625,0.0,38.94093807
2020-03-20 08:00:00+00:00,0.0001,0.03143277,0.0001,229.29526316,0.0,2.34380625,0.0,39.92997136
2020-03-20 16:00:00+00:00,0.0001,0.03107336,0.0001,233.14657895,0.0,2.49650625,0.0,41.3253643
2020-03-21 00:00:00+00:00,0.0001,0.02939734,0.0001,215.03236842,0.0,2.26095625,0.0,38.0308069
2020-03-21 08:00:00+00:00,0.0001,0.02896089,0.0001,214.90689474,0.0,2.21471875,0.0,37.70560393
2020-03-21 16:00:00+00:00,0.0001,0.02986325,0.0001,217.62463158,0.0,2.26089375,0.0,38.54342359
2020-03-22 00:00:00+00:00,0.0001,0.02949058,0.0001,220.00542105,0.0,2.2771875,0.0,38.33323827
2020-03-22 08:00:00+00:00,0.0001,0.02984267,0.0001,224.93868421,0.0,2.27054375,0.0,38.90649047
2020-03-22 16:00:00+00:00,0.0001,0.02812938,0.0001,210.69526316,0.0,2.11596875,0.0,36.89778046
2020-03-23 00:00:00+00:00,0.0001,0.02700551,0.0001,202.66178947,-0.00029747,1.9899125,0.0,35.40810279
2020-03-23 08:00:00+00:00,0.0001,0.02717183,0.0001,204.61305263,0.0,1.9932625,0.0,36.4613005
2020-03-23 16:00:00+00:00,0.0001,0.02858724,0.0001,214.44573684,-0.0003556,2.12414375,1.405e-05,38.05558
2020-03-24 00:00:00+00:00,0.0001,0.02922808,0.0001,221.32673684,0.0,2.24689375,3.143e-05,38.92297798
2020-03-24 08:00:00+00:00,0.0001,0.02929695,0.0001,222.17936842,0.0,2.26235625,0.00015391,38.9255573
2020-03-24 16:00:00+00:00,0.0001,0.02920539,0.0001,222.48568421,0.0,2.27244375,2.556e-05,39.27198755
2020-03-25 00:00:00+00:00,0.0001,0.03021786,0.0001,227.37884211,0.0,2.31146875,0.00024735,40.56465636
2020-03-25 08:00:00+00:00,0.0001,0.02967927,0.0001,222.691,0.0,2.25558125,0.00013691,39.94545903
2020-03-25 16:00:00+00:00,0.0001,0.02928032,0.0001,218.85452632,0.0,2.2457,1.324e-05,38.9516236
2020-03-26 00:00:00+00:00,0.0001,0.02943325,0.0001,220.59842105,0.0,2.25770625,0.0,39.17774818
2020-03-26 08:00:00+00:00,0.0001,0.02947668,0.0001,221.825,0.0,2.26398125,1.078e-05,39.01225697
2020-03-26 16:00:00+00:00,0.0001,0.02946456,0.0001,223.31910526,0.0,2.23740625,0.0,38.98156432
2020-03-27 00:00:00+00:00,0.0001,0.03085388,0.0001,227.71447368,0.0,2.3111625,1.128e-05,40.39677484
2020-03-27 08:00:00+00:00,0.0001,0.03059207,0.0001,227.91810526,0.0,2.30815,0.0,40.30217737
2020-03-27 16:00:00+00:00,0.0001,0.03017295,0.0001,224.32621053,0.0,2.25015625,0.0,39.42504605
2020-03-28 00:00:00+00:00,0.0001,0.02883912,0.0001,213.27736842,0.0,2.13678125,0.0,38.04412195
2020-03-28 08:00:00+00:00,0.0001,0.02834217,0.0001,207.12305263,0.0,2.08645625,0.0,37.71018472
2020-03-28 16:00:00+00:00,0.0001,0.02856223,0.0001,207.554375,-0.00085164,2.095575,0.0,37.76012298
2020-03-29 00:00:00+00:00,0.0001,0.02973214,0.0001,213.81625,-0.00146773,2.136925,0.0,38.85586091
2020-03-29 08:00:00+00:00,0.0001,0.02943267,0.0001,211.34125,-0.00075994,2.114725,0.0,38.42967306
2020-03-29 16:00:00+00:00,0.0001,0.02928336,0.0001,211.910625,-8.413e-05,2.1047125,0.0,38.39555252
2020-03-30 00:00:00+00:00,0.0001,0.02809176,0.0001,205.5325,0.0,2.00794375,0.0,37.11874773
2020-03-30 08:00:00+00:00,0.0001,0.02929946,0.0001,213.94810526,-0.00042167,2.1126625,0.0,38.49254545
2020-03-30 16:00:00+00:00,0.0001,0.02963836,0.0001,217.65473684,-0.00106751,2.13623125,0.00016172,38.71371
2020-03-31 00:00:00+00:00,0.0001,0.02963551,0.0001,220.07352632,-0.00086847,2.1346,0.0,38.91103635
2020-03-31 08:00:00+00:00,0.0001,0.02983168,0.0001,218.79342105,-4.5e-07,2.145925,0.0,38.74474648
2020-03-31 16:00:00+00:00,0.0001,0.03037181,0.0001,220.80875,0.0,2.17479375,0.0,38.90961593
2020-04-01 00:00:00+00:00,0.0001,0.030441,0.0001,218.44375,0.0,2.2637625,0.00012329,39.07389769
2020-04-01 08:00:00+00:00,0.0001,0.03056129,0.0001,217.2125,0.0,2.2627625,0.0,38.70216378
2020-04-01 16:00:00+00:00,0.0001,0.03004143,0.0001,216.7775,0.0,2.200725,0.0,37.86782796
2020-04-02 00:00:00+00:00,0.0001,0.03095596,0.0001,223.745625,0.0,2.274025,0.0,39.22073075
2020-04-02 08:00:00+00:00,0.0001,0.03124646,0.0001,226.09394737,0.0,2.28550625,0.0,39.60445213
2020-04-02 16:00:00+00:00,0.0001,0.03206457,0.0001,233.42394737,0.0,2.34274375,0.0,40.14167339
2020-04-03 00:00:00+00:00,0.00010331,0.03187498,0.00013008,231.71636842,0.0,2.29546875,0.00020405,39.87181999
2020-04-03 08:00:00+00:00,0.0001,0.03233457,0.0001,238.90031579,0.0,2.3458375,0.00023227,40.83614881
2020-04-03 16:00:00+00:00,0.0001,0.03213104,0.0001,234.55278947,0.0,2.3054375,0.0,40.19442988
2020-04-04 00:00:00+00:00,0.0001,0.03229152,0.0001,236.06726316,0.0,2.30090625,0.0,40.49475113
2020-04-04 08:00:00+00:00,0.0001,0.03189301,0.0001,235.67284211,0.0,2.27638125,0.0,40.20205889
2020-04-04 16:00:00+00:00,0.0001,0.03211447,0.0001,234.36489474,0.0,2.284575,0.0,40.29885764
2020-04-05 00:00:00+00:00,0.0001,0.03245019,0.0001,238.00878947,0.0,2.3150125,0.0,40.71972205
2020-04-05 08:00:00+00:00,0.0001,0.03209683,0.00017014,235.51321053,0.0,2.28606875,0.0003213,40.57828563
2020-04-05 16:00:00+00:00,0.0001,0.03217323,0.0001,235.44957895,0.0,2.2880125,7.853e-05,40.5848485
2020-04-06 00:00:00+00:00,0.0001,0.03188956,0.0001,230.99505263,0.0,2.26400625,0.0,40.30640812
2020-04-06 08:00:00+00:00,0.0001,0.03313545,0.0001,239.24810526,0.0,2.351525,0.0,41.75148326
2020-04-06 16:00:00+00:00,0.0001,0.03428438,0.0001,247.09515789,0.0,2.43,2.064e-05,43.08859545
2020-04-07 00:00:00+00:00,0.0001,0.03595944,0.0001,257.94052632,0.0,2.5549375,0.00030828,45.00260287
2020-04-07 08:00:00+00:00,0.0001,0.03638722,0.0001,258.53489474,0.0,2.7282,0.00029502,46.43094303
2020-04-07 16:00:00+00:00,0.0001,0.03589554,0.0001,257.35573684,0.0,2.81425,8.266e-05,46.53515011
2020-04-08 00:00:00+00:00,0.00021497,0.03524024,0.0001,252.51163158,0.0,2.7294375,6.106e-05,44.780852
2020-04-08 08:00:00+00:00,0.0001,0.03633741,0.0001,274.06,0.0,2.85704375,7.861e-05,46.36946794
2020-04-08 16:00:00+00:00,0.00019348,0.03620369,0.0001,264.64831579,0.0,2.87641875,0.00017487,45.95205912
2020-04-09 00:00:00+00:00,0.0001,0.03641101,0.0001,267.30968421,-6.112e-05,3.1679875,0.00041157,46.54493631
2020-04-09 08:00:00+00:00,0.0001,0.036281,0.0001,265.49,0.0,3.349675,0.0001252,46.4513033
2020-04-09 16:00:00+00:00,0.0001,0.03596518,0.0001,259.159,0.0,3.393725,1.419e-05,46.06540823
2020-04-10 00:00:00+00:00,0.0001,0.0360581,0.0001,255.97573684,0.0,3.31010625,0.0,46.28463547
2020-04-10 08:00:00+00:00,0.0001,0.03332438,0.0001,236.58521053,0.0,3.01055625,0.0,42.73174953
2020-04-10 16:00:00+00:00,0.0001,0.03238991,0.0001,226.82389474,0.0,2.9910875,0.0,41.04064818
2020-04-11 00:00:00+00:00,0.0001,0.03319805,0.0001,232.70252632,-0.00025236,3.21949375,0.0,42.20975148
2020-04-11 08:00:00+00:00,0.0001,0.03369686,0.0001,235.77610526,-0.00017544,3.35154375,0.0,42.57285525
2020-04-11 16:00:00+00:00,0.0001,0.03333317,0.0001,232.53263158,-0.00056368,3.24013125,0.0,42.41190224
2020-04-12 00:00:00+00:00,0.0001,0.03343545,0.0001,232.99794737,-0.00049027,3.290375,0.0,42.48958848
2020-04-12 08:00:00+00:00,0.0001,0.03320848,0.0001,229.58268421,0.0,3.213425,0.0,42.18160041
2020-04-12 16:00:00+00:00,0.0001,0.03426498,-0.0001971,238.47052632,-0.00017472,3.41540625,0.0,43.16848439
2020-04-13 00:00:00+00:00,0.0001,0.0334766,-0.00012995,233.18047368,-0.00122643,3.417925,0.0,42.0447623
2020-04-13 08:00:00+00:00,0.0001,0.03222176,-0.00013344,220.69784211,-0.00080059,3.37589375,0.0,40.18850521
2020-04-13 16:00:00+00:00,0.0001,0.03261275,-0.00029559,220.11952632,-0.0016458,3.38819375,0.0,40.42068182
2020-04-14 00:00:00+00:00,0.0001,0.03310347,-0.00039349,223.47184211,-0.00114753,3.37175625,0.0,41.21117727
2020-04-14 08:00:00+00:00,0.0001,0.0330149,0.0001,222.12842105,-0.00057948,3.33605,0.0,40.80019502
2020-04-14 16:00:00+00:00,0.0001,0.03343788,0.0001,224.56378947,-0.00075944,3.36588125,0.0,41.41821451
2020-04-15 00:00:00+00:00,0.0001,0.03312303,0.0001,223.09784211,-0.00075858,3.252325,0.0,41.1955268
