leverage,oos__initial_capital,oos__final_value,oos__total_return,oos__cagr,oos__annualized_volatility,oos__sharpe_ratio,oos__sortino_ratio,oos__calmar_ratio,oos__max_drawdown,oos__average_drawdown,oos__longest_drawdown_days,oos__profit_factor,oos__win_rate,oos__turnover_per_bar,oos__annualized_turnover,oos__total_fees,oos__rebalance_count,oos__exposure_pct,oos__average_exposure,oos__best_year,oos__worst_year,oos__monthly_hit_rate,oos__elapsed_days,oos__positive_complete_year_ratio,oos__complete_year_count,oos__worst_rolling_3y_sharpe,check__sample_at_least_5y,check__independent_oos,check__costs_included,check__cagr_at_least_40pct,check__sharpe_above_1_5,check__max_drawdown_at_most_20pct,check__profit_factor_above_1_3,check__walk_forward_passed,check__common_panel_covered,strict_oos_passed
1.0,10000.0,15607.354620161675,0.5607354620161675,0.06967456176727116,0.3941690137378872,0.3673109198870592,0.5412805544654408,0.08386953126518072,-0.8307493879627447,-0.3267617054791117,1169.0,1.0579009610975985,0.49523809523809526,,,,,,,2.1508768467131576,-0.45923668887878333,0.4810126582278481,2414.0,0.5714285714285714,7,-1.252799481639362,True,True,True,False,False,False,False,False,True,False
2.0,10000.0,7002.601182440827,-0.29973988175591726,-0.052483045663104355,0.7890555057926771,0.32435452991538527,0.4841937788646659,-0.05339799857410446,-0.9828654081532596,-0.5009435936707467,1169.0,1.0509850646110552,0.493167701863354,,,,,,,6.42700384629832,-0.7595988920456267,0.45569620253164556,2414.0,0.42857142857142855,7,-1.2900298387698719,True,True,True,False,False,False,False,False,True,False
3.0,10000.0,1164.3961443650594,-0.883560385563494,-0.27773515015647077,1.18493679691412,0.3150243930089705,0.4763914446855422,-0.2780565088638617,-0.9988442683514083,-0.603215444778779,1169.0,1.0495221361733507,0.48985507246376814,,,,,,,12.701421983173248,-0.9089215764628504,0.43037974683544306,2414.0,0.42857142857142855,7,-1.296289738013773,True,True,True,False,False,False,False,False,True,False
