funding_time,gross_price_return,funding_pnl,turnover,trading_cost,financing_cost,lagged_funding_spread,net_return
2020-02-01 08:00:00+00:00,0.02713174228028259,0.0008656,1.0,0.0005,0.0,0.0010394999999999998,0.02749734228028259
2020-02-01 16:00:00+00:00,-0.005810882862596234,0.00024197,0.0,0.0,0.0,0.0017312,-0.005568912862596234
2020-02-02 00:00:00+00:00,-0.0027960761226237807,0.0,0.0,0.0,0.0,0.00048394,-0.0027960761226237807
2020-02-02 08:00:00+00:00,-0.0018831635113225609,0.000213965,2.0,0.001,0.0,0.00032438,-0.002669198511322561
2020-02-02 16:00:00+00:00,0.007703778642936532,0.000899175,1.0,0.0005,0.0,0.0014449,0.008102953642936532
2020-02-03 00:00:00+00:00,0.01068695309563733,0.00073925,0.0,0.0,0.0,0.00179835,0.01142620309563733
2020-02-03 08:00:00+00:00,0.0002897513340747171,0.00029597,1.0,0.0005,0.0,0.00154031,8.572133407471708e-05
2020-02-03 16:00:00+00:00,-0.004367295848155206,0.00024023,1.0,0.0005,0.0,0.00071241,-0.0046270658481552054
2020-02-04 00:00:00+00:00,-0.0028110988008236415,5.0385e-05,1.0,0.0005,0.0,0.00066319,-0.0032607138008236415
2020-02-04 08:00:00+00:00,0.005749355706073933,0.00017847999999999999,1.0,0.0005,0.0,0.00021827,0.005427835706073933
2020-02-04 16:00:00+00:00,0.0018860492281293495,6.148500000000001e-05,1.0,0.0005,0.0,0.00035906999999999996,0.0014475342281293495
2020-02-05 00:00:00+00:00,0.003561751625872245,0.00029148,1.0,0.0005,0.0,0.00061545,0.003353231625872245
2020-02-05 08:00:00+00:00,-0.0028770613571968973,0.00024133000000000002,0.0,0.0,0.0,0.00058296,-0.002635731357196897
2020-02-05 16:00:00+00:00,0.0058759278963138595,2.9999999999999997e-05,1.0,0.0005,0.0,0.00048266000000000004,0.0054059278963138595
2020-02-06 00:00:00+00:00,-0.008570790695612507,-3.4369999999999984e-05,1.0,0.0005,0.0,0.00030599,-0.009105160695612508
2020-02-06 08:00:00+00:00,-0.015350479333342715,0.00193321,2.0,0.001,0.0,0.0015143700000000001,-0.014417269333342714
2020-02-06 16:00:00+00:00,0.008666028864634134,0.00033681,0.0,0.0,0.0,0.00386642,0.009002838864634134
2020-02-07 00:00:00+00:00,-0.001670663901320757,0.00107097,2.0,0.001,0.0,0.0021063799999999997,-0.0015996939013207569
2020-02-07 08:00:00+00:00,-0.06404721528927437,0.000716085,0.0,0.0,0.0,0.00214194,-0.06333113028927437
2020-02-07 16:00:00+00:00,0.003531837954621808,-0.00024024,0.0,0.0,0.0,0.00143217,0.003291597954621808
2020-02-08 00:00:00+00:00,0.017360919514019302,0.000994825,2.0,0.001,0.0,0.00230875,0.017355744514019302
2020-02-08 08:00:00+00:00,-0.0049339331872111925,0.000879245,0.0,0.0,0.0,0.00198965,-0.004054688187211193
2020-02-08 16:00:00+00:00,0.0025710079385806717,0.000352765,0.0,0.0,0.0,0.00175849,0.0029237729385806718
2020-02-09 00:00:00+00:00,0.017743173353585995,0.00040968,0.0,0.0,0.0,0.00070553,0.018152853353585994
2020-02-09 08:00:00+00:00,-0.011825498572818394,-0.00016851500000000005,1.0,0.0005,0.0,0.00084067,-0.012494013572818393
2020-02-09 16:00:00+00:00,-0.0050186756384300035,0.0005556849999999999,2.0,0.001,0.0,0.00075946,-0.005462990638430003
2020-02-10 00:00:00+00:00,-0.0235465676639397,0.0005981699999999999,1.0,0.0005,0.0,0.00177681,-0.0234483976639397
2020-02-10 08:00:00+00:00,-0.0027218337075829435,0.00028341499999999997,0.0,0.0,0.0,0.0011963399999999997,-0.0024384187075829435
2020-02-10 16:00:00+00:00,0.016096503912311877,-0.00020040500000000007,1.0,0.0005,0.0,0.0007229700000000001,0.015396098912311876
2020-02-11 00:00:00+00:00,0.004172500407827628,-5.6229999999999995e-05,2.0,0.001,0.0,0.0015861,0.0031162704078276284
2020-02-11 08:00:00+00:00,0.0136101069609883,0.00025240500000000003,2.0,0.001,0.0,0.0003059400000000001,0.0128625119609883
2020-02-11 16:00:00+00:00,0.02553331950106308,0.0004091899999999999,1.0,0.0005,0.0,0.0009674299999999999,0.02544250950106308
2020-02-12 00:00:00+00:00,0.03490305851418812,-0.00010843500000000004,0.0,0.0,0.0,0.0008183799999999998,0.034794623514188126
2020-02-12 08:00:00+00:00,0.01051260722475722,0.00018082000000000016,2.0,0.001,0.0,0.0005146299999999999,0.00969342722475722
2020-02-12 16:00:00+00:00,-0.004265703056979764,-0.000275705,2.0,0.001,0.0,0.0010325199999999999,-0.005541408056979764
2020-02-13 00:00:00+00:00,-0.00986259283887092,-0.001383425,2.0,0.001,0.0,0.00128809,-0.012246017838870922
2020-02-13 08:00:00+00:00,0.009519066986076963,0.0006388850000000001,2.0,0.001,0.0,0.00276685,0.009157951986076964
2020-02-13 16:00:00+00:00,-0.013578356786213774,-5.079999999999972e-06,1.0,0.0005,0.0,0.00144028,-0.014083436786213774
2020-02-14 00:00:00+00:00,-0.0010689842627497614,0.00012776000000000004,2.0,0.001,0.0,0.00035824999999999995,-0.0019412242627497615
2020-02-14 08:00:00+00:00,-0.00871069955135323,0.0005060850000000001,2.0,0.001,0.0,0.00093653,-0.00920461455135323
2020-02-14 16:00:00+00:00,-0.04176867283472796,-0.00031372999999999997,1.0,0.0005,0.0,0.00109885,-0.04258240283472796
2020-02-15 00:00:00+00:00,0.004431445294033165,0.00036781,2.0,0.001,0.0,0.0006274599999999999,0.0037992552940331646
2020-02-15 08:00:00+00:00,0.016107264033080992,0.000332495,1.0,0.0005,0.0,0.0013187799999999999,0.01593975903308099
2020-02-15 16:00:00+00:00,-0.008123145063681891,0.00037467,1.0,0.0005,0.0,0.00068911,-0.008248475063681891
2020-02-16 00:00:00+00:00,0.010675450026391808,0.000386065,1.0,0.0005,0.0,0.0009593300000000001,0.010561515026391808
2020-02-16 08:00:00+00:00,0.004865653956602323,0.00029567,0.0,0.0,0.0,0.00077213,0.005161323956602322
2020-02-16 16:00:00+00:00,0.030138733374733717,0.000223365,0.0,0.0,0.0,0.00059134,0.030362098374733717
2020-02-17 00:00:00+00:00,0.013789464199673807,0.000777565,1.0,0.0005,0.0,0.00059497,0.014067029199673807
2020-02-17 08:00:00+00:00,0.0009050616268505007,0.00017643,0.0,0.0,0.0,0.00155513,0.0010814916268505007
2020-02-17 16:00:00+00:00,0.0022119184507457534,8.613000000000002e-05,1.0,0.0005,0.0,0.00042877,0.0017980484507457537
2020-02-18 00:00:00+00:00,0.005624863561232041,0.00039669,1.0,0.0005,0.0,0.00077128,0.00552155356123204
2020-02-18 08:00:00+00:00,0.009124540369658596,0.00032620999999999995,0.0,0.0,0.0,0.00079338,0.009450750369658596
2020-02-18 16:00:00+00:00,-0.009961932500089421,0.00015444,0.0,0.0,0.0,0.0006524199999999999,-0.00980749250008942
2020-02-19 00:00:00+00:00,0.002614540484776162,0.000133595,1.0,0.0005,0.0,0.00053236,0.002248135484776162
2020-02-19 08:00:00+00:00,-0.0024420578201345133,0.000242175,0.0,0.0,0.0,0.00026719,-0.0021998828201345135
2020-02-19 16:00:00+00:00,-0.002199999172260547,0.00084779,1.0,0.0005,0.0,0.00157673,-0.0018522091722605472
2020-02-20 00:00:00+00:00,-0.005282478949581837,0.00010898,0.0,0.0,0.0,0.00169558,-0.005173498949581837
2020-02-20 08:00:00+00:00,0.001323406507983682,0.00020953,1.0,0.0005,0.0,0.00069673,0.0010329365079836822
2020-02-20 16:00:00+00:00,-0.0016963860085137394,0.000189355,1.0,0.0005,0.0,0.00051906,-0.0020070310085137395
2020-02-21 00:00:00+00:00,-0.0007336001013636961,5e-05,0.0,0.0,0.0,0.00037871,-0.0006836001013636961
2020-02-21 08:00:00+00:00,-0.006281938226479378,5e-05,0.0,0.0,0.0,0.0001,-0.006231938226479378
2020-02-21 16:00:00+00:00,0.015765517884117897,0.00012422,0.0,0.0,0.0,0.0001,0.015889737884117898
2020-02-22 00:00:00+00:00,-0.01644063095870002,9.9485e-05,0.0,0.0,0.0,0.00024844,-0.01634114595870002
2020-02-22 08:00:00+00:00,-0.01414521783330902,0.0,1.0,0.0005,0.0,0.0002174,-0.014645217833309021
2020-02-22 16:00:00+00:00,-0.01015026886939635,5e-05,1.0,0.0005,0.0,0.00010187,-0.010600268869396351
2020-02-23 00:00:00+00:00,-0.003591693899132886,8.2095e-05,0.0,0.0,0.0,0.0001,-0.0035095988991328863
2020-02-23 08:00:00+00:00,0.004019777461295004,8.685e-05,0.0,0.0,0.0,0.00016419,0.004106627461295005
2020-02-23 16:00:00+00:00,-0.016558790581206795,8.6545e-05,0.0,0.0,0.0,0.0001737,-0.016472245581206794
2020-02-24 00:00:00+00:00,-0.008709780750709384,8.005e-05,0.0,0.0,0.0,0.00017309,-0.008629730750709384
2020-02-24 08:00:00+00:00,-0.007956329160264064,-0.00025087499999999996,1.0,0.0005,0.0,0.00021034,-0.008707204160264064
2020-02-24 16:00:00+00:00,0.005651470326295427,0.000179315,2.0,0.001,0.0,0.0006413199999999999,0.004830785326295427
2020-02-25 00:00:00+00:00,-0.021859155567558686,0.00018351,1.0,0.0005,0.0,0.0005468,-0.022175645567558685
2020-02-25 08:00:00+00:00,-0.0104455655692679,-1.7084999999999997e-05,1.0,0.0005,0.0,0.00066285,-0.010962650569267901
2020-02-25 16:00:00+00:00,0.01619559974537854,0.000109655,2.0,0.001,0.0,0.00026807,0.015305254745378541
2020-02-26 00:00:00+00:00,-0.01182181211198624,0.000106725,2.0,0.001,0.0,0.00051432,-0.01271508711198624
2020-02-26 08:00:00+00:00,0.0276861829244634,0.000323745,1.0,0.0005,0.0,0.00044147,0.027509927924463398
2020-02-26 16:00:00+00:00,0.028549420603595832,0.000296515,0.0,0.0,0.0,0.00064749,0.028845935603595833
2020-02-27 00:00:00+00:00,0.006015339300906808,0.0002269,0.0,0.0,0.0,0.00059303,0.006242239300906808
2020-02-27 08:00:00+00:00,0.00452270443052083,5e-05,0.0,0.0,0.0,0.0004538,0.004572704430520829
2020-02-27 16:00:00+00:00,0.018714121075997292,0.0005744050000000001,0.0,0.0,0.0,0.0001,0.019288526075997292
2020-02-28 00:00:00+00:00,0.018481100280055673,0.00033341500000000005,0.0,0.0,0.0,0.0011488100000000001,0.018814515280055674
2020-02-28 08:00:00+00:00,0.006423361591100962,0.000129245,1.0,0.0005,0.0,0.0007454200000000001,0.006052606591100962
2020-02-28 16:00:00+00:00,0.018756086051557264,0.0,0.0,0.0,0.0,0.00025849,0.018756086051557264
2020-02-29 00:00:00+00:00,0.01216019128812329,5e-05,1.0,0.0005,0.0,0.0001,0.011710191288123289
2020-02-29 08:00:00+00:00,0.008126990740867868,8.332000000000001e-05,0.0,0.0,0.0,0.0001,0.008210310740867867
2020-02-29 16:00:00+00:00,0.009198086412293804,0.00074082,1.0,0.0005,0.0,0.00025986,0.009438906412293804
2020-03-01 00:00:00+00:00,-0.01375309005444264,0.00017723499999999998,0.0,0.0,0.0,0.00148164,-0.013575855054442641
2020-03-01 08:00:00+00:00,-0.018211449389575418,8.068e-05,1.0,0.0005,0.0,0.00043326,-0.01863076938957542
2020-03-01 16:00:00+00:00,-0.004191452021825581,5e-05,0.0,0.0,0.0,0.00016136,-0.004141452021825582
2020-03-02 00:00:00+00:00,-0.004281089350371192,4.17e-05,1.0,0.0005,0.0,0.00064455,-0.004739389350371192
2020-03-02 08:00:00+00:00,0.01078062865450058,0.0006247900000000001,1.0,0.0005,0.0,0.00023455,0.010905418654500579
2020-03-02 16:00:00+00:00,0.015956760451033225,0.00179598,1.0,0.0005,0.0,0.00131052,0.017252740451033224
2020-03-03 00:00:00+00:00,-0.013462752696944524,0.0011729449999999999,0.0,0.0,0.0,0.00359196,-0.012289807696944524
2020-03-03 08:00:00+00:00,0.0035217355655273175,0.00027982,0.0,0.0,0.0,0.0023458899999999998,0.0038015555655273175
2020-03-03 16:00:00+00:00,0.018860734142516766,5.9885e-05,0.0,0.0,0.0,0.00055964,0.018920619142516765
2020-03-04 00:00:00+00:00,0.021155037121918907,3.729e-05,0.0,0.0,0.0,0.00011977,0.021192327121918906
2020-03-04 08:00:00+00:00,0.01815947945197094,5e-05,1.0,0.0005,0.0,0.0001,0.01770947945197094
2020-03-04 16:00:00+00:00,0.016026122419874,0.000672485,1.0,0.0005,0.0,0.00033646,0.016198607419874
2020-03-05 00:00:00+00:00,-0.02348937630088621,0.0011681999999999999,1.0,0.0005,0.0,0.0013986900000000002,-0.02282117630088621
2020-03-05 08:00:00+00:00,-0.008023094099785966,0.000210815,0.0,0.0,0.0,0.0023363999999999998,-0.007812279099785966
2020-03-05 16:00:00+00:00,-0.0069299130488381655,0.00022085,1.0,0.0005,0.0,0.0006770999999999999,-0.007209063048838166
2020-03-06 00:00:00+00:00,-0.004888138776647899,9.126e-05,0.0,0.0,0.0,0.0004417,-0.004796878776647899
2020-03-06 08:00:00+00:00,-0.006742602488979399,0.000233215,0.0,0.0,0.0,0.00018252,-0.006509387488979399
2020-03-06 16:00:00+00:00,-0.00611571528729804,0.00022995,0.0,0.0,0.0,0.00046643,-0.005885765287298041
2020-03-07 00:00:00+00:00,0.0008442623891982137,0.000255375,0.0,0.0,0.0,0.0004599,0.0010996373891982137
2020-03-07 08:00:00+00:00,-0.0056049598848794124,0.000236365,0.0,0.0,0.0,0.00051075,-0.005368594884879413
2020-03-07 16:00:00+00:00,-0.008161879978705044,0.00027882,0.0,0.0,0.0,0.00047273,-0.007883059978705044
2020-03-08 00:00:00+00:00,0.0017360726327982356,5e-05,1.0,0.0005,0.0,0.00073258,0.0012860726327982356
2020-03-08 08:00:00+00:00,0.00786212540866743,0.00015809,1.0,0.0005,0.0,0.00028872,0.00752021540866743
2020-03-08 16:00:00+00:00,0.013461833922864708,0.000372285,1.0,0.0005,0.0,0.00060928,0.013334118922864707
2020-03-09 00:00:00+00:00,0.03724935777622934,0.00196137,0.0,0.0,0.0,0.00074457,0.03921072777622934
2020-03-09 08:00:00+00:00,0.016787420307960654,0.00012227,0.0,0.0,0.0,0.00392274,0.016909690307960655
2020-03-09 16:00:00+00:00,-0.013652791388906516,5e-05,0.0,0.0,0.0,0.00024454,-0.013602791388906516
2020-03-10 00:00:00+00:00,0.010033102560519369,4.3325e-05,1.0,0.0005,0.0,0.00018345,0.009576427560519369
2020-03-10 08:00:00+00:00,-0.004694695109358216,5e-05,1.0,0.0005,0.0,0.0001,-0.005144695109358216
2020-03-10 16:00:00+00:00,-0.0034634957792443744,0.00079768,0.0,0.0,0.0,0.0001,-0.002665815779244374
2020-03-11 00:00:00+00:00,0.0057358846150808995,0.000509015,0.0,0.0,0.0,0.00159536,0.006244899615080899
2020-03-11 08:00:00+00:00,-0.00384029392514329,5.837e-05,0.0,0.0,0.0,0.00101803,-0.00378192392514329
2020-03-11 16:00:00+00:00,-0.01918704845986996,5e-05,0.0,0.0,0.0,0.00011674,-0.01913704845986996
2020-03-12 00:00:00+00:00,0.0015207490284708802,0.0,1.0,0.0005,0.0,0.0001876,0.0010207490284708802
2020-03-12 08:00:00+00:00,-0.04166855819036336,6.2485e-05,1.0,0.0005,0.0,0.0001,-0.04210607319036336
2020-03-12 16:00:00+00:00,-0.0014355655017328495,0.000978905,1.0,0.0005,0.0,0.00036905,-0.0009566605017328495
2020-03-13 00:00:00+00:00,-0.004297902027518341,0.00058407,1.0,0.0005,0.0,0.0020105599999999998,-0.004213832027518341
2020-03-13 08:00:00+00:00,-0.03565089876049632,-7.777000000000001e-05,1.0,0.0005,0.0,0.00118296,-0.03622866876049632
2020-03-13 16:00:00+00:00,0.004455959861662029,0.0008730650000000001,2.0,0.001,0.0,0.00087398,0.004329024861662029
2020-03-14 00:00:00+00:00,-0.0006508641548966798,-0.000135515,0.0,0.0,0.0,0.0017461300000000003,-0.0007863791548966798
2020-03-14 08:00:00+00:00,0.0004011508558910415,0.00043496500000000005,2.0,0.001,0.0,0.00039488,-0.00016388414410895848
2020-03-14 16:00:00+00:00,-0.01970758763895819,0.0005992,0.0,0.0,0.0,0.0008699300000000001,-0.01910838763895819
2020-03-15 00:00:00+00:00,-0.018250282532157047,0.00034485,0.0,0.0,0.0,0.0011984,-0.017905432532157046
2020-03-15 08:00:00+00:00,-0.00399870052871143,0.00065215,0.0,0.0,0.0,0.0006897,-0.00334655052871143
2020-03-15 16:00:00+00:00,-0.010230954470218157,0.00036538,0.0,0.0,0.0,0.0013043,-0.009865574470218156
2020-03-16 00:00:00+00:00,-0.029280543272727166,0.00011957,0.0,0.0,0.0,0.00073076,-0.029160973272727167
2020-03-16 08:00:00+00:00,-0.04087420754774085,0.000348565,0.0,0.0,0.0,0.00023914,-0.040525642547740846
2020-03-16 16:00:00+00:00,-0.013577405797546072,0.00043668999999999994,1.0,0.0005,0.0,0.00090651,-0.013640715797546072
2020-03-17 00:00:00+00:00,-0.017925661904036494,0.00011571,2.0,0.001,0.0,0.00167373,-0.018809951904036493
2020-03-17 08:00:00+00:00,0.010956253478816347,7.968e-05,2.0,0.001,0.0,0.00054717,0.010035933478816348
2020-03-17 16:00:00+00:00,-0.012021035889529574,0.00043455,1.0,0.0005,0.0,0.00033393,-0.012086485889529574
2020-03-18 00:00:00+00:00,-0.028374146329014305,0.001010985,0.0,0.0,0.0,0.0008691,-0.027363161329014306
2020-03-18 08:00:00+00:00,0.004812636925531966,0.001119325,0.0,0.0,0.0,0.00202197,0.005931961925531966
2020-03-18 16:00:00+00:00,0.003277792897455778,0.00022119499999999999,0.0,0.0,0.0,0.00223865,0.003498987897455778
2020-03-19 00:00:00+00:00,-0.001448619359728287,0.00050112,1.0,0.0005,0.0,0.00080982,-0.0014474993597282872
2020-03-19 08:00:00+00:00,0.016908350565665586,0.00046535500000000003,0.0,0.0,0.0,0.00100224,0.017373705565665587
2020-03-19 16:00:00+00:00,0.0061081451419496835,0.00016438,0.0,0.0,0.0,0.0009307100000000001,0.006272525141949684
2020-03-20 00:00:00+00:00,-0.03930218672752406,3.397499999999999e-05,0.0,0.0,0.0,0.00032876,-0.03926821172752406
2020-03-20 08:00:00+00:00,0.003967769000003063,5e-05,1.0,0.0005,0.0,0.00016795,0.0035177690000030627
2020-03-20 16:00:00+00:00,0.02417705999270614,5e-05,0.0,0.0,0.0,0.0001,0.02422705999270614
2020-03-21 00:00:00+00:00,-0.008328670528395088,5e-05,0.0,0.0,0.0,0.0001,-0.008278670528395088
2020-03-21 08:00:00+00:00,-0.009933453581445983,5e-05,0.0,0.0,0.0,0.0001,-0.009883453581445984
2020-03-21 16:00:00+00:00,0.004101517808682287,5e-05,0.0,0.0,0.0,0.0001,0.0041515178086822865
2020-03-22 00:00:00+00:00,-0.0018665579254422138,5e-05,0.0,0.0,0.0,0.0001,-0.0018165579254422139
