year,return
2016,0.16920205306359737
2017,2.2000563692016994
2018,-0.089776917707732
2019,0.3729970021439961
2020,1.2865619992435833
2021,0.7363857605661117
2022,-0.15408812898604296
2023,0.8575993685765186
2024,0.5246880321219389
2025,0.0423046749122411
2026,-0.15348782506503933
