scenario,initial_capital,final_value,total_return,cagr,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,average_drawdown,longest_drawdown_days,profit_factor,win_rate,turnover_per_bar,annualized_turnover,total_fees,rebalance_count,exposure_pct,average_exposure,best_year,worst_year,monthly_hit_rate,elapsed_days,positive_complete_year_ratio,complete_year_count,worst_rolling_3y_sharpe,total_trading_cost,average_position,max_position,total_overlay_cost,bootstrap_p,bootstrap_bh_q,check__sharpe_1_5,check__cagr_40pct,check__max_drawdown_20pct,check__positive_years_80pct,check__worst_rolling_3y_sharpe_1,check__mean_fdr_5pct,passed
TQQQ_SQQQ_SWITCH,10000.0,63104.634219771804,5.310463421977181,0.20243310358876587,0.8040252603555156,0.745749690662098,0.9305706233061716,0.2589139017054394,-0.7818549033302566,-0.2699218143694119,433.0,1.1192264499087632,0.5535216872264226,,,,,,,1.1806182659617357,-0.4463386110806734,0.5833333333333334,3650.0,0.7777777777777778,9,0.026419545501127684,105.0,,,,0.0056,0.006719999999999999,False,False,False,False,False,True,False
SWITCH_RISK_OVERLAY,10000.0,26430.54147655303,1.6430541476553029,0.1021469862182458,0.225842032390765,0.7394041801538683,0.8511045855413799,0.37110595374346056,-0.27525019522822947,-0.14407478692555162,544.0,1.1247830913167616,0.5411858336649423,,,,,,,0.8752793694086984,-0.08762965151427815,0.575,3650.0,0.7777777777777778,9,-0.1893402905284957,,0.32515244497010326,1.3324203140876683,113.16137402590496,0.019,0.019,False,False,False,False,False,True,False
BLEND_1x,10000.0,392445.98361981066,38.24459836198107,0.44373389240677374,0.3542679741369022,1.6835999686447567,2.2991666053079722,1.3233175293511787,-0.33531928850389825,-0.12429296700560982,433.0,1.2957905011114252,0.5324313569438918,,,,,,,2.2000563692016994,-0.15408812898604296,0.5833333333333334,3650.0,0.7777777777777778,9,0.7152992226984082,,,,,0.0002,0.0004,True,True,False,False,False,True,False
BLEND_2x,10000.0,4387523.844241589,437.7523844241589,0.8382430086556834,0.7085296151771512,1.603775179699654,2.19089613045995,1.3670635857905908,-0.6131704606636248,-0.2630084951663157,433.0,1.2799770395210004,0.5308396339037007,,,,,,,7.694322805804582,-0.3377363008692529,0.5666666666666667,3650.0,0.6666666666666666,9,0.6442813329593767,,,,,0.0002,0.0004,True,True,False,False,False,True,False
BLEND_3x,10000.0,20410702.98457667,2040.070298457667,1.1439393671551685,1.0627913587392739,1.5771664474635636,2.1551311687051573,1.4379666857611901,-0.7955256394202361,-0.3993532734818175,652.0,1.274748199049556,0.5292479108635098,,,,,,,19.92764507636542,-0.5008109697836496,0.5416666666666666,3650.0,0.6666666666666666,9,0.6206087030463643,,,,,0.0002,0.0004,True,True,False,False,False,True,False
BLEND_RISK_OVERLAY,10000.0,221998.34422375815,21.199834422375815,0.36372621566030205,0.2761500584196985,1.7697828247835161,2.4691986171730713,1.4790052929457684,-0.2459262433982642,-0.1164011042316733,433.0,1.3399538054208908,0.5312375646637485,,,,,,,1.8633087623103064,-0.1518856655393216,0.55,3650.0,0.6666666666666666,9,0.7462474402874026,,0.747816473667804,3.0,615.4357304671175,0.0004,0.0006000000000000001,True,False,False,False,False,True,False
