year,return
2016,0.4675314996659403
2017,1.8633087623103064
2018,-0.07080184983328774
2019,0.20333463724103762
2020,0.6684710601048991
2021,0.5317638056339624
2022,-0.1518856655393216
2023,0.9883446363950781
2024,0.28878584694673126
2025,-0.04221822098057293
2026,-0.11183124530793764
