year,return
2016,0.6820058600033676
2017,1.1478144578888458
2018,-0.13709066317481788
2019,0.09065758346326169
2020,0.5332345702624566
2021,0.6889073261804466
2022,-0.2261283539523612
2023,0.2845358831145679
2024,0.3479758902110719
2025,-0.007806218514323171
2026,-0.13005694649908928
