open_time,SPY,BTAL
2016-09-12 00:00:00+00:00,184.2812957763672,18.38840675354004
2016-09-13 00:00:00+00:00,181.63209533691406,18.52718734741211
2016-09-14 00:00:00+00:00,181.56396484375,18.509838104248047
2016-09-15 00:00:00+00:00,183.37832641601562,18.38840675354004
2016-09-16 00:00:00+00:00,182.6695098876953,18.371057510375977
2016-09-19 00:00:00+00:00,182.70372009277344,18.2669734954834
2016-09-20 00:00:00+00:00,182.71231079101562,18.414426803588867
2016-09-21 00:00:00+00:00,184.7670135498047,18.449125289916992
2016-09-22 00:00:00+00:00,185.9312286376953,18.40575408935547
2016-09-23 00:00:00+00:00,184.91250610351562,18.518512725830078
2016-09-26 00:00:00+00:00,183.41429138183594,18.67464256286621
2016-09-27 00:00:00+00:00,184.5529022216797,18.570552825927734
2016-09-28 00:00:00+00:00,185.46896362304688,18.371057510375977
2016-09-29 00:00:00+00:00,183.79100036621094,18.40575408935547
2016-09-30 00:00:00+00:00,185.17787170410156,18.240949630737305
2016-10-03 00:00:00+00:00,184.7327117919922,18.188907623291016
2016-10-04 00:00:00+00:00,183.79100036621094,18.13686752319336
2016-10-05 00:00:00+00:00,184.6042938232422,17.85930633544922
2016-10-06 00:00:00+00:00,184.7327117919922,17.93737030029297
2016-10-07 00:00:00+00:00,184.09918212890625,18.024106979370117
2016-10-10 00:00:00+00:00,185.05807495117188,18.024106979370117
2016-10-11 00:00:00+00:00,182.72088623046875,18.14554214477539
2016-10-12 00:00:00+00:00,182.96058654785156,18.327688217163086
2016-10-13 00:00:00+00:00,182.36126708984375,18.50116539001465
2016-10-14 00:00:00+00:00,182.4554443359375,18.48381805419922
2016-10-17 00:00:00+00:00,181.8219451904297,18.52718734741211
2016-10-18 00:00:00+00:00,182.96058654785156,18.518512725830078
2016-10-19 00:00:00+00:00,183.44859313964844,18.379732131958008
2016-10-20 00:00:00+00:00,183.10610961914062,18.345035552978516
2016-10-21 00:00:00+00:00,183.1917266845703,18.301668167114258
2016-10-24 00:00:00+00:00,183.97076416015625,18.336362838745117
2016-10-25 00:00:00+00:00,183.35440063476562,18.457796096801758
2016-10-26 00:00:00+00:00,182.98622131347656,18.475143432617188
2016-10-27 00:00:00+00:00,182.49826049804688,18.345035552978516
2016-10-28 00:00:00+00:00,181.95889282226562,18.431774139404297
2016-10-31 00:00:00+00:00,181.9674530029297,18.52718734741211
2016-11-01 00:00:00+00:00,180.64906311035156,18.52718734741211
2016-11-02 00:00:00+00:00,179.56178283691406,18.67464256286621
2016-11-03 00:00:00+00:00,178.73988342285156,18.68331527709961
2016-11-04 00:00:00+00:00,178.54298400878906,18.561880111694336
2016-11-07 00:00:00+00:00,182.4811248779297,18.345035552978516
2016-11-08 00:00:00+00:00,183.30299377441406,18.379732131958008
2016-11-09 00:00:00+00:00,185.24639892578125,17.833284378051758
2016-11-10 00:00:00+00:00,185.70870971679688,17.312856674194336
2016-11-11 00:00:00+00:00,185.2806396484375,17.226119995117188
2016-11-14 00:00:00+00:00,185.4261474609375,17.148054122924805
2016-11-15 00:00:00+00:00,186.87301635742188,16.957231521606445
2016-11-16 00:00:00+00:00,186.5220184326172,16.974580764770508
2016-11-17 00:00:00+00:00,187.48092651367188,16.974580764770508
2016-11-18 00:00:00+00:00,187.06130981445312,16.913864135742188
2016-11-21 00:00:00+00:00,188.4739227294922,16.818452835083008
2016-11-22 00:00:00+00:00,188.842041015625,16.87049674987793
2016-11-23 00:00:00+00:00,188.94482421875,16.853147506713867
2016-11-25 00:00:00+00:00,189.64683532714844,16.861820220947266
2016-11-28 00:00:00+00:00,188.75643920898438,17.0179500579834
2016-11-29 00:00:00+00:00,189.12457275390625,17.208770751953125
2016-11-30 00:00:00+00:00,188.67088317871094,16.844472885131836
2016-12-01 00:00:00+00:00,187.97740173339844,16.731714248657227
2016-12-02 00:00:00+00:00,188.0715789794922,16.818452835083008
2016-12-05 00:00:00+00:00,189.20159912109375,16.801105499267578
2016-12-06 00:00:00+00:00,189.80096435546875,16.592931747436523
2016-12-07 00:00:00+00:00,192.2836151123047,16.540891647338867
2016-12-08 00:00:00+00:00,192.75453186035156,16.45415496826172
2016-12-09 00:00:00+00:00,193.9188232421875,16.46282958984375
2016-12-12 00:00:00+00:00,193.6962432861328,16.82712745666504
2016-12-13 00:00:00+00:00,194.98899841308594,16.749061584472656
2016-12-14 00:00:00+00:00,193.3794708251953,16.853147506713867
2016-12-15 00:00:00+00:00,194.17567443847656,16.662322998046875
2016-12-16 00:00:00+00:00,193.7958984375,16.809778213500977
2016-12-19 00:00:00+00:00,194.21788024902344,16.93988609313965
2016-12-20 00:00:00+00:00,194.96713256835938,16.757736206054688
2016-12-21 00:00:00+00:00,194.42454528808594,16.766408920288086
2016-12-22 00:00:00+00:00,194.08868408203125,16.87049674987793
2016-12-23 00:00:00+00:00,194.37289428710938,16.835800170898438
2016-12-27 00:00:00+00:00,194.85519409179688,16.79243278503418
2016-12-28 00:00:00+00:00,193.2447967529297,16.887840270996094
2016-12-29 00:00:00+00:00,193.20169067382812,17.069992065429688
2016-12-30 00:00:00+00:00,192.49551391601562,17.08734130859375
2017-01-03 00:00:00+00:00,193.9681396484375,16.913864135742188
2017-01-04 00:00:00+00:00,195.12205505371094,16.670997619628906
2017-01-05 00:00:00+00:00,194.96713256835938,16.78375816345215
2017-01-06 00:00:00+00:00,195.6646728515625,16.766408920288086
2017-01-09 00:00:00+00:00,195.01870727539062,16.775083541870117
2017-01-10 00:00:00+00:00,195.01870727539062,16.662322998046875
2017-01-11 00:00:00+00:00,195.56993103027344,16.679670333862305
2017-01-12 00:00:00+00:00,195.07904052734375,16.853147506713867
2017-01-13 00:00:00+00:00,195.52684020996094,16.653650283813477
2017-01-17 00:00:00+00:00,194.83792114257812,16.948558807373047
2017-01-18 00:00:00+00:00,195.26853942871094,16.974580764770508
2017-01-19 00:00:00+00:00,194.54513549804688,16.879167556762695
2017-01-20 00:00:00+00:00,195.2598876953125,16.87049674987793
2017-01-23 00:00:00+00:00,194.75180053710938,16.974580764770508
2017-01-24 00:00:00+00:00,196.00047302246094,16.974580764770508
2017-01-25 00:00:00+00:00,197.6969757080078,16.61028289794922
2017-01-26 00:00:00+00:00,197.49032592773438,16.5495662689209
2017-01-27 00:00:00+00:00,197.18026733398438,16.289352416992188
2017-01-30 00:00:00+00:00,195.9573974609375,16.801105499267578
2017-01-31 00:00:00+00:00,195.94015502929688,16.731714248657227
2017-02-01 00:00:00+00:00,196.01773071289062,16.592931747436523
2017-02-02 00:00:00+00:00,196.1468963623047,16.757736206054688
2017-02-03 00:00:00+00:00,197.49888610839844,16.601606369018555
2017-02-06 00:00:00+00:00,197.14581298828125,16.670997619628906
2017-02-07 00:00:00+00:00,197.1544952392578,16.723041534423828
2017-02-08 00:00:00+00:00,197.41281127929688,16.723041534423828
2017-02-09 00:00:00+00:00,198.583984375,16.662322998046875
2017-02-10 00:00:00+00:00,199.36761474609375,16.618953704833984
2017-02-13 00:00:00+00:00,200.4526824951172,16.558237075805664
2017-02-14 00:00:00+00:00,201.25355529785156,16.436805725097656
2017-02-15 00:00:00+00:00,202.3041534423828,16.324045181274414
2017-02-16 00:00:00+00:00,202.13198852539062,16.480175018310547
2017-02-17 00:00:00+00:00,202.45062255859375,16.488849639892578
2017-02-21 00:00:00+00:00,203.65626525878906,16.488849639892578
2017-02-22 00:00:00+00:00,203.47537231445312,16.488849639892578
2017-02-23 00:00:00+00:00,203.61318969726562,16.688343048095703
2017-02-24 00:00:00+00:00,203.87144470214844,16.78375816345215
2017-02-27 00:00:00+00:00,204.1901397705078,16.61028289794922
2017-02-28 00:00:00+00:00,203.6389923095703,16.78375816345215
2017-03-01 00:00:00+00:00,206.48944091796875,16.558237075805664
2017-03-02 00:00:00+00:00,205.1890869140625,16.688343048095703
2017-03-03 00:00:00+00:00,205.3182373046875,16.679670333862305
2017-03-06 00:00:00+00:00,204.70684814453125,16.82712745666504
2017-03-07 00:00:00+00:00,204.09539794921875,16.82712745666504
2017-03-08 00:00:00+00:00,203.7165069580078,16.818452835083008
2017-03-09 00:00:00+00:00,203.97483825683594,16.87049674987793
2017-03-10 00:00:00+00:00,204.68960571289062,16.801105499267578
2017-03-13 00:00:00+00:00,204.79296875,16.835800170898438
2017-03-14 00:00:00+00:00,204.00929260253906,16.853147506713867
2017-03-15 00:00:00+00:00,205.7747039794922,16.809778213500977
2017-03-16 00:00:00+00:00,205.36990356445312,16.818452835083008
2017-03-17 00:00:00+00:00,205.00926208496094,16.948558807373047
2017-03-20 00:00:00+00:00,204.78436279296875,17.0179500579834
