date,weight_RSP,weight_OEF,gross_return,turnover,maintenance_turnover,trading_cost,short_borrow,financing_cost,net_return,equity
2003-05-02 13:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2003-05-05 13:30:00+00:00,1.0,-1.0,0.0044435360021697345,2.0,0.0044435360021697345,0.001002221768001085,1.1904761904761905e-05,0.00015873015873015873,0.003270679313533729,10032.706793135338
2003-05-06 13:30:00+00:00,1.0,-1.0,0.0022507684024415386,0.0,0.013696482482780548,6.848241241390274e-06,1.1904761904761905e-05,0.00015873015873015873,0.0020732852405652277,10053.507456052463
2003-05-07 13:30:00+00:00,1.0,-1.0,0.0005180744405449689,0.0,0.008332807953642773,4.166403976821387e-06,1.1904761904761905e-05,0.00015873015873015873,0.00034327311593322684,10056.958554882958
2003-05-08 13:30:00+00:00,1.0,-1.0,0.00019659104089753132,0.0,0.021819348446901032,1.0909674223450516e-05,1.1904761904761905e-05,0.00015873015873015873,1.5046446039160174e-05,10057.109876367173
2003-05-09 13:30:00+00:00,1.0,-1.0,-0.0008619605524531337,0.0,0.029104090616609124,1.4552045308304562e-05,1.1904761904761905e-05,0.00015873015873015873,-0.0010471475183963588,10046.578598717895
2003-05-12 13:30:00+00:00,1.0,-1.0,0.006367926944262248,0.0,0.030829634347410817,1.541481717370541e-05,1.1904761904761905e-05,0.00015873015873015873,0.006181877206453622,10108.685313960155
2003-05-13 13:30:00+00:00,1.0,-1.0,0.00265874787530207,0.0,0.007340348588222079,3.6701742941110394e-06,1.1904761904761905e-05,0.00015873015873015873,0.002484442780373038,10133.799764207484
2003-05-14 13:30:00+00:00,1.0,-1.0,0.00444000152628321,0.0,0.00444000152628321,2.220000763141605e-06,1.1904761904761905e-05,0.00015873015873015873,0.004267146604885148,10177.042173465908
2003-05-15 13:30:00+00:00,1.0,-1.0,0.0026300340854705784,0.0,0.018156183229754097,9.078091614877048e-06,1.1904761904761905e-05,0.00015873015873015873,0.0024503210732207802,10201.979194366608
2003-05-16 13:30:00+00:00,1.0,-1.0,0.004259441961407151,0.0,0.004259441961407151,2.1297209807035756e-06,1.1904761904761905e-05,0.00015873015873015873,0.004086677319791527,10243.671391357211
2003-05-19 13:30:00+00:00,1.0,-1.0,-0.00011331033300643334,0.0,0.05187624430465765,2.5938122152328825e-05,1.1904761904761905e-05,0.00015873015873015873,-0.0003098833757936828,10240.497047885938
2003-05-20 13:30:00+00:00,1.0,-1.0,-0.0010205588989951053,0.0,0.0014486804702624756,7.243402351312378e-07,1.1904761904761905e-05,0.00015873015873015873,-0.001191918159865157,10228.291213488515
2003-05-21 13:30:00+00:00,1.0,-1.0,0.002065219844964661,0.0,0.00592239152844809,2.961195764224045e-06,1.1904761904761905e-05,0.00015873015873015873,0.0018916237285655161,10247.63929185063
2003-05-22 13:30:00+00:00,1.0,-1.0,0.005437114879249139,0.0,0.022977917697544425,1.1488958848772212e-05,1.1904761904761905e-05,0.00015873015873015873,0.005254990999765446,10301.49054409815
2003-05-23 13:30:00+00:00,1.0,-1.0,0.0036953196412197187,0.0,0.007511472704702982,3.7557363523514908e-06,1.1904761904761905e-05,0.00015873015873015873,0.003520928984232447,10337.76136073566
2003-05-27 13:30:00+00:00,1.0,-1.0,0.00292081970375091,0.0,0.04016974745099078,2.008487372549539e-05,1.1904761904761905e-05,0.00015873015873015873,0.002730099909390494,10365.984482089905
2003-05-28 13:30:00+00:00,1.0,-1.0,0.0007659397982437977,0.0,0.004505911470123136,2.252955735061568e-06,1.1904761904761905e-05,0.00015873015873015873,0.0005930519218738155,10372.132049109121
2003-05-29 13:30:00+00:00,1.0,-1.0,0.0016489941626026683,0.0,0.008720290867568203,4.360145433784102e-06,1.1904761904761905e-05,0.00015873015873015873,0.0014739990965339637,10387.42056237864
2003-05-30 13:30:00+00:00,1.0,-1.0,0.006430058211119638,0.0,0.032695720883273216,1.634786044163661e-05,1.1904761904761905e-05,0.00015873015873015873,0.006243075430043082,10452.270012473151
2003-06-02 13:30:00+00:00,1.0,-1.0,0.001417619884114707,0.0,0.009648670613796373,4.824335306898187e-06,1.1904761904761905e-05,0.00015873015873015873,0.0012421606281728882,10465.253410757678
2003-06-03 13:30:00+00:00,1.0,-1.0,-0.004862608726226791,0.0,0.004862608726226791,2.431304363113396e-06,1.1904761904761905e-05,0.00015873015873015873,-0.005035674951224825,10412.553796298904
2003-06-04 13:30:00+00:00,1.0,-1.0,0.004429648871401737,0.0,0.03747756463408192,1.8738782317040958e-05,1.1904761904761905e-05,0.00015873015873015873,0.004240275168449776,10456.705889601499
2003-06-05 13:30:00+00:00,1.0,-1.0,0.006040478045572062,0.0,0.00804732936005248,4.02366468002624e-06,1.1904761904761905e-05,0.00015873015873015873,0.005865819460257116,10518.04303849891
2003-06-06 13:30:00+00:00,1.0,-1.0,-0.003978050753267515,0.0,0.0063842795647740536,3.1921397823870267e-06,1.1904761904761905e-05,0.00015873015873015873,-0.004151877813684822,10474.373408963984
2003-06-09 13:30:00+00:00,1.0,-1.0,-0.008204357033936072,0.0,0.024261456232405054,1.2130728116202528e-05,1.1904761904761905e-05,0.00015873015873015873,-0.008387122682687194,10386.523554158726
