date,weight_RSP,weight_OEF,gross_return,turnover,maintenance_turnover,trading_cost,short_borrow,financing_cost,net_return,equity
2003-05-02 13:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2003-05-05 13:30:00+00:00,0.5,-0.5,0.0022217680010848673,1.0,0.0022217680010848673,0.0005011108840005425,5.9523809523809525e-06,0.0,0.0017147047361319439,10017.147047361319
2003-05-06 13:30:00+00:00,0.5,-0.5,0.0011253842012207693,0.0,0.006848241241390274,3.424120620695137e-06,5.9523809523809525e-06,0.0,0.001116007699647693,10028.326260594678
2003-05-07 13:30:00+00:00,0.5,-0.5,0.00025903722027248444,0.0,0.004166403976821387,2.0832019884106935e-06,5.9523809523809525e-06,0.0,0.0002510016373316928,10030.843386905783
2003-05-08 13:30:00+00:00,0.5,-0.5,9.829552044876566e-05,0.0,0.010909674223450516,5.454837111725258e-06,5.9523809523809525e-06,0.0,8.688830238465945e-05,10031.714949859157
2003-05-09 13:30:00+00:00,0.5,-0.5,-0.00043098027622656687,0.0,0.014552045308304562,7.276022654152281e-06,5.9523809523809525e-06,0.0,-0.0004442086798331001,10027.258775004817
2003-05-12 13:30:00+00:00,0.5,-0.5,0.003183963472131124,0.0,0.015414817173705408,7.707408586852705e-06,5.9523809523809525e-06,0.0,0.0031703036825918903,10059.048230425517
2003-05-13 13:30:00+00:00,0.5,-0.5,0.001329373937651035,0.0,0.0036701742941110393,1.8350871470555197e-06,5.9523809523809525e-06,0.0,0.0013215864695515984,10072.342132463413
2003-05-14 13:30:00+00:00,0.5,-0.5,0.002220000763141605,0.0,0.002220000763141605,1.1100003815708026e-06,5.9523809523809525e-06,0.0,0.0022129383818076534,10094.63160496304
2003-05-15 13:30:00+00:00,0.5,-0.5,0.0013150170427352892,0.0,0.009078091614877049,4.539045807438524e-06,5.9523809523809525e-06,0.0,0.0013045256159754696,10107.80031047555
