leverage,path__initial_capital,path__final_value,path__total_return,path__cagr,path__annualized_volatility,path__sharpe_ratio,path__sortino_ratio,path__calmar_ratio,path__max_drawdown,path__average_drawdown,path__longest_drawdown_days,path__profit_factor,path__win_rate,path__turnover_per_bar,path__annualized_turnover,path__total_fees,path__rebalance_count,path__exposure_pct,path__average_exposure,path__best_year,path__worst_year,path__monthly_hit_rate,path__elapsed_days,path__positive_complete_year_ratio,path__complete_year_count,path__worst_rolling_3y_sharpe,check__independent_oos,check__costs_included,check__cagr_at_least_40pct,check__sharpe_above_1_5,check__max_drawdown_at_most_20pct,check__profit_factor_above_1_3,check__walk_forward_passed,check__sample_at_least_9_5y,check__worst_rolling_3y_sharpe_at_least_1,check__account_executable_for_10000,check__same_strategy_for_full_sample,check__unsmoothed_daily_nav,check__solvent,check__start_by_2016_12_31,check__end_by_2026_08_31,check__span_at_least_9_5y,check__weekday_coverage_at_least_94pct,ending_equity,entry_sales_load,exit_sales_load,strict_gate_passed
1.0,10000.0,23704.045659594383,1.3704045659594382,0.0839175784053161,0.15953549831358635,0.8147259695521913,0.9093367880265524,0.2642729917520015,-0.3175412585636669,-0.04413504378781943,242.0,1.1373069195265932,0.537518573551263,,,,,,,0.17764925832440825,-0.06527878827378264,0.6589147286821705,3911.9583333333335,0.7,10,-0.2528161287152745,True,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,23704.045659594383,0.0575,0.0,False
1.5,10000.0,27417.965871301494,1.7417965871301493,0.09874846224851752,0.23930324747037948,0.6935905669008613,0.7846265425896911,0.2214332096720346,-0.44595145594815777,-0.0710592566524434,290.0,1.1157984743422307,0.537518573551263,,,,,,,0.25643295298565594,-0.09782128697719406,0.6356589147286822,3911.9583333333335,0.7,10,-0.3377923961249466,True,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,27417.965871301494,0.0575,0.0,False
2.0,10000.0,30181.139146484376,2.0181139146484375,0.10864306447795147,0.3190709966271727,0.6330228655751964,0.7161091371467273,0.1956270261123936,-0.5553581559611951,-0.09934796247882627,340.0,1.1051944306827237,0.537518573551263,,,,,,,0.3408010824874852,-0.13014080243882808,0.6356589147286822,3911.9583333333335,0.7,10,-0.3802805298297825,True,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,30181.139146484376,0.0575,0.0,False
3.0,10000.0,31363.276512640005,2.1363276512640006,0.11262715909990573,0.47860649494075896,0.572455164249532,0.6475917317037638,0.15545176636523025,-0.7245151453299725,-0.15997614726506426,498.0,1.0946886507748148,0.537518573551263,,,,,,,0.5227304323178836,-0.25806626662995813,0.6356589147286822,3911.9583333333335,0.6,10,-0.42276866353461834,True,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,31363.276512640005,0.0575,0.0,False
5.0,10000.0,17407.78767059456,0.7407787670594559,0.05311946613248719,0.7976774915679317,0.5240010031890001,0.5928731306039812,0.05762244093439435,-0.9218537998583921,-0.4151747597154541,2171.0,1.0863536707090753,0.537147102526003,,,,,,,0.9427368852645259,-0.6009098947115366,0.6046511627906976,3911.9583333333335,0.6,10,-0.4567591704984871,True,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,17407.78767059456,0.0575,0.0,False
