initial_capital,final_value,total_return,cagr,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,average_drawdown,longest_drawdown_days,profit_factor,win_rate,turnover_per_bar,annualized_turnover,total_fees,rebalance_count,exposure_pct,average_exposure,best_year,worst_year,monthly_hit_rate,elapsed_days,positive_complete_year_ratio,complete_year_count,worst_rolling_3y_sharpe,average_position,max_position,total_overlay_cost,bootstrap_p,check__sharpe_1_5,check__cagr_40pct,check__max_drawdown_20pct,check__positive_years_80pct,check__worst_rolling_3y_sharpe_1,check__mean_p_5pct,passed
10000.0,119900.56020024023,10.990056020024022,0.28220071015809434,0.2390209234083065,1.632459070802312,2.169324462406512,0.990214994787693,-0.28498933225970746,-0.13184082479234785,625.0,1.3074963106789097,0.5203187250996016,,,,,,,1.3834300241601163,-0.22913422473987732,0.5666666666666667,3650.0,0.7777777777777778,9,0.6236331486747164,1.3901010141771863,3.0,2501.3889940260156,0.001,True,False,False,False,False,True,False
