date,momentum_return,market_return,weight_momentum,weight_market,turnover,leverage,net_return
2013-04-19 13:30:00+00:00,0.0,0.008693378956389886,1.5226500064284993,-1.5358869799523318,3.0,3.0,-0.014875385894902289
2013-04-22 13:30:00+00:00,0.0,0.0044377654454568205,1.5336172463167863,-1.553814561526127,0.0,3.0,-0.007151223628076951
2013-04-23 13:30:00+00:00,0.025530454858604168,0.010309669808475252,1.5377124052340363,-1.5348405656103006,0.0,3.0,0.022799313344214957
2013-04-24 13:30:00+00:00,-0.012639040107033983,0.0006336531726971462,1.5504380615855098,-1.5683454415849607,0.0,3.0,-0.02074308281713739
2013-04-25 13:30:00+00:00,0.004849235385340656,0.004053769405796714,1.556671607012581,-1.5734044472014534,0.0,3.0,0.0008254108818841165
2013-04-26 13:30:00+00:00,-0.0007724705331130233,-0.0017663448288844918,1.5535405985340258,-1.5686779557322423,0.0,3.0,0.0012413744025897742
2013-04-29 13:30:00+00:00,0.005795081457856677,0.006698661591384436,1.565424603475881,-1.5820977955705655,0.0,3.0,-0.0018404659150403893
2013-04-30 13:30:00+00:00,-0.004417260105851639,0.002385723484831459,1.5758832821427893,-1.603550834921403,0.0,3.0,-0.01102465297616287
2013-05-01 13:30:00+00:00,-0.0007714220906235303,-0.008768162558265735,1.481699490874902,-1.469841577138733,0.1794341170641922,3.0,0.01157007618261375
2013-05-02 13:30:00+00:00,0.004440026142796816,0.009287571361453306,1.4993854098788226,-1.494564256103037,0.0,3.0,-0.007407791522771221
2013-05-03 13:30:00+00:00,0.011339643002453048,0.010141074573120523,1.5141005682062325,-1.5074434635577836,0.0,3.0,0.0015106902353338282
2013-05-06 13:30:00+00:00,-0.0015201434245837309,0.002540814966934146,1.5216395167498376,-1.52111077762828,0.0,3.0,-0.00646710239724932
2013-05-07 13:30:00+00:00,0.000380275216131043,0.005068278211393551,1.53366866417819,-1.5403203580051907,0.0,3.0,-0.0074660882755811925
2013-05-08 13:30:00+00:00,0.004946785098335571,0.004551083307235748,1.5408836005028466,-1.5469572258271056,0.0,3.0,0.00024128556431061635
2013-05-09 13:30:00+00:00,0.00018946717713141936,-0.002816067111542697,1.5345570568415678,-1.5359762788784872,0.0,3.0,0.004312964772372954
2013-05-10 13:30:00+00:00,0.002271319917729775,0.0032537414503406303,1.5408893463240627,-1.5438261939144655,0.0,3.0,-0.001847517137547318
2013-05-13 13:30:00+00:00,0.0026440925682325034,0.000795549977184784,1.5410943044711365,-1.5411848615200787,0.0,3.0,0.002510745715420709
2013-05-14 13:30:00+00:00,0.008664786162997817,0.010333928546781612,1.5589819481951304,-1.5616535172917305,0.0,3.0,-0.002908559091391218
2013-05-15 13:30:00+00:00,0.0033613374057350764,0.005386295504501204,1.5697265850761735,-1.575589977612814,0.0,3.0,-0.003506580442760367
2013-05-16 13:30:00+00:00,-0.004280704198604601,-0.004695315750340212,1.5624710601417848,-1.5676543173603688,0.0,3.0,0.0003430397942493284
2013-05-17 13:30:00+00:00,-0.0020563157334971827,0.00967719692177127,1.5890022637431707,-1.6130185084199262,0.0,3.0,-0.018718750818782236
2013-05-20 13:30:00+00:00,-0.0013108588132366705,-5.981398538068561e-05,1.5906123804289674,-1.6166756151242891,0.0,3.0,-0.002321794016516811
2013-05-21 13:30:00+00:00,0.0043136204913143406,0.001437455007910371,1.5907890521655994,-1.6122248123350145,0.0,3.0,0.004202082238512226
2013-05-22 13:30:00+00:00,-0.0054157330427280215,-0.007417144005351539,1.5774296479122014,-1.5954683419894735,0.0,3.0,0.003007497307948976
2013-05-23 13:30:00+00:00,-0.0022532331926105043,-0.002893157790192835,1.572733043484726,-1.5896977911199701,0.0,3.0,0.0007263073606317578
2013-05-24 13:30:00+00:00,0.0005645594671122023,-0.0008458621949892775,1.5706410474503534,-1.5853453308048668,0.0,3.0,0.0018972491315883727
2013-05-28 13:30:00+00:00,0.00451409496108468,0.005988766058922401,1.5820652280493468,-1.5992207494021164,0.0,3.0,-0.002739556931144349
2013-05-29 13:30:00+00:00,-0.013480844455093233,-0.006494316911944797,1.5785389092508146,-1.6069566274272378,0.0,3.0,-0.011277046358687112
2013-05-30 13:30:00+00:00,0.0007590620002957404,0.0036920777729485543,1.5877873866163976,-1.6211088484606777,0.0,3.0,-0.005070117404533356
2013-05-31 13:30:00+00:00,-0.013843895313685572,-0.014352238445104137,1.564320024937455,-1.5963257010618415,0.0,3.0,0.000950060917550565
2013-06-03 13:30:00+00:00,-0.005577078913447275,0.005506277582443486,1.517493495198017,-1.534406743103745,0.16064572599929638,3.0,-0.01704067506715325
2013-06-04 13:30:00+00:00,-0.0005800857392918024,-0.004807103633058141,1.507327391124023,-1.5176810796685138,0.0,3.0,0.0061604584330130175
2013-06-05 13:30:00+00:00,-0.013738129986173186,-0.014000932592420967,1.4863136876691907,-1.4961242665952306,0.0,3.0,0.00020577340193293677
2013-06-06 13:30:00+00:00,0.007455214165300372,0.009053161525225839,1.5015977247289096,-1.513906626339678,0.0,3.0,-0.0027991852492229444
2013-06-07 13:30:00+00:00,0.01674804625217008,0.012720510357977055,1.5183110508541484,-1.5246933302802523,0.0,3.0,0.005555845764231698
2013-06-10 13:30:00+00:00,-0.0019155273354156677,0.0,1.5203341678157742,-1.5296550475498794,0.0,3.0,-0.0032436837818922695
2013-06-11 13:30:00+00:00,-0.004605661159021168,-0.010315973555059754,1.5006627988645582,-1.5012013945544442,0.0,3.0,0.008442419533128883
2013-06-12 13:30:00+00:00,-0.010410707174206668,-0.008276383133663079,1.4903062231991626,-1.4940565145847846,0.0,3.0,-0.003533760524399879
2013-06-13 13:30:00+00:00,0.0126631307563434,0.015208481999569035,1.5155216947752301,-1.5231543231400289,0.0,3.0,-0.004185706497355721
2013-06-14 13:30:00+00:00,0.0009618732672609376,-0.006272583999167747,1.500954440789007,-1.4976109132059263,0.0,3.0,0.010676535779432148
2013-06-17 13:30:00+00:00,0.0023064145162638994,0.007721591771638003,1.5172176887008986,-1.522016770046149,0.0,3.0,-0.008437434454357089
2013-06-18 13:30:00+00:00,0.00421849718697076,0.007905784352547185,1.532765111709872,-1.5432591760364607,0.0,3.0,-0.005967675273455695
