open_time,level
1986-06-20 00:00:00+00:00,100.0
1986-06-23 00:00:00+00:00,100.0
1986-06-24 00:00:00+00:00,100.0
1986-06-25 00:00:00+00:00,100.0
1986-06-26 00:00:00+00:00,100.0
1986-06-27 00:00:00+00:00,100.0
1986-06-30 00:00:00+00:00,100.0
1986-07-01 00:00:00+00:00,100.08
1986-07-02 00:00:00+00:00,100.0
1986-07-03 00:00:00+00:00,100.63
1986-07-07 00:00:00+00:00,100.03
1986-07-08 00:00:00+00:00,99.46
1986-07-09 00:00:00+00:00,100.11
1986-07-10 00:00:00+00:00,100.7
1986-07-11 00:00:00+00:00,100.4
1986-07-14 00:00:00+00:00,98.67
1986-07-15 00:00:00+00:00,96.72
1986-07-16 00:00:00+00:00,96.42
1986-07-17 00:00:00+00:00,97.01
1986-07-18 00:00:00+00:00,98.33
1986-07-21 00:00:00+00:00,98.31
1986-07-22 00:00:00+00:00,98.77
1986-07-23 00:00:00+00:00,98.82
1986-07-24 00:00:00+00:00,99.06
1986-07-25 00:00:00+00:00,99.51
1986-07-28 00:00:00+00:00,99.06
1986-07-29 00:00:00+00:00,99.14
1986-07-30 00:00:00+00:00,99.81
1986-07-31 00:00:00+00:00,99.89
1986-08-01 00:00:00+00:00,99.44
1986-08-04 00:00:00+00:00,100.02
1986-08-05 00:00:00+00:00,100.35
1986-08-06 00:00:00+00:00,100.52
1986-08-07 00:00:00+00:00,100.61
1986-08-08 00:00:00+00:00,100.78
1986-08-11 00:00:00+00:00,101.04
1986-08-12 00:00:00+00:00,101.06
1986-08-13 00:00:00+00:00,100.98
1986-08-14 00:00:00+00:00,101.06
1986-08-15 00:00:00+00:00,101.09
1986-08-18 00:00:00+00:00,101.23
1986-08-19 00:00:00+00:00,101.19
1986-08-20 00:00:00+00:00,101.56
1986-08-21 00:00:00+00:00,101.67
1986-08-22 00:00:00+00:00,101.78
1986-08-25 00:00:00+00:00,101.83
1986-08-26 00:00:00+00:00,101.98
1986-08-27 00:00:00+00:00,101.84
1986-08-28 00:00:00+00:00,102.05
1986-08-29 00:00:00+00:00,102.29
1986-09-02 00:00:00+00:00,102.32
1986-09-03 00:00:00+00:00,102.4
1986-09-04 00:00:00+00:00,102.29
1986-09-05 00:00:00+00:00,102.63
1986-09-08 00:00:00+00:00,102.62
1986-09-09 00:00:00+00:00,102.76
1986-09-10 00:00:00+00:00,102.72
1986-09-11 00:00:00+00:00,97.61
1986-09-12 00:00:00+00:00,96.2
1986-09-15 00:00:00+00:00,95.8
1986-09-16 00:00:00+00:00,95.75
1986-09-17 00:00:00+00:00,95.51
1986-09-18 00:00:00+00:00,96.08
1986-09-19 00:00:00+00:00,95.62
1986-09-22 00:00:00+00:00,95.87
1986-09-23 00:00:00+00:00,95.83
1986-09-24 00:00:00+00:00,95.85
1986-09-25 00:00:00+00:00,95.98
1986-09-26 00:00:00+00:00,96.12
1986-09-29 00:00:00+00:00,96.13
1986-09-30 00:00:00+00:00,96.4
1986-10-01 00:00:00+00:00,96.66
1986-10-02 00:00:00+00:00,96.7
1986-10-03 00:00:00+00:00,96.75
1986-10-06 00:00:00+00:00,96.92
1986-10-07 00:00:00+00:00,97.15
1986-10-08 00:00:00+00:00,97.41
1986-10-09 00:00:00+00:00,97.52
1986-10-10 00:00:00+00:00,97.78
1986-10-13 00:00:00+00:00,97.95
1986-10-14 00:00:00+00:00,98.05
1986-10-15 00:00:00+00:00,98.04
1986-10-16 00:00:00+00:00,98.11
1986-10-17 00:00:00+00:00,98.11
1986-10-20 00:00:00+00:00,97.78
1986-10-21 00:00:00+00:00,97.95
1986-10-22 00:00:00+00:00,98.09
1986-10-23 00:00:00+00:00,98.65
1986-10-24 00:00:00+00:00,98.62
1986-10-27 00:00:00+00:00,98.86
1986-10-28 00:00:00+00:00,98.94
1986-10-29 00:00:00+00:00,98.98
1986-10-30 00:00:00+00:00,98.95
1986-10-31 00:00:00+00:00,99.03
1986-11-03 00:00:00+00:00,98.87
1986-11-04 00:00:00+00:00,98.74
1986-11-05 00:00:00+00:00,98.73
1986-11-06 00:00:00+00:00,98.98
1986-11-07 00:00:00+00:00,98.98
1986-11-10 00:00:00+00:00,99.0
1986-11-11 00:00:00+00:00,98.97
1986-11-12 00:00:00+00:00,99.1
1986-11-13 00:00:00+00:00,100.11
1986-11-14 00:00:00+00:00,99.8
1986-11-17 00:00:00+00:00,100.11
1986-11-18 00:00:00+00:00,100.66
1986-11-19 00:00:00+00:00,100.71
1986-11-20 00:00:00+00:00,100.73
1986-11-21 00:00:00+00:00,100.24
1986-11-24 00:00:00+00:00,100.13
1986-11-25 00:00:00+00:00,100.11
1986-11-26 00:00:00+00:00,100.13
1986-11-28 00:00:00+00:00,100.48
1986-12-01 00:00:00+00:00,100.25
1986-12-02 00:00:00+00:00,99.14
1986-12-03 00:00:00+00:00,99.03
1986-12-04 00:00:00+00:00,99.3
1986-12-05 00:00:00+00:00,100.22
1986-12-08 00:00:00+00:00,100.49
1986-12-09 00:00:00+00:00,100.98
1986-12-10 00:00:00+00:00,100.87
1986-12-11 00:00:00+00:00,101.65
1986-12-12 00:00:00+00:00,101.99
1986-12-15 00:00:00+00:00,102.1
1986-12-16 00:00:00+00:00,102.18
1986-12-17 00:00:00+00:00,102.39
1986-12-18 00:00:00+00:00,102.5
1986-12-19 00:00:00+00:00,102.5
1986-12-22 00:00:00+00:00,102.9
1986-12-23 00:00:00+00:00,102.85
1986-12-24 00:00:00+00:00,103.2
1986-12-26 00:00:00+00:00,103.27
1986-12-29 00:00:00+00:00,102.83
1986-12-30 00:00:00+00:00,102.71
1986-12-31 00:00:00+00:00,102.11
