date,high_yield_return,investment_grade_return,weight_high_yield,weight_investment_grade,turnover,leverage,net_return
2007-04-12 13:30:00+00:00,0.0006704383891249499,0.001505882294878802,1.0026818973129277,-1.0035190205538904,2.0,2.0,-0.0020060788263887726
2007-04-13 13:30:00+00:00,-0.0018198066633982046,-0.0016899533168490688,1.0011569783608245,-1.0021231778036768,0.0,2.0,-0.0002994218213275649
2007-04-16 13:30:00+00:00,-0.00038333927280886915,0.0008457128912329193,1.0021781754127077,-1.0043787511785027,0.0,2.0,-0.0014019261987591519
2007-04-17 13:30:00+00:00,-0.0004805202981281731,0.005452223189280181,1.0078731565084507,-1.0160817007613576,0.0,2.0,-0.006128298994257484
2007-04-18 13:30:00+00:00,0.00028903841107474904,0.0002803686456800403,1.0083300366574135,-1.0165334912983726,0.0,2.0,-0.00016419831525555994
2007-04-19 13:30:00+00:00,0.00345577077860737,0.0006536781059440777,1.0091409389246737,-1.0145100965328633,0.0,2.0,0.0026494368680172265
2007-04-20 13:30:00+00:00,-0.0005740290779603363,-0.00027987723994638003,1.0090318441540038,-1.0146989804509894,0.0,2.0,-0.0004659728776225258
2007-04-23 13:30:00+00:00,0.0005743587765993929,0.0028966020973921758,1.012172457848019,-1.0202195884400231,0.0,2.0,-0.0025302678200728357
2007-04-24 13:30:00+00:00,0.006887495179326519,0.0025152253503066824,1.014846306535679,-1.01847282944401,0.0,2.0,0.004234615831716588
2007-04-25 13:30:00+00:00,0.0015203742750466986,-0.001394214038404451,1.0135591114983087,-1.0142208712537086,0.0,2.0,0.0027922804134924233
2007-04-26 13:30:00+00:00,0.0018028359531159222,-0.0021403574326727126,1.0115148787191004,-1.0081912833529159,0.0,2.0,0.0038274410663421293
2007-04-27 13:30:00+00:00,0.0,-0.00027950995543968293,1.0114024465908638,-1.0077974524716518,0.0,2.0,0.00011116458004972962
2007-04-30 13:30:00+00:00,9.392742874680948e-05,0.004850731230717553,1.0165437624863791,-1.0177382541979558,0.0,2.0,-0.004964191066340239
2007-05-01 13:30:00+00:00,0.00012385667223790975,-0.0005594449660569767,0.9996285150432668,-0.9989455518308022,0.03428201668433495,2.0,0.0004955257093177983
2007-05-02 13:30:00+00:00,-0.00037961110562245715,-0.0002797648391489327,0.9995195500956362,-0.9989364293143637,0.0,2.0,-0.000270635164815744
2007-05-03 13:30:00+00:00,9.478788011985095e-05,-0.0014005866803810108,0.9982933462107593,-0.9962191306440719,0.0,2.0,0.0013232044761020568
2007-05-04 13:30:00+00:00,0.0012343592937560377,0.0024299799945020073,1.0008859778878254,-0.9999990967824969,0.0,2.0,-0.0013591748084501327
2007-05-07 13:30:00+00:00,-9.44811663522449e-05,0.001211892571852502,1.0022718600303333,-1.002692055944549,0.0,2.0,-0.0014770912724612886
2007-05-08 13:30:00+00:00,0.0007589960508929128,-0.0005581318572832616,1.0018806982953528,-1.0009815731883929,0.0,2.0,0.0011497198425166996
2007-05-09 13:30:00+00:00,-0.002654802843229942,-0.0015849181310665372,1.0004654383569884,-1.0006398520953868,0.0,2.0,-0.0012439568028368327
