date,high_yield_return,investment_grade_return,weight_high_yield,weight_investment_grade,turnover,leverage,net_return
2007-04-12 13:30:00+00:00,0.0006704383891249499,0.001505882294878802,0.5007977932626375,-0.5012159014112801,1.0,1.0,-0.000923674333829307
2007-04-13 13:30:00+00:00,-0.0018198066633982046,-0.0016899533168490688,0.4999215706232846,-0.5004040363638689,0.0,1.0,-7.027606709935648e-05
2007-04-16 13:30:00+00:00,-0.00038333927280886915,0.0008457128912329193,0.5000403511498718,-0.5011383362244388,0.0,1.0,-0.0006207900966744889
2007-04-17 13:30:00+00:00,-0.0004805202981281731,0.005452223189280181,0.5012931984561751,-0.5053759417821942,0.0,1.0,-0.0029785499773632073
2007-04-18 13:30:00+00:00,0.00028903841107474904,0.0002803686456800403,0.5014394708855383,-0.5055190240130363,0.0,1.0,-2.750959744777937e-06
2007-04-19 13:30:00+00:00,0.00345577077860737,0.0006536781059440777,0.5024706502043548,-0.505144056871724,0.0,1.0,0.001396460771638663
2007-04-20 13:30:00+00:00,-0.0005740290779603363,-0.00027987723994638003,0.5022590665031884,-0.5050799592260107,0.0,1.0,-0.00015300682057874205
2007-04-23 13:30:00+00:00,0.0005743587765993929,0.0028966020973921758,0.5031414974897491,-0.5071416511247971,0.0,1.0,-0.0011804911472244738
2007-04-24 13:30:00+00:00,0.006887495179326519,0.0025152253503066824,0.5055029361439379,-0.507309335759671,0.0,1.0,0.0021838567204219153
2007-04-25 13:30:00+00:00,0.0015203742750466986,-0.001394214038404451,0.5055284140548705,-0.5058584770535028,0.0,1.0,0.0014698990768512068
2007-04-26 13:30:00+00:00,0.0018028359531159222,-0.0021403574326727126,0.505434918235113,-0.5037741802791061,0.0,1.0,0.001988150370469376
2007-04-27 13:30:00+00:00,0.0,-0.00027950995543968293,0.5053667657275441,-0.5035654607923681,0.0,1.0,0.0001348575177290948
2007-04-30 13:30:00+00:00,9.392742874680948e-05,0.004850731230717553,0.5066307275122662,-0.5072260449271929,0.0,1.0,-0.0024011452874497167
2007-05-01 13:30:00+00:00,0.00012385667223790975,-0.0005594449660569767,0.49989757698375165,-0.49955603845224494,0.013856772439459153,1.0,0.0003287700519753327
2007-05-02 13:30:00+00:00,-0.00037961110562245715,-0.0002797648391489327,0.4997357759447081,-0.4994442295551744,0.0,1.0,-5.5960838105699966e-05
2007-05-03 13:30:00+00:00,9.478788011985095e-05,-0.0014005866803810108,0.4994131139571675,-0.498375452573257,0.0,1.0,0.0007409314493776
2007-05-04 13:30:00+00:00,0.0012343592937560377,0.0024299799945020073,0.500330037147071,-0.4998866966805472,0.0,1.0,-0.0006005395418196065
2007-05-07 13:30:00+00:00,-9.44811663522449e-05,0.001211892571852502,0.500612685722233,-0.5008225643125973,0.0,1.0,-0.0006590331208981381
2007-05-08 13:30:00+00:00,0.0007589960508929128,-0.0005581318572832616,0.5006654460317225,-0.5002161301865523,0.0,1.0,0.0006535356985268446
2007-05-09 13:30:00+00:00,-0.002654802843229942,-0.0015849181310665372,0.49960722438068134,-0.499694322205748,0.0,1.0,-0.0005423188163997787
2007-05-10 13:30:00+00:00,0.003612071234191605,0.000466641492753217,0.5006281147600512,-0.4991460938894872,0.0,1.0,0.0015654863981929914
2007-05-11 13:30:00+00:00,0.0005679607302260248,-0.0010257974937959435,0.5005168395853622,-0.498240258220096,0.0,1.0,0.0007904075408282866
