leverage,oos__initial_capital,oos__final_value,oos__total_return,oos__cagr,oos__annualized_volatility,oos__sharpe_ratio,oos__sortino_ratio,oos__calmar_ratio,oos__max_drawdown,oos__average_drawdown,oos__longest_drawdown_days,oos__profit_factor,oos__win_rate,oos__turnover_per_bar,oos__annualized_turnover,oos__total_fees,oos__rebalance_count,oos__exposure_pct,oos__average_exposure,oos__best_year,oos__worst_year,oos__monthly_hit_rate,oos__elapsed_days,oos__positive_complete_year_ratio,oos__complete_year_count,oos__worst_rolling_3y_sharpe,check__sample_at_least_5y,check__independent_oos,check__costs_included,check__cagr_at_least_40pct,check__sharpe_above_1_5,check__max_drawdown_at_most_20pct,check__profit_factor_above_1_3,check__walk_forward_passed,check__worst_rolling_3y_sharpe_at_least_1,check__solvent,strict_oos_passed
1.0,10000.0,16849.654160738017,0.6849654160738017,0.024406372098942697,0.09213579159860158,0.4261095255900097,0.48060966342936484,0.08881682080288446,-0.27479448012566177,-0.07195100774645584,1456.0,1.072096703598355,0.582659808963997,,,,,,,0.1934270040549737,-0.23259427342626893,0.6384615384615384,7903.0,0.7,20,-0.8882084945673336,True,True,True,False,False,False,False,False,False,True,False
2.0,10000.0,10533.928797972227,0.053392879797222736,0.0024069084360509585,0.18427158319720316,0.11148591694523077,0.12720848219263356,0.004396152656593793,-0.5475033794472162,-0.19219580129956418,1944.0,1.0184370693060398,0.5521675238795004,,,,,,,0.36016458533939466,-0.4436694421737424,0.6,7903.0,0.55,20,-1.0731122984594972,True,True,True,False,False,False,False,False,False,True,False
3.0,10000.0,5791.544029834727,-0.42084559701652735,-0.024926944474305435,0.2764073747958047,0.006611380730305714,0.007565027151780951,-0.03317496999351812,-0.7513780563833449,-0.32005547383314475,3552.0,1.0010848536111954,0.5450036737692873,,,,,,,0.5408371820665854,-0.6036200588554719,0.5884615384615385,7903.0,0.5,20,-1.1347468997568844,True,True,True,False,False,False,False,False,False,True,False
4.0,10000.0,2796.865348119651,-0.720313465188035,-0.05718382211455442,0.3685431663944063,-0.04582588737715794,-0.05257684365915485,-0.06466717815418759,-0.8842789146947094,-0.4334282890836827,3552.0,0.9925100054483039,0.5382072005878031,,,,,,,0.7349582051538324,-0.7225187893418015,0.5807692307692308,7903.0,0.5,20,-1.165564200405579,True,True,True,False,False,False,False,False,False,True,False
5.0,10000.0,1184.7160826750835,-0.8815283917324916,-0.09388029008020449,0.46067895799300784,-0.07728824824163474,-0.08877171672236152,-0.09875980349057228,-0.9505921109813306,-0.521165494353553,3552.0,0.9873977109484394,0.5354518736223365,,,,,,,0.9417050638618469,-0.8092100426162687,0.5692307692307692,7903.0,0.45,20,-1.1840545807947938,True,True,True,False,False,False,False,False,False,True,False
