date,weight_SCHD,weight_VTI,gross_return,turnover,maintenance_turnover,trading_cost,short_borrow,financing_cost,net_return,equity
2011-10-21 13:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2011-10-24 13:30:00+00:00,1.0,-1.0,-0.011259708155601178,2.0,0.022252655824121614,0.0010111263279120608,1.1904761904761905e-05,0.00015873015873015873,-0.01244146940414816,9875.585305958519
2011-10-25 13:30:00+00:00,1.0,-1.0,0.003967098753626774,0.0,0.036766556217999624,1.8383278108999812e-05,1.1904761904761905e-05,0.00015873015873015873,0.0037780805548828546,9912.896062771048
2011-10-26 13:30:00+00:00,1.0,-1.0,-0.0004702252062607215,0.0,0.021113224788879226,1.0556612394439612e-05,1.1904761904761905e-05,0.00015873015873015873,-0.0006514167392900818,9906.438636340916
2011-10-27 13:30:00+00:00,1.0,-1.0,-0.011752085006270674,0.0,0.05733255114066593,2.8666275570332967e-05,1.1904761904761905e-05,0.00015873015873015873,-0.011951386202475926,9788.042962306876
2011-10-28 13:30:00+00:00,1.0,-1.0,-0.0016794644787793134,0.0,0.0016794644787793134,8.397322393896567e-07,1.1904761904761905e-05,0.00015873015873015873,-0.0018509391316536236,9769.925890565635
2011-10-31 13:30:00+00:00,1.0,-1.0,0.005714226118085364,0.0,0.04493018415888406,2.246509207944203e-05,1.1904761904761905e-05,0.00015873015873015873,0.005521126105371001,9823.866883447577
2011-11-01 13:30:00+00:00,1.0,-1.0,0.0038569952253333373,0.0,0.04934737601129657,2.4673688005648288e-05,1.1904761904761905e-05,0.00015873015873015873,0.003661686616692768,9859.838805338868
2011-11-02 13:30:00+00:00,1.0,-1.0,-0.0032188076584340752,0.0,0.029703899379503573,1.4851949689751787e-05,1.1904761904761905e-05,0.00015873015873015873,-0.003404294528758748,9826.273010039411
2011-11-03 13:30:00+00:00,1.0,-1.0,-0.0036550442866229993,0.0,0.03533808341208866,1.7669041706044332e-05,1.1904761904761905e-05,0.00015873015873015873,-0.003843348248963965,9788.507220872434
2011-11-04 13:30:00+00:00,1.0,-1.0,0.0011092350060074585,0.0,0.00968628313406239,4.843141567031195e-06,1.1904761904761905e-05,0.00015873015873015873,0.0009337569438055068,9797.647307459412
2011-11-07 14:30:00+00:00,1.0,-1.0,0.0007561771908262127,0.0,0.010990659319724427,5.495329659862214e-06,1.1904761904761905e-05,0.00015873015873015873,0.0005800469405314298,9803.330402804511
2011-11-08 14:30:00+00:00,1.0,-1.0,0.0004226292303732837,0.0,0.02448953968950751,1.2244769844753756e-05,1.1904761904761905e-05,0.00015873015873015873,0.0002397495398936093,9805.680746758007
2011-11-09 14:30:00+00:00,1.0,-1.0,0.008121637658161096,0.0,0.06809806674871621,3.4049033374358106e-05,1.1904761904761905e-05,0.00015873015873015873,0.007916953704151818,9883.311867267785
2011-11-10 14:30:00+00:00,1.0,-1.0,0.0010333434431504251,0.0,0.018783093656848937,9.39154682842447e-06,1.1904761904761905e-05,0.00015873015873015873,0.0008533169756870802,9891.745465060134
2011-11-11 14:30:00+00:00,1.0,-1.0,-0.001346064789969903,0.0,0.03823878233906153,1.9119391169530765e-05,1.1904761904761905e-05,0.00015873015873015873,-0.0015358191017743543,9876.553533425003
