year,return
2016,0.05544080903950421
2017,0.17940020834901604
2018,-0.16461583601148033
2019,0.22886051171659516
2020,-0.07193531542087406
2021,0.4157621993463856
2022,-0.20067581053508576
2023,0.24988285551201161
2024,0.3285211623797535
2025,0.1243366304751854
2026,0.12986374204068318
