funding_time,funding_rate,mark_price
2020-02-01 00:00:00+00:00,0.00048232,375.05642495
2020-02-01 08:00:00+00:00,0.0004103,383.80772862
2020-02-01 16:00:00+00:00,0.00021097,378.58734867
2020-02-02 00:00:00+00:00,0.00032438,379.91225686
2020-02-02 08:00:00+00:00,0.00042793,379.39212424
2020-02-02 16:00:00+00:00,0.00031351,380.53978795
2020-02-03 00:00:00+00:00,0.0001,377.26986238
2020-02-03 08:00:00+00:00,0.00012047,382.89231594
2020-02-03 16:00:00+00:00,0.00046286,379.84406707
2020-02-04 00:00:00+00:00,0.00011499,384.4533159
2020-02-04 08:00:00+00:00,0.00025089,383.24068923
2020-02-04 16:00:00+00:00,0.00029743,379.28309576
2020-02-05 00:00:00+00:00,0.00025594,380.98494946
2020-02-05 08:00:00+00:00,0.0001,385.84072206
2020-02-05 16:00:00+00:00,0.0001,435.88059081
2020-02-06 00:00:00+00:00,0.0001155,445.03063636
2020-02-06 08:00:00+00:00,0.0001,438.76809957
2020-02-06 16:00:00+00:00,0.00079137,443.19077273
2020-02-07 00:00:00+00:00,0.00079957,445.5475
2020-02-07 08:00:00+00:00,0.00061801,441.16914586
2020-02-07 16:00:00+00:00,0.00076384,435.65045455
2020-02-08 00:00:00+00:00,0.00101674,439.48271547
2020-02-08 08:00:00+00:00,0.00057452,445.19772787
2020-02-08 16:00:00+00:00,0.00070315,444.55491372
2020-02-09 00:00:00+00:00,0.00070937,445.1944
2020-02-09 08:00:00+00:00,0.00111813,456.34828245
2020-02-09 16:00:00+00:00,0.00173654,445.72618182
2020-02-10 00:00:00+00:00,0.00161209,449.74968939
2020-02-10 08:00:00+00:00,0.00109097,446.10039161
2020-02-10 16:00:00+00:00,0.00147827,454.15788182
2020-02-11 00:00:00+00:00,0.00096557,452.01622273
2020-02-11 08:00:00+00:00,0.00142499,442.46338864
2020-02-11 16:00:00+00:00,0.00099173,461.96408776
2020-02-12 00:00:00+00:00,0.00265081,461.65086364
2020-02-12 08:00:00+00:00,0.00277386,476.25496031
2020-02-12 16:00:00+00:00,0.00232965,468.96211463
2020-02-13 00:00:00+00:00,0.00167715,473.84518442
2020-02-13 08:00:00+00:00,0.00224262,473.17019682
2020-02-13 16:00:00+00:00,0.00107646,472.12845438
2020-02-14 00:00:00+00:00,0.00061474,477.23223864
2020-02-14 08:00:00+00:00,0.00050105,468.67425548
2020-02-14 16:00:00+00:00,0.00058651,492.7375955
2020-02-15 00:00:00+00:00,0.00105683,493.60293518
2020-02-15 08:00:00+00:00,0.00075874,485.76900886
2020-02-15 16:00:00+00:00,0.00109656,475.51875894
2020-02-16 00:00:00+00:00,0.0003572,438.9586165
2020-02-16 08:00:00+00:00,0.00017977,447.79601017
2020-02-16 16:00:00+00:00,0.00059497,427.56201179
2020-02-17 00:00:00+00:00,0.00084012,412.61128762
2020-02-17 08:00:00+00:00,0.00035286,384.21968182
2020-02-17 16:00:00+00:00,0.00046785,405.6962255
2020-02-18 00:00:00+00:00,0.00035451,412.44686259
2020-02-18 08:00:00+00:00,0.00037317,410.88891319
2020-02-18 16:00:00+00:00,0.00063236,407.1932993
2020-02-19 00:00:00+00:00,0.00036719,418.88149504
2020-02-19 08:00:00+00:00,0.00058435,412.46575069
2020-02-19 16:00:00+00:00,0.00080004,412.58139503
2020-02-20 00:00:00+00:00,0.00079673,378.73663758
2020-02-20 08:00:00+00:00,0.00051906,380.43618182
2020-02-20 16:00:00+00:00,0.00037871,370.54002061
2020-02-21 00:00:00+00:00,0.0001,371.45592065
2020-02-21 08:00:00+00:00,0.0001,378.02216738
2020-02-21 16:00:00+00:00,0.00024844,377.52098562
2020-02-22 00:00:00+00:00,0.00019897,377.82290457
2020-02-22 08:00:00+00:00,0.00010187,370.23041903
2020-02-22 16:00:00+00:00,0.0001,372.59767639
2020-02-23 00:00:00+00:00,0.00016419,373.18114102
2020-02-23 08:00:00+00:00,0.0001737,391.28988246
2020-02-23 16:00:00+00:00,0.00017309,394.87220774
2020-02-24 00:00:00+00:00,0.00022403,401.95699689
2020-02-24 08:00:00+00:00,0.00023957,390.19311909
2020-02-24 16:00:00+00:00,0.0001,377.87922727
2020-02-25 00:00:00+00:00,0.00059446,371.45985769
2020-02-25 08:00:00+00:00,0.00036807,366.50353183
2020-02-25 16:00:00+00:00,0.00031931,356.03861969
2020-02-26 00:00:00+00:00,0.00044147,353.09845455
2020-02-26 08:00:00+00:00,0.00064749,326.29586329
2020-02-26 16:00:00+00:00,0.00059303,317.78222229
2020-02-27 00:00:00+00:00,0.00030232,317.25088821
2020-02-27 08:00:00+00:00,0.0001,326.11932174
2020-02-27 16:00:00+00:00,0.0001,325.99033225
2020-02-28 00:00:00+00:00,0.0001,324.47765553
2020-02-28 08:00:00+00:00,0.0001,313.66403988
2020-02-28 16:00:00+00:00,0.0001,315.73952551
2020-02-29 00:00:00+00:00,0.0001,315.40306556
2020-02-29 08:00:00+00:00,0.0001,319.35725313
2020-02-29 16:00:00+00:00,0.0001,310.5013125
2020-03-01 00:00:00+00:00,0.00014907,306.124625
2020-03-01 08:00:00+00:00,0.00016136,313.091875
2020-03-01 16:00:00+00:00,0.0001,311.897875
2020-03-02 00:00:00+00:00,0.00023455,311.998875
2020-03-02 08:00:00+00:00,0.00021201,317.4270625
2020-03-02 16:00:00+00:00,0.0001,328.874125
2020-03-03 00:00:00+00:00,0.0001,339.1619375
2020-03-03 08:00:00+00:00,0.0001,327.63321053
2020-03-03 16:00:00+00:00,0.0001,326.24426316
2020-03-04 00:00:00+00:00,0.0001,329.60321053
2020-03-04 08:00:00+00:00,0.0001,329.13889474
2020-03-04 16:00:00+00:00,0.0003631,313.42184211
2020-03-05 00:00:00+00:00,0.0001,319.49
2020-03-05 08:00:00+00:00,0.00010719,332.755625
2020-03-05 16:00:00+00:00,0.0001,340.768125
2020-03-06 00:00:00+00:00,0.0001,337.22321053
2020-03-06 08:00:00+00:00,0.0001,348.12131579
2020-03-06 16:00:00+00:00,0.0001,340.75368421
2020-03-07 00:00:00+00:00,0.0001,350.71310526
2020-03-07 08:00:00+00:00,0.00010342,344.12010526
2020-03-07 16:00:00+00:00,0.00010926,345.44957895
2020-03-08 00:00:00+00:00,0.0001,330.90531579
2020-03-08 08:00:00+00:00,0.00060928,321.24894737
2020-03-08 16:00:00+00:00,0.00074457,293.54178947
2020-03-09 00:00:00+00:00,0.00011301,272.78978947
2020-03-09 08:00:00+00:00,0.0001,274.42926316
2020-03-09 16:00:00+00:00,0.0001,261.73052632
2020-03-10 00:00:00+00:00,0.0001,273.03742105
2020-03-10 08:00:00+00:00,0.0001,266.25873684
2020-03-10 16:00:00+00:00,0.0001,264.32457895
2020-03-11 00:00:00+00:00,0.0001,271.77531579
2020-03-11 08:00:00+00:00,0.0001,268.12757895
2020-03-11 16:00:00+00:00,0.0001,260.32494737
2020-03-12 00:00:00+00:00,0.0001,266.96547368
2020-03-12 08:00:00+00:00,0.00012497,241.97378947
2020-03-12 16:00:00+00:00,-0.00038528,179.14542105
2020-03-13 00:00:00+00:00,0.0001,144.20947368
2020-03-13 08:00:00+00:00,-0.00048366,170.37425
2020-03-13 16:00:00+00:00,-0.00026528,164.54989474
2020-03-14 00:00:00+00:00,0.0001,177.57815789
2020-03-14 08:00:00+00:00,0.0001,175.057
2020-03-14 16:00:00+00:00,0.00018712,169.33721053
2020-03-15 00:00:00+00:00,0.00031962,167.25468421
2020-03-15 08:00:00+00:00,0.00043767,169.22215789
2020-03-15 16:00:00+00:00,0.0001,172.68131579
2020-03-16 00:00:00+00:00,0.0001,178.21831579
2020-03-16 08:00:00+00:00,0.0001,159.40884211
2020-03-16 16:00:00+00:00,-0.00023727,172.70942105
2020-03-17 00:00:00+00:00,0.0001,172.56194737
2020-03-17 08:00:00+00:00,0.0001,182.16957895
