multiplier,oos__initial_capital,oos__final_value,oos__total_return,oos__cagr,oos__annualized_volatility,oos__sharpe_ratio,oos__sortino_ratio,oos__calmar_ratio,oos__max_drawdown,oos__average_drawdown,oos__longest_drawdown_days,oos__profit_factor,oos__win_rate,oos__turnover_per_bar,oos__annualized_turnover,oos__total_fees,oos__rebalance_count,oos__exposure_pct,oos__average_exposure,oos__best_year,oos__worst_year,oos__monthly_hit_rate,oos__elapsed_days,oos__positive_complete_year_ratio,oos__complete_year_count,oos__worst_rolling_3y_sharpe,check__sample_at_least_5y,check__independent_oos,check__costs_included,check__cagr_at_least_40pct,check__sharpe_above_1_5,check__max_drawdown_at_most_20pct,check__profit_factor_above_1_3,check__walk_forward_passed,check__solvent,check__inception_covered,strict_oos_passed
1.0,10000.0,131205.56494892217,12.120556494892217,0.16882888275469243,0.9066604982903739,0.7114706161641497,0.906630462376634,0.19534027895960387,-0.8642809545163291,-0.41022592385175194,955.0,1.1169820291511903,0.5013249819320645,,,,,,,1.8789228265521039,-0.6116364526762921,0.5050505050505051,6026.958333333333,0.6,15,-0.6138668825657357,True,True,True,False,False,False,False,False,True,True,False
2.0,10000.0,27.05322923718398,-0.9972946770762816,-0.301147500221849,1.813315511827154,0.6810869753176544,0.8684121697005742,-0.30127473455117804,-0.9995776800549884,-0.8797416800930141,3913.0,1.111722180351691,0.5010840761262346,,,,,,,3.1626184571060376,-0.8824005410578786,0.47474747474747475,6026.958333333333,0.4,15,-0.6483258627672733,True,True,True,False,False,False,False,False,True,True,False
3.0,10000.0,0.0,-1.0,-1.0,1.6840864953855432,0.22813857722678413,0.21359919201279498,0.0,-1.0,-0.9776747817470881,3913.0,1.0466321372679974,0.2948687063358227,,,,,,,4.208562984083805,-1.0,0.45,6026.958333333333,0.2,15,-0.82495779825644,True,True,True,False,False,False,False,False,False,True,False
