year,observations,initial_capital,final_value,total_return,cagr,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,average_drawdown,longest_drawdown_days,profit_factor,win_rate,turnover_per_bar,annualized_turnover,total_fees,rebalance_count,exposure_pct,average_exposure,best_year,worst_year,monthly_hit_rate,elapsed_days,positive_complete_year_ratio,complete_year_count,worst_rolling_3y_sharpe,fold_pass
2011,252,10000.0,3675.70626591168,-0.632429373408832,-0.6367349469934661,2.002357903671724,0.2993516496404897,0.4584687518057584,-0.6935977729034418,-0.918017577144251,-0.7197683908233861,219.0,1.042047633341169,0.5436507936507936,,,,,,,-0.632429373408832,-0.632429373408832,0.6363636363636364,361.0,0.0,1,,False
2012,250,10000.0,285.335516896328,-0.9714664483103672,-0.9720886017951176,1.6185065549208268,-2.357134202879612,-3.282849290792237,-1.0004573613381516,-0.9716442092993451,-0.7313893718591943,249.0,0.7018107114106356,0.452,,,,,,,-0.9714664483103672,-0.9714664483103672,0.18181818181818182,363.0,0.0,1,,False
2013,252,10000.0,24061.48705336911,1.406148705336911,1.4192794318916193,1.7922417309842171,1.640603666872865,2.273471901584957,2.4418593401701405,-0.5812289874947214,-0.20108956017953147,64.0,1.2486341082070593,0.5634920634920635,,,,,,,1.406148705336911,1.406148705336911,0.7272727272727273,363.0,1.0,1,,False
2014,252,10000.0,22456.39850203593,1.245639850203593,1.2569286750795499,2.0211855779741184,1.7232368154907256,2.1362909345045367,1.4147564908294685,-0.8884417093874688,-0.3160233098195411,117.0,1.2737005280337943,0.5873015873015873,,,,,,,1.245639850203593,1.245639850203593,0.5454545454545454,363.0,1.0,1,,False
2015,252,10000.0,1037.4850894903127,-0.8962514910509687,-0.8976983642583385,1.8364378123169962,-0.8375315713901407,-1.2218829091580448,-0.9602122595696579,-0.9348957538416177,-0.6210479542158298,212.0,0.887307211110115,0.48412698412698413,,,,,,,-0.8962514910509687,-0.8962514910509687,0.2727272727272727,363.0,0.0,1,,False
2016,252,10000.0,8436.11420682766,-0.15638857931723393,-0.15807590950684336,2.250250793167337,1.1129474173057377,1.4298005025843032,-0.17575782849965335,-0.8993961228142685,-0.5901328222254787,226.0,1.181435923417172,0.5158730158730159,,,,,,,-0.15638857931723393,-0.15638857931723393,0.5454545454545454,361.0,0.0,1,,False
2017,251,10000.0,52085.62984083805,4.208562984083805,4.33543774131851,1.8883390273155714,2.2960749420781164,2.8124579931689024,6.241202852723832,-0.6946477856310032,-0.3038168185013676,85.0,1.3761026060784147,0.601593625498008,,,,,,,4.208562984083805,4.208562984083805,0.6363636363636364,360.0,1.0,1,,False
2018,251,10000.0,984.0620990405708,-0.9015937900959429,-0.9029979507230059,2.6651367584074412,0.20276745419943792,0.27023979729391745,-0.9189639640934792,-0.9826260724094626,-0.7600894789334469,236.0,1.0292101327020622,0.5258964143426295,,,,,,,-0.9015937900959429,-0.9015937900959429,0.45454545454545453,363.0,0.0,1,,False
2019,252,10000.0,2377.6586192611476,-0.7622341380738853,-0.7643417450270154,2.364944515088336,0.3588592243225806,0.5256864864787424,-0.7869177936728726,-0.9713107915116705,-0.7406741211255975,174.0,1.0517442130517292,0.4880952380952381,,,,,,,-0.7622341380738853,-0.7622341380738853,0.6363636363636364,363.0,0.0,1,,False
2020,253,10000.0,0.0,-1.0,0.0,2.81456004971502,-1.2673251758353843,-0.7165716054719589,0.0,-1.0,-0.902266344406511,238.0,0.6574233213612709,0.10276679841897234,,,,,,,-1.0,-1.0,0.0,364.0,0.0,1,,False
2021,252,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,361.0,0.0,1,,False
2022,251,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,361.0,0.0,1,,False
2023,250,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,360.0,0.0,1,,False
2024,252,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,364.0,0.0,1,,False
2025,250,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,363.0,0.0,1,,False
