date,KRBN
2020-07-31 13:30:00+00:00,14.057075500488281
2020-08-03 13:30:00+00:00,14.116424560546875
2020-08-04 13:30:00+00:00,14.281364440917969
2020-08-05 13:30:00+00:00,14.37522029876709
2020-08-06 13:30:00+00:00,14.186817169189453
2020-08-07 13:30:00+00:00,14.07846736907959
2020-08-10 13:30:00+00:00,14.144031524658203
2020-08-11 13:30:00+00:00,14.009454727172852
2020-08-12 13:30:00+00:00,13.905937194824219
2020-08-13 13:30:00+00:00,13.888684272766113
2020-08-14 13:30:00+00:00,13.885235786437988
2020-08-17 13:30:00+00:00,14.085369110107422
2020-08-18 13:30:00+00:00,14.212352752685547
2020-08-19 13:30:00+00:00,14.112975120544434
2020-08-20 13:30:00+00:00,13.926643371582031
2020-08-21 13:30:00+00:00,13.850728988647461
2020-08-24 13:30:00+00:00,14.482192039489746
2020-08-25 13:30:00+00:00,14.96389389038086
2020-08-26 13:30:00+00:00,14.879008293151855
2020-08-27 13:30:00+00:00,14.785841941833496
2020-08-28 13:30:00+00:00,15.208198547363281
2020-08-31 13:30:00+00:00,15.09018611907959
2020-09-01 13:30:00+00:00,14.665070533752441
2020-09-02 13:30:00+00:00,14.823801040649414
2020-09-03 13:30:00+00:00,14.96872329711914
2020-09-04 13:30:00+00:00,14.569144248962402
2020-09-08 13:30:00+00:00,14.268251419067383
2020-09-09 13:30:00+00:00,14.30137825012207
2020-09-10 13:30:00+00:00,14.689226150512695
2020-09-11 13:30:00+00:00,14.799644470214844
2020-09-14 13:30:00+00:00,15.700252532958984
2020-09-15 13:30:00+00:00,15.2999849319458
2020-09-16 13:30:00+00:00,15.525654792785645
2020-09-17 13:30:00+00:00,14.95492172241211
2020-09-18 13:30:00+00:00,14.9066162109375
2020-09-21 13:30:00+00:00,14.205451011657715
2020-09-22 13:30:00+00:00,14.716833114624023
2020-09-23 13:30:00+00:00,14.240645408630371
2020-09-24 13:30:00+00:00,14.216493606567383
2020-09-25 13:30:00+00:00,14.07846736907959
2020-09-28 13:30:00+00:00,14.597441673278809
2020-09-29 13:30:00+00:00,14.354516983032227
2020-09-30 13:30:00+00:00,14.347617149353027
2020-10-01 13:30:00+00:00,14.271012306213379
2020-10-02 13:30:00+00:00,14.337264060974121
2020-10-05 13:30:00+00:00,14.413178443908691
2020-10-06 13:30:00+00:00,14.320012092590332
2020-10-07 13:30:00+00:00,14.302068710327148
2020-10-08 13:30:00+00:00,14.205451011657715
2020-10-09 13:30:00+00:00,14.112975120544434
2020-10-12 13:30:00+00:00,14.085369110107422
2020-10-13 13:30:00+00:00,13.850728988647461
2020-10-14 13:30:00+00:00,13.98530387878418
2020-10-15 13:30:00+00:00,13.740310668945312
2020-10-16 13:30:00+00:00,13.69890308380127
2020-10-19 13:30:00+00:00,13.816224098205566
2020-10-20 13:30:00+00:00,13.51257038116455
2020-10-21 13:30:00+00:00,13.381446838378906
2020-10-22 13:30:00+00:00,13.395248413085938
2020-10-23 13:30:00+00:00,13.98530387878418
2020-10-26 13:30:00+00:00,13.41250228881836
2020-10-27 13:30:00+00:00,13.490486145019531
2020-10-28 13:30:00+00:00,13.084693908691406
2020-10-29 13:30:00+00:00,13.20201587677002
2020-10-30 13:30:00+00:00,13.340038299560547
2020-11-02 14:30:00+00:00,13.208227157592773
2020-11-03 14:30:00+00:00,13.664395332336426
2020-11-04 14:30:00+00:00,13.905937194824219
2020-11-05 14:30:00+00:00,14.092270851135254
2020-11-06 14:30:00+00:00,14.085369110107422
2020-11-09 14:30:00+00:00,14.373150825500488
2020-11-10 14:30:00+00:00,14.389714241027832
2020-11-11 14:30:00+00:00,14.27929401397705
2020-11-12 14:30:00+00:00,14.23029613494873
2020-11-13 14:30:00+00:00,14.285503387451172
2020-11-16 14:30:00+00:00,14.492542266845703
2020-11-17 14:30:00+00:00,14.53256893157959
