open_time,adjusted_close
2000-05-26 13:30:00+00:00,32.59063720703125
2000-05-30 13:30:00+00:00,33.79356384277344
2000-05-31 13:30:00+00:00,33.91609191894531
2000-06-01 13:30:00+00:00,34.68463897705078
2000-06-02 13:30:00+00:00,36.48904037475586
2000-06-05 13:30:00+00:00,36.35537338256836
2000-06-06 13:30:00+00:00,36.71183395385742
2000-06-07 13:30:00+00:00,36.75635528564453
2000-06-08 13:30:00+00:00,36.66727066040039
2000-06-09 13:30:00+00:00,37.31327819824219
2000-06-12 13:30:00+00:00,36.20501708984375
2000-06-13 13:30:00+00:00,36.66727066040039
2000-06-14 13:30:00+00:00,36.48904037475586
2000-06-15 13:30:00+00:00,36.53361129760742
2000-06-16 13:30:00+00:00,36.33311462402344
2000-06-19 13:30:00+00:00,37.24643325805664
2000-06-20 13:30:00+00:00,37.49147415161133
2000-06-21 13:30:00+00:00,37.69119644165039
2000-06-22 13:30:00+00:00,36.55445861816406
2000-06-23 13:30:00+00:00,36.30925369262695
2000-06-26 13:30:00+00:00,36.75505065917969
2000-06-27 13:30:00+00:00,36.1755485534668
2000-06-28 13:30:00+00:00,37.089393615722656
2000-06-29 13:30:00+00:00,36.509857177734375
2000-06-30 13:30:00+00:00,36.86092758178711
2000-07-03 13:30:00+00:00,37.3791389465332
2000-07-05 13:30:00+00:00,36.95565414428711
2000-07-06 13:30:00+00:00,37.39030075073242
2000-07-07 13:30:00+00:00,37.62433624267578
2000-07-10 13:30:00+00:00,37.869503021240234
2000-07-11 13:30:00+00:00,37.82493209838867
2000-07-12 13:30:00+00:00,38.582763671875
2000-07-13 13:30:00+00:00,38.705360412597656
2000-07-14 13:30:00+00:00,38.73879623413086
2000-07-17 13:30:00+00:00,38.872520446777344
2000-07-18 13:30:00+00:00,38.203834533691406
2000-07-19 13:30:00+00:00,37.53517532348633
2000-07-20 13:30:00+00:00,38.159271240234375
2000-07-21 13:30:00+00:00,37.11166000366211
2000-07-24 13:30:00+00:00,36.571170806884766
2000-07-25 13:30:00+00:00,36.643592834472656
2000-07-26 13:30:00+00:00,36.576725006103516
2000-07-27 13:30:00+00:00,35.57373046875
2000-07-28 13:30:00+00:00,34.949623107910156
2000-07-31 13:30:00+00:00,35.841182708740234
2000-08-01 13:30:00+00:00,35.60714340209961
2000-08-02 13:30:00+00:00,35.662872314453125
2000-08-03 13:30:00+00:00,35.64057159423828
2000-08-04 13:30:00+00:00,35.818912506103516
2000-08-07 13:30:00+00:00,36.48201370239258
2000-08-08 13:30:00+00:00,36.30925369262695
2000-08-09 13:30:00+00:00,36.04736328125
2000-08-10 13:30:00+00:00,35.841182708740234
2000-08-11 13:30:00+00:00,36.465301513671875
2000-08-14 13:30:00+00:00,36.84420394897461
2000-08-15 13:30:00+00:00,36.30925369262695
2000-08-16 13:30:00+00:00,36.48756408691406
2000-08-17 13:30:00+00:00,36.8219108581543
2000-08-18 13:30:00+00:00,36.76619338989258
2000-08-21 13:30:00+00:00,36.899925231933594
2000-08-22 13:30:00+00:00,36.84420394897461
2000-08-23 13:30:00+00:00,36.788475036621094
2000-08-24 13:30:00+00:00,37.33456802368164
2000-08-25 13:30:00+00:00,37.490596771240234
2000-08-28 13:30:00+00:00,37.557456970214844
2000-08-29 13:30:00+00:00,37.91410446166992
2000-08-30 13:30:00+00:00,37.95866012573242
2000-08-31 13:30:00+00:00,38.33757781982422
2000-09-01 13:30:00+00:00,38.64964294433594
2000-09-05 13:30:00+00:00,38.38216781616211
2000-09-06 13:30:00+00:00,38.215003967285156
2000-09-07 13:30:00+00:00,38.78338623046875
2000-09-08 13:30:00+00:00,38.11469650268555
2000-09-11 13:30:00+00:00,38.159271240234375
2000-09-12 13:30:00+00:00,38.03668975830078
2000-09-13 13:30:00+00:00,38.226139068603516
2000-09-14 13:30:00+00:00,38.449012756347656
2000-09-15 13:30:00+00:00,37.73577880859375
2000-09-18 13:30:00+00:00,36.84420394897461
2000-09-19 13:30:00+00:00,37.446022033691406
2000-09-20 13:30:00+00:00,37.14847946166992
2000-09-21 13:30:00+00:00,36.455162048339844
2000-09-22 13:30:00+00:00,36.9248161315918
2000-09-25 13:30:00+00:00,36.969547271728516
2000-09-26 13:30:00+00:00,36.44396209716797
2000-09-27 13:30:00+00:00,36.27622985839844
2000-09-28 13:30:00+00:00,37.26030731201172
2000-09-29 13:30:00+00:00,37.08137893676758
2000-10-02 13:30:00+00:00,36.47749328613281
2000-10-03 13:30:00+00:00,35.94635009765625
2000-10-04 13:30:00+00:00,36.197975158691406
2000-10-05 13:30:00+00:00,35.82893371582031
2000-10-06 13:30:00+00:00,34.9566764831543
2000-10-09 13:30:00+00:00,34.878414154052734
2000-10-10 13:30:00+00:00,34.03971862792969
2000-10-11 13:30:00+00:00,33.927894592285156
2000-10-12 13:30:00+00:00,32.89909744262695
2000-10-13 13:30:00+00:00,34.17391586303711
2000-10-16 13:30:00+00:00,34.44228744506836
2000-10-17 13:30:00+00:00,33.57564163208008
2000-10-18 13:30:00+00:00,33.30166244506836
2000-10-19 13:30:00+00:00,34.330467224121094
2000-10-20 13:30:00+00:00,34.766571044921875
2000-10-23 13:30:00+00:00,35.11323547363281
2000-10-24 13:30:00+00:00,34.59886169433594
2000-10-25 13:30:00+00:00,33.827239990234375
2000-10-26 13:30:00+00:00,34.352821350097656
2000-10-27 13:30:00+00:00,34.37519836425781
2000-10-30 14:30:00+00:00,34.531761169433594
2000-10-31 14:30:00+00:00,35.42636489868164
2000-11-01 14:30:00+00:00,35.448726654052734
2000-11-02 14:30:00+00:00,36.29861831665039
2000-11-03 14:30:00+00:00,36.253868103027344
2000-11-06 14:30:00+00:00,35.97430419921875
2000-11-07 14:30:00+00:00,36.27622985839844
2000-11-08 14:30:00+00:00,35.62765121459961
2000-11-09 14:30:00+00:00,35.24745559692383
2000-11-10 14:30:00+00:00,34.352821350097656
2000-11-13 14:30:00+00:00,34.00616455078125
2000-11-14 14:30:00+00:00,34.822486877441406
2000-11-15 14:30:00+00:00,35.2697868347168
2000-11-16 14:30:00+00:00,34.2465934753418
2000-11-17 14:30:00+00:00,34.464656829833984
