date,gross_return,turnover,trading_cost,short_borrow,financing_cost,gross_exposure,net_return
2014-02-25 00:00:00+00:00,0.0004997299525895393,1.25,0.00125,4.96031746031746e-05,3.968253968253968e-05,1.25,-0.000839555761696175
2014-02-26 00:00:00+00:00,-0.0039984988143984546,0.0,0.0,4.96031746031746e-05,3.968253968253968e-05,1.25,-0.004087784528684169
2014-02-27 00:00:00+00:00,0.002491009616434614,0.0,0.0,4.96031746031746e-05,3.968253968253968e-05,1.25,0.0024017239021489
2014-02-28 00:00:00+00:00,0.0034945111690809494,0.0,0.0,4.96031746031746e-05,3.968253968253968e-05,1.25,0.0034052254547952353
2014-03-03 00:00:00+00:00,-0.0020023847902658765,0.0,0.0,4.96031746031746e-05,3.968253968253968e-05,1.25,-0.0020916705045515905
2014-03-04 00:00:00+00:00,-0.00299890767214539,0.0,0.0,4.96031746031746e-05,3.968253968253968e-05,1.25,-0.003088193386431104
2014-03-05 00:00:00+00:00,0.0034901955784481797,0.0,0.0,4.96031746031746e-05,3.968253968253968e-05,1.25,0.0034009098641624657
2014-03-06 00:00:00+00:00,0.004500227502622911,0.0,0.0,4.96031746031746e-05,3.968253968253968e-05,1.25,0.0044109417883371966
2014-03-07 00:00:00+00:00,-0.001505675605850132,0.0,0.0,4.96031746031746e-05,3.968253968253968e-05,1.25,-0.0015949613201358462
2014-03-10 00:00:00+00:00,-0.0015034602741315073,0.0,0.0,4.96031746031746e-05,3.968253968253968e-05,1.25,-0.0015927459884172216
2014-03-11 00:00:00+00:00,-0.0015019230531337913,0.0,0.0,4.96031746031746e-05,3.968253968253968e-05,1.25,-0.0015912087674195055
2014-03-12 00:00:00+00:00,0.0004999954338316681,0.0,0.0,4.96031746031746e-05,3.968253968253968e-05,1.25,0.00041070971954595384
2014-03-13 00:00:00+00:00,0.009103280516125217,1.25,0.00125,4.96031746031746e-05,0.0002380952380952381,2.5,0.007565582103426806
2014-03-14 00:00:00+00:00,0.0019530062751861588,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,0.0016653078624877461
2014-03-17 00:00:00+00:00,-0.0016835463321772381,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,-0.0019712447448756508
2014-03-18 00:00:00+00:00,0.0020535130593737905,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,0.0017658146466753778
2014-03-19 00:00:00+00:00,-0.02367306598252239,1.25,0.00125,4.96031746031746e-05,0.0004365079365079365,3.75,-0.025409177093633502
2014-03-20 00:00:00+00:00,0.0010778255127275038,0.0,0.0,4.96031746031746e-05,0.0004365079365079365,3.75,0.0005917144016163926
2014-03-21 00:00:00+00:00,0.0028415775378613783,0.0,0.0,4.96031746031746e-05,0.0004365079365079365,3.75,0.0023554664267502676
2014-03-24 00:00:00+00:00,-0.006358703502077623,0.0,0.0,4.96031746031746e-05,0.0004365079365079365,3.75,-0.006844814613188734
2014-03-25 00:00:00+00:00,0.0076838588369752825,0.0,0.0,4.96031746031746e-05,0.0004365079365079365,3.75,0.007197747725864172
2014-03-26 00:00:00+00:00,-0.007491909050000994,0.0,0.0,4.96031746031746e-05,0.0004365079365079365,3.75,-0.007978020161112105
2014-03-27 00:00:00+00:00,-0.002117905621481786,0.0,0.0,4.96031746031746e-05,0.0004365079365079365,3.75,-0.0026040167325928967
2014-03-28 00:00:00+00:00,0.0015505107076574376,0.0,0.0,4.96031746031746e-05,0.0004365079365079365,3.75,0.0010643995965463264
2014-03-31 00:00:00+00:00,0.013477722037206208,0.0,0.0,4.96031746031746e-05,0.0004365079365079365,3.75,0.012991610926095097
2014-04-01 00:00:00+00:00,0.008051474508274231,0.0,0.0,4.96031746031746e-05,0.0004365079365079365,3.75,0.00756536339716312
2014-04-02 00:00:00+00:00,-0.0014880424742338971,0.0,0.0,4.96031746031746e-05,0.0004365079365079365,3.75,-0.0019741535853450083
2014-04-03 00:00:00+00:00,-0.01105223268231259,1.25,0.00125,9.92063492063492e-05,0.0006349206349206349,5.0,-0.013036359666439575
2014-04-04 00:00:00+00:00,-0.007960268791727537,0.0,0.0,9.92063492063492e-05,0.0006349206349206349,5.0,-0.00869439577585452
2014-04-07 00:00:00+00:00,-0.015680774545706322,0.0,0.0,9.92063492063492e-05,0.0006349206349206349,5.0,-0.016414901529833305
2014-04-08 00:00:00+00:00,0.012757934476412547,0.0,0.0,9.92063492063492e-05,0.0006349206349206349,5.0,0.012023807492285564
2014-04-09 00:00:00+00:00,0.014748145515350863,0.0,0.0,9.92063492063492e-05,0.0006349206349206349,5.0,0.01401401853122388
2014-04-10 00:00:00+00:00,-0.02715533621942559,0.0,0.0,9.92063492063492e-05,0.0006349206349206349,5.0,-0.027889463203552574
2014-04-11 00:00:00+00:00,-0.0034043450200840764,2.5,0.0025,4.96031746031746e-05,0.0002380952380952381,2.5,-0.006192043432782489
2014-04-14 00:00:00+00:00,-0.0031575675214289,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,-0.0034452659341273127
2014-04-15 00:00:00+00:00,-0.0020449077331990972,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,-0.00233260614589751
2014-04-16 00:00:00+00:00,-0.0011921387367488934,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,-0.001479837149447306
2014-04-17 00:00:00+00:00,-0.005725617780815984,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,-0.006013316193514396
2014-04-21 00:00:00+00:00,0.0023562423710017655,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,0.002068543958303353
2014-04-22 00:00:00+00:00,-9.480146754226038e-05,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,-0.00038249988024067306
2014-04-23 00:00:00+00:00,0.0020405283283905784,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,0.0017528299156921658
2014-04-24 00:00:00+00:00,-0.0005972299008256965,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,-0.0008849283135241092
2014-04-25 00:00:00+00:00,0.0006917424893781998,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,0.0004040440766797871
2014-04-28 00:00:00+00:00,-0.0008399760852580151,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,-0.0011276744979564278
2014-04-29 00:00:00+00:00,0.0008035377637706509,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,0.0005158393510722382
2014-04-30 00:00:00+00:00,0.006706746632857419,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,0.006419048220159007
2014-05-01 00:00:00+00:00,0.004204413934807832,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,0.00391671552210942
2014-05-02 00:00:00+00:00,0.003631920781611564,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,0.0033442223689131513
2014-05-05 00:00:00+00:00,-0.0008926020660175726,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,-0.0011803004787159853
2014-05-06 00:00:00+00:00,0.003577253273245734,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,0.0032895548605473214
2014-05-07 00:00:00+00:00,0.002355935457631353,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,0.0020682370449329403
2014-05-08 00:00:00+00:00,-0.00018757907252531236,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,-0.00047527748522372505
2014-05-09 00:00:00+00:00,-0.002477968638073952,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,-0.0027656670507723645
2014-05-12 00:00:00+00:00,-0.003985456388938269,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,-0.004273154801636681
2014-05-13 00:00:00+00:00,-0.001849815682864464,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,-0.0021375140955628767
2014-05-14 00:00:00+00:00,0.006561626561650408,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,0.0062739281489519955
2014-05-15 00:00:00+00:00,0.0037580863586522684,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,0.0034703879459538557
2014-05-16 00:00:00+00:00,-0.001412112603567106,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,-0.0016998110162655187
2014-05-19 00:00:00+00:00,0.0011343101701666303,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,0.0008466117574682175
2014-05-20 00:00:00+00:00,0.003378702055469307,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,0.0030910036427708944
2014-05-21 00:00:00+00:00,-0.0037137677878305853,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,-0.0040014662005289975
2014-05-22 00:00:00+00:00,-0.0011821807413286978,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,-0.0014698791540271104
2014-05-23 00:00:00+00:00,-0.002122906344022013,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,-0.0024106047567204257
2014-05-27 00:00:00+00:00,0.003319484756967861,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,0.0030317863442694483
2014-05-28 00:00:00+00:00,0.002638319262001365,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,0.0023506208493029525
2014-05-29 00:00:00+00:00,0.0019969917129709913,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,0.0017092933002725787
2014-05-30 00:00:00+00:00,-0.00016541384633084188,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,-0.00045311225902925457
2014-06-02 00:00:00+00:00,-0.01107103090065134,0.0,0.0,4.96031746031746e-05,0.0002380952380952381,2.5,-0.011358729313349754
2014-06-03 00:00:00+00:00,-0.004439618213190888,1.25,0.00125,0.0,3.968253968253968e-05,1.25,-0.005729300752873428
2014-06-04 00:00:00+00:00,-0.000742117000026854,0.0,0.0,0.0,3.968253968253968e-05,1.25,-0.0007817995397093936
2014-06-05 00:00:00+00:00,0.0013372855315760268,0.0,0.0,0.0,3.968253968253968e-05,1.25,0.0012976029918934872
2014-06-06 00:00:00+00:00,0.0004452577952984704,0.0,0.0,0.0,3.968253968253968e-05,1.25,0.00040557525561593074
2014-06-09 00:00:00+00:00,-0.0016329433454044529,0.0,0.0,0.0,3.968253968253968e-05,1.25,-0.0016726258850869925
2014-06-10 00:00:00+00:00,-0.0017828089524743462,0.0,0.0,0.0,3.968253968253968e-05,1.25,-0.0018224914921568859
2014-06-11 00:00:00+00:00,0.0007441962015372616,0.0,0.0,0.0,3.968253968253968e-05,1.25,0.000704513661854722
2014-06-12 00:00:00+00:00,0.004164237382669189,0.0,0.0,0.0,3.968253968253968e-05,1.25,0.004124554842986649
2014-06-13 00:00:00+00:00,-0.0023716277632965244,0.0,0.0,0.0,3.968253968253968e-05,1.25,-0.002411310302979064
2014-06-16 00:00:00+00:00,0.0004455825908505906,0.0,0.0,0.0,3.968253968253968e-05,1.25,0.0004059000511680509
2014-06-17 00:00:00+00:00,-0.004898748842196987,0.0,0.0,0.0,3.968253968253968e-05,1.25,-0.004938431381879527
2014-06-18 00:00:00+00:00,0.014918660482560464,1.25,0.00125,0.0,0.0002380952380952381,2.5,0.013430565244465226
2014-06-19 00:00:00+00:00,0.0002355589726101004,0.0,0.0,0.0,0.0002380952380952381,2.5,-2.536265485137703e-06
2014-06-20 00:00:00+00:00,0.003468467571933753,0.0,0.0,0.0,0.0002380952380952381,2.5,0.003230372333838515
2014-06-23 00:00:00+00:00,-0.0002623182427456683,0.0,0.0,0.0,0.0002380952380952381,2.5,-0.0005004134808409064
