date,SCHB,USDU,DBB,BIV
2014-02-25 00:00:00+00:00,-0.0,-0.00015997464440272704,0.0,0.0
2014-02-26 00:00:00+00:00,0.0,-0.0008096203978003258,-0.0,0.0
2014-02-27 00:00:00+00:00,0.0,0.0004882812883662879,0.0,0.0
2014-02-28 00:00:00+00:00,0.0,0.000688981598895555,-0.0,-0.0
2014-03-03 00:00:00+00:00,-0.0,-0.0004103975929738102,-0.0,0.0
2014-03-04 00:00:00+00:00,0.0,-0.0006097021693497129,0.0,-0.0
2014-03-05 00:00:00+00:00,0.0,0.000688118480769001,0.0,0.0
2014-03-06 00:00:00+00:00,0.0,0.0008901248656039473,0.0,-0.0
2014-03-07 00:00:00+00:00,0.0,-0.0003110557560906613,-0.0,-0.0
2014-03-10 00:00:00+00:00,-0.0,-0.00031061268974693637,-0.0,0.0
2014-03-11 00:00:00+00:00,-0.0,-0.00031030524554739316,-0.0,0.0
2014-03-12 00:00:00+00:00,0.0,9.00784518456987e-05,0.0,0.0
2014-03-13 00:00:00+00:00,-0.0,0.0007904459225369142,-0.0,0.0007702895457674943
2014-03-14 00:00:00+00:00,-0.0,0.00029110665879573114,0.0,8.95739613208657e-05
2014-03-17 00:00:00+00:00,0.0,0.0001910421511760518,-0.0,-0.0005376720525321343
2014-03-18 00:00:00+00:00,0.0,0.00019120382530355415,0.0,0.00020957815165056903
2014-03-19 00:00:00+00:00,-0.0018789599064256422,-0.0016202117924736471,0.0,-0.0014953621325258237
2014-03-20 00:00:00+00:00,0.0014756926151574534,-0.001209909676116583,-0.0,-6.01384714160047e-05
2014-03-21 00:00:00+00:00,-0.0010867193675407616,0.0012838574151145309,0.0,0.0003612568250778714
2014-03-24 00:00:00+00:00,-0.001211589884437203,-9.92063492063492e-06,0.0,-6.0150815978321504e-05
2014-03-25 00:00:00+00:00,0.0009365102845828588,0.0005903408478915628,0.0,0.0
2014-03-26 00:00:00+00:00,-0.002360075299965847,0.00019066605758661368,-0.0,0.0006611067974583995
2014-03-27 00:00:00+00:00,-0.00033241845279480264,-0.0003110557560906613,0.0,0.00020997244966847184
2014-03-28 00:00:00+00:00,0.00110962071611026,-0.0002103999544260882,0.0,-0.0005990392550733192
2014-03-31 00:00:00+00:00,0.0024856672542715175,-9.92063492063492e-06,0.0,0.0002098771531697241
2014-04-01 00:00:00+00:00,0.0019689189490387227,-0.00011005307230990139,0.0,-0.00025849160999460996
2014-04-02 00:00:00+00:00,0.0007054100636911809,-0.0004103975929738102,-0.0,-0.000602541600484785
2014-04-03 00:00:00+00:00,-0.0005411108700300038,-0.0005097162060472505,-0.0015201180090695875,9.065727884305375e-05
2014-04-04 00:00:00+00:00,-0.0034706972175614914,0.0007881299811509701,-0.00016668005566369273,0.0012373522638874368
2014-04-07 00:00:00+00:00,-0.003079623285897032,-0.0007104477990845459,0.00030336566951517094,0.0003307092364838726
2014-04-08 00:00:00+00:00,0.0011692719951081343,0.002684692679678391,-0.0018919969765022972,0.0005697779271570114
2014-04-09 00:00:00+00:00,0.002992757531414758,0.0007971746058947682,-0.0010995592512270892,0.00023941494714646572
2014-04-10 00:00:00+00:00,-0.00536696523011812,0.0006985749945957242,-0.0015598430192334757,0.0007773247410294837
2014-04-11 00:00:00+00:00,-0.00025,-0.0007204298350892091,-0.00025,2.9640196151758946e-05
2014-04-14 00:00:00+00:00,0.0,-0.0003135888050483038,0.0,-0.0003278453341581111
2014-04-15 00:00:00+00:00,0.0,-0.0007175024120845364,-0.0,0.000298600230524082
2014-04-16 00:00:00+00:00,0.0,-9.92063492063492e-06,0.0,-0.00023842774734977867
2014-04-17 00:00:00+00:00,0.0,-0.00011078034412844721,0.0,-0.0010442638469553844
2014-04-21 00:00:00+00:00,0.0,0.0001916091728156932,0.0,0.000269718666464025
2014-04-22 00:00:00+00:00,0.0,9.095265035541918e-05,0.0,-0.00011983357878450618
2014-04-23 00:00:00+00:00,-0.0,-0.00011083463830487975,-0.0,0.0005090196690623605
2014-04-24 00:00:00+00:00,0.0,-9.92063492063492e-06,0.0,-0.0001194459801651393
2014-04-25 00:00:00+00:00,-0.0,-0.00011071265815162382,-0.0,0.00023914052110662887
2014-04-28 00:00:00+00:00,0.0,9.083076855915247e-05,-0.0,-0.0002687466205313904
2014-04-29 00:00:00+00:00,0.0,9.095265035541918e-05,-0.0,5.9834267478076075e-05
2014-04-30 00:00:00+00:00,0.0,0.0004944867923066587,-0.0,0.0008369418993441902
2014-05-01 00:00:00+00:00,0.0,0.00019226110316456488,-0.0,0.0006387010488763667
2014-05-02 00:00:00+00:00,-0.0,0.0005971426808673907,0.0,0.00011932084053428715
2014-05-05 00:00:00+00:00,0.0,-9.92063492063492e-06,-0.0,-0.00017852041320351453
2014-05-06 00:00:00+00:00,-0.0,0.0004971741703146459,0.0,0.00020835584941386598
2014-05-07 00:00:00+00:00,0.0,0.00019338414875794683,-0.0,0.00026788230784768885
2014-05-08 00:00:00+00:00,-0.0,-0.00031509869051218333,0.0,0.00026766224108648595
2014-05-09 00:00:00+00:00,0.0,-0.0004162558406192396,-0.0,-8.925852191618566e-05
2014-05-12 00:00:00+00:00,0.0,-0.00021275855701476944,0.0,-0.0005942533556935192
2014-05-13 00:00:00+00:00,-0.0,-0.0011246247893405227,-0.0,0.0007447410178469949
2014-05-14 00:00:00+00:00,-0.0,0.0002927129821028218,0.0,0.0010096916953066248
2014-05-15 00:00:00+00:00,-0.0,9.111567640099901e-05,-0.0,0.0006505809604088197
2014-05-16 00:00:00+00:00,0.0,9.110224206541059e-05,0.0,-0.00038344539769946673
2014-05-19 00:00:00+00:00,0.0,0.00039444284124979243,0.0,-0.00017750144213710128
2014-05-20 00:00:00+00:00,-0.0,0.0001926158496595498,-0.0,0.0004732039265136767
2014-05-21 00:00:00+00:00,0.0,-0.0005165771223665461,-0.0,-0.00023609707012020587
2014-05-22 00:00:00+00:00,0.0,-9.92063492063492e-06,0.0,-0.00023643614826573955
2014-05-23 00:00:00+00:00,0.0,-0.0008189749150090076,0.0,0.00038447301128397005
2014-05-27 00:00:00+00:00,0.0,0.00059488562671004,0.0,5.909068976289733e-05
2014-05-28 00:00:00+00:00,-0.0,-0.0005151978724199591,0.0,0.0010329410898995972
2014-05-29 00:00:00+00:00,0.0,0.0005951565526455038,-0.0,-0.00020567884497194044
2014-05-30 00:00:00+00:00,0.0,0.00019226110316456488,-0.0,-0.00023526450735136817
2014-06-02 00:00:00+00:00,0.0,-0.0015275381618241825,0.0,-0.0006965886532267207
2014-06-03 00:00:00+00:00,-0.0,-0.00025,-0.0,-0.0008879236426381776
2014-06-04 00:00:00+00:00,0.0,0.0,-0.0,-0.0001484234000053708
2014-06-05 00:00:00+00:00,0.0,-0.0,0.0,0.00026745710631520536
2014-06-06 00:00:00+00:00,0.0,0.0,0.0,8.905155905969409e-05
2014-06-09 00:00:00+00:00,0.0,0.0,0.0,-0.00032658866908089057
2014-06-10 00:00:00+00:00,-0.0,0.0,-0.0,-0.00035656179049486925
2014-06-11 00:00:00+00:00,-0.0,-0.0,-0.0,0.00014883924030745233
2014-06-12 00:00:00+00:00,-0.0,-0.0,-0.0,0.0008328474765338378
2014-06-13 00:00:00+00:00,0.0,0.0,0.0,-0.00047432555265930487
2014-06-16 00:00:00+00:00,0.0,-0.0,0.0,8.911651817011812e-05
2014-06-17 00:00:00+00:00,0.0,0.0,0.0,-0.0009797497684393974
2014-06-18 00:00:00+00:00,0.0015417064282260142,-0.0,0.0,0.0011920256682860786
2014-06-19 00:00:00+00:00,0.0003139121024205993,-0.0,0.0,-0.0002668003078985792
2014-06-20 00:00:00+00:00,0.0005749630870561795,0.0,0.0,0.00011873042733057115
2014-06-23 00:00:00+00:00,-5.246364854913366e-05,-0.0,0.0,0.0
2014-06-24 00:00:00+00:00,-0.001676459874533881,0.0,-0.0,0.000653105711937163
2014-06-25 00:00:00+00:00,0.0012130868892168967,-0.0,0.0,0.0002960280001896298
2014-06-26 00:00:00+00:00,-0.00015750269559300367,-0.0,0.0,0.0004137869957817619
2014-06-27 00:00:00+00:00,0.0006302985003514561,-0.0,-0.0,8.856339379281764e-05
2014-06-30 00:00:00+00:00,0.0,0.0,0.0,-8.853203100434026e-05
2014-07-01 00:00:00+00:00,0.0018336291249650416,-0.0,-0.0,-0.00042008597301770867
2014-07-02 00:00:00+00:00,-0.00015600682073307892,0.0,0.0,-0.0009486032574355929
2014-07-03 00:00:00+00:00,0.0011448547523933983,0.0,0.0,-0.0001189108562291985
2014-07-07 00:00:00+00:00,-0.0010360767811211924,0.0,0.0,0.0003274925921012972
2014-07-08 00:00:00+00:00,-0.001716522641506707,-0.0,0.0,0.0007135341967035025
2014-07-09 00:00:00+00:00,0.0009427267186539745,-0.0,-0.0,0.0
