date,net_return,equity
2014-02-25 00:00:00+00:00,-0.0004799239332081812,9995.200760667918
2014-02-26 00:00:00+00:00,-0.0024288611934009776,9970.92380542008
2014-02-27 00:00:00+00:00,0.0014648438650988636,9985.529651985817
2014-02-28 00:00:00+00:00,0.002066944796686665,10006.169190542148
2014-03-03 00:00:00+00:00,-0.0012311927789214307,9993.849667290087
2014-03-04 00:00:00+00:00,-0.0018291065080491388,9975.569851823182
2014-03-05 00:00:00+00:00,0.002064355442307003,9996.162973736906
2014-03-06 00:00:00+00:00,0.002670374596811842,10022.856473407564
2014-03-07 00:00:00+00:00,-0.0009331672682719839,10013.503471811993
2014-03-10 00:00:00+00:00,-0.0009318380692408091,10004.172508070484
2014-03-11 00:00:00+00:00,-0.0009309157366421795,9994.859466450638
2014-03-12 00:00:00+00:00,0.0002702353555370961,9997.560430852096
2014-03-13 00:00:00+00:00,0.0046028413255481465,10043.577615157887
2014-03-14 00:00:00+00:00,0.0010626767809847112,10054.250691887532
2014-03-17 00:00:00+00:00,-0.001119254783433327,10042.997423706798
2014-03-18 00:00:00+00:00,0.0011229808514972902,10054.275517505257
2014-03-19 00:00:00+00:00,-0.015182014192688036,9901.631363901297
2014-03-20 00:00:00+00:00,0.00041852070446189916,9905.775401635037
2014-03-21 00:00:00+00:00,0.0014767719195422238,9920.403972589465
2014-03-24 00:00:00+00:00,-0.004043396704421177,9880.29184386017
2014-03-25 00:00:00+00:00,0.004382140699010566,9923.588672867252
2014-03-26 00:00:00+00:00,-0.0047233200331752,9876.716387687708
2014-03-27 00:00:00+00:00,-0.0014989179760636748,9861.91199994972
2014-03-28 00:00:00+00:00,0.0007021318214198594,9868.836362184926
2014-03-31 00:00:00+00:00,0.007858458619149123,9946.390204356308
2014-04-01 00:00:00+00:00,0.004602710101789935,9992.170555026245
2014-04-02 00:00:00+00:00,-0.0011210000877149415,9980.969330957598
2014-04-03 00:00:00+00:00,-0.007758323736371682,9903.533739685232
2014-04-04 00:00:00+00:00,-0.005153145402020649,9852.499390330817
2014-04-07 00:00:00+00:00,-0.00978544885440792,9756.08826145865
2014-04-08 00:00:00+00:00,0.007277776558863401,9827.090891914097
2014-04-09 00:00:00+00:00,0.008471903182226391,9910.345054513333
2014-04-10 00:00:00+00:00,-0.01667018585863948,9745.137760531346
2014-04-11 00:00:00+00:00,-0.00365173399617743,9709.551109673781
2014-04-14 00:00:00+00:00,-0.002003667496984324,9690.09639770502
2014-04-15 00:00:00+00:00,-0.0013360716240464424,9677.14973487377
2014-04-16 00:00:00+00:00,-0.0008244102261763201,9669.171793672102
2014-04-17 00:00:00+00:00,-0.0035444976526165742,9634.899436946684
2014-04-21 00:00:00+00:00,0.0013046184384740752,9647.469304404969
2014-04-22 00:00:00+00:00,-0.00016600786465234037,9645.867748626446
