date,net_return,equity
2014-02-25 00:00:00+00:00,-0.0006398985776109082,9993.60101422389
2014-02-26 00:00:00+00:00,-0.0032384815912013033,9961.236921309515
2014-02-27 00:00:00+00:00,0.0019531251534651516,9980.692463700152
2014-02-28 00:00:00+00:00,0.00275592639558222,10008.198517507051
2014-03-03 00:00:00+00:00,-0.0016415903718952408,9991.769155180697
2014-03-04 00:00:00+00:00,-0.0024388086773988516,9967.401141862476
2014-03-05 00:00:00+00:00,0.002752473923076004,9994.83615358629
2014-03-06 00:00:00+00:00,0.003560499462415789,10030.422762338068
2014-03-07 00:00:00+00:00,-0.0012442230243626452,10017.942679393078
2014-03-10 00:00:00+00:00,-0.0012424507589877455,10005.495878907568
2014-03-11 00:00:00+00:00,-0.0012412209821895726,9993.076847485458
2014-03-12 00:00:00+00:00,0.0003603138073827948,9996.677491051843
2014-03-13 00:00:00+00:00,0.006084211714487475,10057.499393348855
2014-03-14 00:00:00+00:00,0.0013639923217362287,10071.217745297246
2014-03-17 00:00:00+00:00,-0.0015452497641544889,10055.655198451579
2014-03-18 00:00:00+00:00,0.001444397749086334,10070.17956418581
2014-03-19 00:00:00+00:00,-0.02029559564316077,9865.799271697075
2014-03-20 00:00:00+00:00,0.000505117553039146,9870.782660083969
2014-03-21 00:00:00+00:00,0.0019161191731462456,9889.696255992916
2014-03-24 00:00:00+00:00,-0.005444105658804956,9835.855704641803
2014-03-25 00:00:00+00:00,0.005789944212437368,9892.804760453264
2014-03-26 00:00:00+00:00,-0.0063506700971436535,9829.978821084173
2014-03-27 00:00:00+00:00,-0.002051467354328286,9809.81294043898
2014-03-28 00:00:00+00:00,0.000883265708983093,9818.477611820806
2014-03-31 00:00:00+00:00,0.01042503477262211,9920.83558233825
2014-04-01 00:00:00+00:00,0.006084036749476527,9981.19431060671
2014-04-02 00:00:00+00:00,-0.0015475768365299748,9965.747645490712
2014-04-03 00:00:00+00:00,-0.010397341701405629,9862.130361910566
2014-04-04 00:00:00+00:00,-0.006923770588937585,9793.847233766503
2014-04-07 00:00:00+00:00,-0.013100175192120613,9665.546119199294
2014-04-08 00:00:00+00:00,0.009650792025574482,9758.826294609285
2014-04-09 00:00:00+00:00,0.011242960856725135,9868.544396647156
2014-04-10 00:00:00+00:00,-0.02227982453109603,9648.674959112528
2014-04-11 00:00:00+00:00,-0.00492188871447996,9601.185254721586
2014-04-14 00:00:00+00:00,-0.0027244667155558186,9575.02714506521
2014-04-15 00:00:00+00:00,-0.0018343388849719762,9557.463300448355
2014-04-16 00:00:00+00:00,-0.001152123687811813,9546.451920584517
2014-04-17 00:00:00+00:00,-0.0047789069230654855,9500.830315410523
2014-04-21 00:00:00+00:00,0.001686581198388714,9516.854237189575
2014-04-22 00:00:00+00:00,-0.0002742538724465067,9514.244203061517
2014-04-23 00:00:00+00:00,0.0014340099642997644,9527.887724051488
2014-04-24 00:00:00+00:00,-0.0006761966190732556,9521.444998585575
2014-04-25 00:00:00+00:00,0.0003549812930898615,9524.824933443258
2014-04-28 00:00:00+00:00,-0.0008703935666191105,9516.534587098016
2014-04-29 00:00:00+00:00,0.00044441751260382236,9520.763901727822
