metric__initial_capital,metric__final_value,metric__total_return,metric__cagr,metric__annualized_volatility,metric__sharpe_ratio,metric__sortino_ratio,metric__calmar_ratio,metric__max_drawdown,metric__average_drawdown,metric__longest_drawdown_days,metric__profit_factor,metric__win_rate,metric__turnover_per_bar,metric__annualized_turnover,metric__total_fees,metric__rebalance_count,metric__exposure_pct,metric__average_exposure,metric__best_year,metric__worst_year,metric__monthly_hit_rate,metric__elapsed_days,metric__positive_complete_year_ratio,metric__complete_year_count,metric__worst_rolling_3y_sharpe,check__sample_at_least_5y,check__independent_oos,check__costs_included,check__cagr_at_least_40pct,check__sharpe_above_1_5,check__max_drawdown_at_most_20pct,check__profit_factor_above_1_3,check__walk_forward_passed,strict_oos_passed
10000.0,23375.16819842091,1.337516819842091,0.16120720190813098,0.6081487427742811,0.6614429234582133,0.9734387292510026,0.2859284445309777,-0.5638026051327876,-0.23961909580917634,1133.0,1.0996958097498049,0.5224089635854342,,,,,,,0.43762732289640915,-0.0950764233643876,0.5882352941176471,2075.0,0.8,5,-0.15329597060658323,True,True,True,False,False,False,False,False,False
