open_time,net_pnl,equity,turnover,cost,risk_on,rebalanced
2021-02-04 00:00:00+00:00,0.06204396648319821,1.3595136162369648,0.0,0.0,1.0,False
2021-02-05 00:00:00+00:00,0.04145869875371022,1.4158772817041003,0.0,0.0,1.0,False
2021-02-08 00:00:00+00:00,0.07472065074493561,1.5216725535680011,0.0,0.0,1.0,False
2021-02-09 00:00:00+00:00,0.015747396422911564,1.5456349344949005,0.0,0.0,1.0,False
2021-02-10 00:00:00+00:00,-0.020183446193651644,1.5144386949594943,0.0,0.0,1.0,False
2021-02-11 00:00:00+00:00,-0.0035825638920969904,1.509013121574138,0.0,0.0,1.0,False
2021-02-12 00:00:00+00:00,0.008089730988878552,1.5212206317863608,0.0,0.0,1.0,False
2021-02-16 00:00:00+00:00,-0.01941758795305437,1.491682196372648,0.0,0.0,1.0,False
2021-02-17 00:00:00+00:00,-0.02222666836136744,1.4585270708933171,0.0,0.0,1.0,False
2021-02-18 00:00:00+00:00,-0.04794394325368179,1.3885995317724493,0.0,0.0,1.0,False
2021-02-19 00:00:00+00:00,0.06273090322091024,1.475707634612668,0.0,0.0,1.0,False
2021-02-22 00:00:00+00:00,-0.0184846839106082,1.4484296454423815,0.0,0.0,1.0,False
2021-02-23 00:00:00+00:00,-0.02684417598644273,1.4095477451361453,0.0,0.0,1.0,False
2021-02-24 00:00:00+00:00,0.07152780730324393,1.5103696046349655,0.0,0.0,1.0,False
2021-02-25 00:00:00+00:00,-0.11255236915403666,1.3403739273350546,0.0,0.0,1.0,False
2021-02-26 00:00:00+00:00,-0.0032605911650973596,1.336003515949659,0.0,0.0,1.0,False
2021-03-01 00:00:00+00:00,0.10761439417720475,1.4797767249371971,0.0,0.0,1.0,False
2021-03-02 00:00:00+00:00,-0.05886570681392189,1.3926686220969786,0.0,0.0,1.0,False
2021-03-03 00:00:00+00:00,-0.03278855943900738,1.3470050242025113,0.0,0.0,1.0,False
2021-03-04 00:00:00+00:00,-0.08178565133008286,1.236839340953215,0.0,0.0,1.0,False
2021-03-05 00:00:00+00:00,0.060192483488068715,1.311287772560935,0.0,0.0,1.0,False
2021-03-08 00:00:00+00:00,0.016550001851822538,1.3329895876250908,0.0,0.0,1.0,False
2021-03-09 00:00:00+00:00,0.060373050068748046,1.4134662347399003,0.0,0.0,1.0,False
2021-03-10 00:00:00+00:00,0.05405686737493265,1.4898737915301805,0.0,0.0,1.0,False
2021-03-11 00:00:00+00:00,0.06433350699675722,1.5857225975218725,0.0,0.0,1.0,False
2021-03-12 00:00:00+00:00,0.022144005967226876,1.6208368481837634,0.0,0.0,1.0,False
2021-03-15 00:00:00+00:00,0.007996186556726848,1.6337973619998578,0.0,0.0,1.0,False
2021-03-16 00:00:00+00:00,-0.05064104943606851,1.5510601490223046,0.0,0.0,1.0,False
2021-03-17 00:00:00+00:00,0.02448499364060197,1.589037846907307,0.0,0.0,1.0,False
2021-03-18 00:00:00+00:00,-0.09085740241509344,1.4446619957980362,0.0,0.0,1.0,False
2021-03-19 00:00:00+00:00,0.020863923091871905,1.4748033125721167,0.0,0.0,1.0,False
2021-03-22 00:00:00+00:00,-0.021663635906478462,1.442853710574886,0.0,0.0,1.0,False
2021-03-23 00:00:00+00:00,-0.10789645471423337,1.2871749105325792,0.0,0.0,1.0,False
2021-03-24 00:00:00+00:00,-0.070015093962285,1.1970532382257448,0.0,0.0,1.0,False
2021-03-25 00:00:00+00:00,0.07075412778212464,1.2817496960051753,0.0,0.0,1.0,False
2021-03-26 00:00:00+00:00,0.05326264274061998,1.3500190721463972,0.0,0.0,1.0,False
2021-03-29 00:00:00+00:00,-0.0837241876235274,1.2369898220546718,0.0,0.0,1.0,False
2021-03-30 00:00:00+00:00,0.04982964018948155,1.298628579805707,0.0,0.0,1.0,False
2021-03-31 00:00:00+00:00,0.03876055891738894,1.348964149385071,0.0,0.0,1.0,False
2021-04-01 00:00:00+00:00,0.03977204155343239,1.4026152075885046,0.0,0.0,1.0,False
2021-04-05 00:00:00+00:00,0.014612825992366574,1.4231113795512425,0.0,0.0,1.0,False
2021-04-06 00:00:00+00:00,-0.007412959381450923,1.4125619126993485,0.0,0.0,1.0,False
2021-04-07 00:00:00+00:00,-0.0497172831371423,1.3423331721369318,0.0,0.0,1.0,False
2021-04-08 00:00:00+00:00,0.026159117118435438,1.3774474227988227,0.0,0.0,1.0,False
2021-04-09 00:00:00+00:00,0.000765940218973693,1.378502465179466,0.0,0.0,1.0,False
2021-04-12 00:00:00+00:00,-0.012025776636900853,1.3619249024398006,0.0,0.0,1.0,False
2021-04-13 00:00:00+00:00,-0.007745909641330373,1.3513755552072242,0.0,0.0,1.0,False
2021-04-14 00:00:00+00:00,0.02955280827227602,1.3913124978941038,0.0,0.0,1.0,False
2021-04-15 00:00:00+00:00,0.012673274715550908,1.408944983395095,0.0,0.0,1.0,False
2021-04-16 00:00:00+00:00,0.0057760812132265915,1.4170831640441535,0.0,0.0,1.0,False
2021-04-19 00:00:00+00:00,-0.03945568216657458,1.3611711811200236,0.0,0.0,1.0,False
2021-04-20 00:00:00+00:00,-0.05967655699982921,1.2799411715433897,0.0,0.0,1.0,False
2021-04-21 00:00:00+00:00,0.0702932237869085,1.369912362748767,0.0,0.0,1.0,False
2021-04-22 00:00:00+00:00,-0.011111249851230354,1.3546909242119762,0.0,0.0,1.0,False
2021-04-23 00:00:00+00:00,0.0537323649286916,1.4274816713173206,0.0,0.0,1.0,False
2021-04-26 00:00:00+00:00,0.031883419653081946,1.4729946684910136,0.0,0.0,1.0,False
2021-04-27 00:00:00+00:00,0.006445823540971896,1.482489332200899,0.0,0.0,1.0,False
2021-04-28 00:00:00+00:00,0.004676120197582678,1.4894216305099044,0.0,0.0,1.0,False
2021-04-29 00:00:00+00:00,-0.01072550624442481,1.473446829511289,0.0,0.0,1.0,False
2021-04-30 00:00:00+00:00,-0.04081012843202525,1.4133152751611728,0.0,0.0,1.0,False
2021-05-03 00:00:00+00:00,0.014288992170956805,1.4335101260630445,0.0,0.0,1.0,False
2021-05-04 00:00:00+00:00,-0.03637536418546994,1.3813656731639423,0.0,0.0,1.0,False
2021-05-05 00:00:00+00:00,-0.012000850362594795,1.3647881104242767,0.0,0.0,1.0,False
2021-05-06 00:00:00+00:00,0.004638005986101534,1.3711180058501846,0.0,0.0,1.0,False
2021-05-07 00:00:00+00:00,0.03550189463832276,1.419795292830585,0.0,0.0,1.0,False
2021-05-10 00:00:00+00:00,-0.07621236703385825,1.3115893328604362,0.0,0.0,1.0,False
2021-05-11 00:00:00+00:00,-0.008962675204371884,1.2998339836684893,0.0,0.0,1.0,False
2021-05-12 00:00:00+00:00,-0.0971593041389337,1.173543018319121,0.0,0.0,1.0,False
2021-05-13 00:00:00+00:00,0.05406431868720607,1.2369898220546716,0.0,0.0,1.0,False
2021-05-14 00:00:00+00:00,0.0723685419300586,1.3265089718590908,0.0,0.0,1.0,False
2021-05-17 00:00:00+00:00,0.004771935342701816,1.3328389869043162,0.0,0.0,1.0,False
2021-05-18 00:00:00+00:00,-0.022727454262520652,1.302546949790144,0.0,0.0,1.0,False
2021-05-19 00:00:00+00:00,-0.023487244402706442,1.2719537112344232,0.0,0.0,1.0,False
2021-05-20 00:00:00+00:00,0.0195499121772289,1.2968202945825567,0.0,0.0,1.0,False
2021-05-21 00:00:00+00:00,0.008250910321229377,1.3075202425359076,0.0,0.0,1.0,False
2021-05-24 00:00:00+00:00,0.019248668746806086,1.3326882665642248,0.0,0.0,1.0,False
2021-05-25 00:00:00+00:00,-0.02883661447872332,1.2942580488009943,0.0,0.0,1.0,False
2021-05-26 00:00:00+00:00,0.05682355916112369,1.3678023976067981,0.0,0.0,1.0,False
2021-05-27 00:00:00+00:00,0.030079334456704743,1.4089449833950956,0.0,0.0,1.0,False
2021-05-28 00:00:00+00:00,-0.0010697390023614028,1.4074377799941764,0.0,0.0,1.0,False
2021-06-01 00:00:00+00:00,0.0336225458257855,1.4547594212489725,0.0,0.0,1.0,False
2021-06-02 00:00:00+00:00,0.0027970881405501302,1.4588285115735016,0.0,0.0,1.0,False
2021-06-03 00:00:00+00:00,-0.026033010448938354,1.4208508136884994,0.0,0.0,1.0,False
2021-06-04 00:00:00+00:00,0.012940027049769265,1.4392366616513153,0.0,0.0,1.0,False
2021-06-07 00:00:00+00:00,0.04052375170880396,1.497559930778281,0.0,0.0,1.0,False
2021-06-08 00:00:00+00:00,0.03159900384859249,1.5448813327944417,0.0,0.0,1.0,False
2021-06-09 00:00:00+00:00,-0.01980296991509556,1.5142880942387207,0.0,0.0,1.0,False
2021-06-10 00:00:00+00:00,-0.021496810192281113,1.4817357305004397,0.0,0.0,1.0,False
2021-06-11 00:00:00+00:00,0.031122957491078962,1.5278517286538178,0.0,0.0,1.0,False
2021-06-14 00:00:00+00:00,-0.008877585541005373,1.5142880942387207,0.0,0.0,1.0,False
2021-06-15 00:00:00+00:00,-0.008658585551866604,1.5011765012245817,0.0,0.0,1.0,False
2021-06-16 00:00:00+00:00,-0.007428753198504223,1.4900246314895902,0.0,0.0,1.0,False
2021-06-17 00:00:00+00:00,-0.033883016489210216,1.439538102331499,0.0,0.0,1.0,False
2021-06-18 00:00:00+00:00,-0.06899072386925131,1.3402233266142805,0.0,0.0,1.0,False
2021-06-21 00:00:00+00:00,0.06555733179484502,1.4280847919163238,0.0,0.0,1.0,False
2021-06-22 00:00:00+00:00,0.01509057191056229,1.4496354081631175,0.0,0.0,1.0,False
2021-06-23 00:00:00+00:00,0.00977246809486787,1.4638019239385824,0.0,0.0,1.0,False
2021-06-24 00:00:00+00:00,0.04025522240844892,1.5227275959486455,0.0,0.0,1.0,False
2021-06-25 00:00:00+00:00,-0.0010887855092547305,1.5210696722076342,0.0,0.0,1.0,False
2021-06-28 00:00:00+00:00,-0.016942226751977096,1.495299364915537,0.0,0.0,1.0,False
2021-06-29 00:00:00+00:00,-0.013807785362550784,1.4746525922320248,0.0,0.0,1.0,False
2021-06-30 00:00:00+00:00,0.00040874830059989264,1.4752553539730748,0.0,0.0,1.0,False
2021-07-01 00:00:00+00:00,0.025947547373010416,1.5135346121575783,0.0,0.0,1.0,False
2021-07-02 00:00:00+00:00,-0.030070747261029207,1.4680214953645678,0.0,0.0,1.0,False
2021-07-06 00:00:00+00:00,-0.04167955122227074,1.4068350182531257,0.0,0.0,1.0,False
2021-07-07 00:00:00+00:00,-0.02838762394316441,1.3668983148048812,0.0,0.0,1.0,False
2021-07-08 00:00:00+00:00,-0.026681555289326142,1.330427341843528,0.0,0.0,1.0,False
2021-07-09 00:00:00+00:00,0.06162228297371253,1.412411311978574,0.0,0.0,1.0,False
2021-07-12 00:00:00+00:00,0.003627847669017248,1.417535325064429,0.0,0.0,1.0,False
2021-07-13 00:00:00+00:00,-0.05655975146130232,1.3373598793911685,0.0,0.0,1.0,False
2021-07-14 00:00:00+00:00,-0.04721652237947438,1.2742143967164843,0.0,0.0,1.0,False
2021-07-15 00:00:00+00:00,-0.016321722198304522,1.2534170233121977,0.0,0.0,1.0,False
2021-07-16 00:00:00+00:00,-0.038114945788868426,1.2056431014178084,0.0,0.0,1.0,False
2021-07-19 00:00:00+00:00,-0.04374977676356784,1.1528964848742438,0.0,0.0,1.0,False
2021-07-20 00:00:00+00:00,0.08993461952765114,1.2565817915961752,0.0,0.0,1.0,False
2021-07-21 00:00:00+00:00,0.05372989974145259,1.3240978052755725,0.0,0.0,1.0,False
2021-07-22 00:00:00+00:00,-0.04860015986609412,1.2597464402608354,0.0,0.0,1.0,False
2021-07-23 00:00:00+00:00,0.013398825747562348,1.2766255633000023,0.0,0.0,1.0,False
2021-07-26 00:00:00+00:00,0.010152446454654962,1.2895864359740494,0.0,0.0,1.0,False
2021-07-27 00:00:00+00:00,-0.03505914335861848,1.2443746402419054,0.0,0.0,1.0,False
2021-07-28 00:00:00+00:00,0.04456804376518231,1.2998339836684896,0.0,0.0,1.0,False
2021-07-29 00:00:00+00:00,0.022608913955301846,1.3292218183614277,0.0,0.0,1.0,False
2021-07-30 00:00:00+00:00,-0.019727864220084435,1.3029991108104197,0.0,0.0,1.0,False
2021-08-02 00:00:00+00:00,-0.015845668758736164,1.2823522185075902,0.0,0.0,1.0,False
2021-08-03 00:00:00+00:00,0.013515135849567983,1.2996833829477152,0.0,0.0,1.0,False
2021-08-04 00:00:00+00:00,-0.03803339167576225,1.2502520157895851,0.0,0.0,1.0,False
2021-08-05 00:00:00+00:00,0.054484227018872344,1.3183710304486675,0.0,0.0,1.0,False
2021-08-06 00:00:00+00:00,0.01783268878360067,1.3418811307359735,0.0,0.0,1.0,False
2021-08-09 00:00:00+00:00,-0.017183294957269335,1.3188231914689432,0.0,0.0,1.0,False
2021-08-10 00:00:00+00:00,0.006170608359835628,1.3269611328793667,0.0,0.0,1.0,False
2021-08-11 00:00:00+00:00,0.014082950448657705,1.3456486607610014,0.0,0.0,1.0,False
2021-08-12 00:00:00+00:00,-0.0077277720658813776,1.3352497946298818,0.0,0.0,1.0,False
2021-08-13 00:00:00+00:00,-0.027200554571456426,1.2989302597245258,0.0,0.0,1.0,False
2021-08-16 00:00:00+00:00,-0.027265459646941048,1.263514329143816,0.0,0.0,1.0,False
2021-08-17 00:00:00+00:00,-0.03614033974909103,1.2178504920107136,0.0,0.0,1.0,False
2021-08-18 00:00:00+00:00,-0.026481939194495818,1.185599449333299,0.0,0.0,1.0,False
2021-08-19 00:00:00+00:00,-0.03622723564431318,1.1426484587025336,0.0,0.0,1.0,False
2021-08-20 00:00:00+00:00,0.05025054504775461,1.2000671665503126,0.0,0.0,1.0,False
2021-08-23 00:00:00+00:00,0.05726474240524637,1.2687887037118102,0.0,0.0,1.0,False
2021-08-24 00:00:00+00:00,0.02945746198130883,1.306163998713715,0.0,0.0,1.0,False
2021-08-25 00:00:00+00:00,0.01084561887440083,1.3203301556312275,0.0,0.0,1.0,False
2021-08-26 00:00:00+00:00,-0.031274985239315156,1.2790368495028381,0.0,0.0,1.0,False
2021-08-27 00:00:00+00:00,0.0835395748502159,1.3858870441280648,0.0,0.0,1.0,False
2021-08-30 00:00:00+00:00,-0.012505466815319721,1.3685558796879398,0.0,0.0,1.0,False
2021-08-31 00:00:00+00:00,0.005946371303654052,1.3766938210983632,0.0,0.0,1.0,False
2021-09-01 00:00:00+00:00,0.02014256893260291,1.4044239712889255,0.0,0.0,1.0,False
2021-09-02 00:00:00+00:00,0.020173618803317916,1.4327562851239501,0.0,0.0,1.0,False
2021-09-03 00:00:00+00:00,-0.0134635950191494,1.4134662347399003,0.0,0.0,1.0,False
2021-09-07 00:00:00+00:00,-0.0208978712669059,1.3839277993261876,0.0,0.0,1.0,False
2021-09-08 00:00:00+00:00,-0.033104730966095675,1.3381132418529933,0.0,0.0,1.0,False
2021-09-09 00:00:00+00:00,-0.0002250047401177735,1.337812160030762,0.0,0.0,1.0,False
2021-09-10 00:00:00+00:00,-0.02996509093328148,1.2977244970037904,0.0,0.0,1.0,False
2021-09-13 00:00:00+00:00,0.017187267111060445,1.3200288345703612,0.0,0.0,1.0,False
2021-09-14 00:00:00+00:00,-0.0388174330110207,1.2687887037118106,0.0,0.0,1.0,False
2021-09-15 00:00:00+00:00,0.03230806245903595,1.309780808398651,0.0,0.0,1.0,False
2021-09-16 00:00:00+00:00,-0.0035668961062966797,1.3051089563330718,0.0,0.0,1.0,False
2021-09-17 00:00:00+00:00,0.0018475746343895594,1.3075202425359074,0.0,0.0,1.0,False
2021-09-20 00:00:00+00:00,-0.07019363300245418,1.215740646488062,0.0,0.0,1.0,False
2021-09-21 00:00:00+00:00,0.0064460623172488685,1.2235773864569366,0.0,0.0,1.0,False
2021-09-22 00:00:00+00:00,0.0445865881546923,1.2781325274622868,0.0,0.0,1.0,False
2021-09-23 00:00:00+00:00,0.05388525466679872,1.3470050242025111,0.0,0.0,1.0,False
2021-09-24 00:00:00+00:00,-0.013761409637799926,1.3284683362802858,0.0,0.0,1.0,False
2021-09-27 00:00:00+00:00,0.04322173609989943,1.3858870441280648,0.0,0.0,1.0,False
2021-09-28 00:00:00+00:00,-0.06676821039662906,1.2933538463797598,0.0,0.0,1.0,False
2021-09-29 00:00:00+00:00,-0.005709450457532017,1.285969506669796,0.0,0.0,1.0,False
2021-09-30 00:00:00+00:00,-0.028477793207526636,1.2493479329876684,0.0,0.0,1.0,False
2021-10-01 00:00:00+00:00,-0.006656006546509607,1.2410322649668344,2.0,0.001,0.0,True
2021-10-04 00:00:00+00:00,0.007406749736520335,1.250224280368391,0.0,0.0,0.0,False
2021-10-05 00:00:00+00:00,0.004062336368285957,1.2553031119310456,0.0,0.0,0.0,False
2021-10-06 00:00:00+00:00,-0.002368172659706458,1.252330337421726,0.0,0.0,0.0,False
2021-10-07 00:00:00+00:00,0.0045048888839774315,1.257971946437845,0.0,0.0,0.0,False
2021-10-08 00:00:00+00:00,0.007155940217005496,1.2669739184812243,0.0,0.0,0.0,False
2021-10-11 00:00:00+00:00,0.0006639001149355006,1.2678150626113243,0.0,0.0,0.0,False
2021-10-12 00:00:00+00:00,-0.01170177458641003,1.2529793765313912,0.0,0.0,0.0,False
2021-10-13 00:00:00+00:00,0.008541547795417603,1.2636817597627066,0.0,0.0,0.0,False
2021-10-14 00:00:00+00:00,-0.0018313371795561917,1.261367532372926,0.0,0.0,0.0,False
2021-10-15 00:00:00+00:00,-0.010643936623664474,1.2479416162992005,0.0,0.0,0.0,False
2021-10-18 00:00:00+00:00,-0.006825130078851216,1.2394242524371466,0.0,0.0,0.0,False
2021-10-19 00:00:00+00:00,0.01623317957233572,1.259544048893267,0.0,0.0,0.0,False
2021-10-20 00:00:00+00:00,0.016117613263228914,1.2798448927613304,0.0,0.0,0.0,False
2021-10-21 00:00:00+00:00,0.0003770433594643685,1.2803274497792905,0.0,0.0,0.0,False
2021-10-22 00:00:00+00:00,-0.005661928822047746,1.273078326889726,0.0,0.0,0.0,False
2021-10-25 00:00:00+00:00,0.008889286690843212,1.2843950851173478,0.0,0.0,0.0,False
2021-10-26 00:00:00+00:00,-0.015500629973928037,1.264486152162612,0.0,0.0,0.0,False
2021-10-27 00:00:00+00:00,-0.015101459571565001,1.2453905656569244,0.0,0.0,0.0,False
2021-10-28 00:00:00+00:00,0.003454206419955752,1.249692401744169,0.0,0.0,0.0,False
2021-10-29 00:00:00+00:00,-0.012267147425296443,1.2343622408157005,0.0,0.0,0.0,False
2021-11-01 00:00:00+00:00,0.0760055262248599,1.328180592480995,2.0,0.001,1.0,True
2021-11-02 00:00:00+00:00,0.006572097325657111,1.3369095246008291,0.0,0.0,1.0,False
2021-11-03 00:00:00+00:00,0.05312632289886854,1.4079346116913456,0.0,0.0,1.0,False
2021-11-04 00:00:00+00:00,-0.0015030528944430799,1.4058184114980563,0.0,0.0,1.0,False
2021-11-05 00:00:00+00:00,0.04243118229842202,1.4654689487948085,0.0,0.0,1.0,False
2021-11-08 00:00:00+00:00,0.00938613629880547,1.4792240400898637,0.0,0.0,1.0,False
2021-11-09 00:00:00+00:00,-0.01824037753816543,1.4522424351350942,0.0,0.0,1.0,False
2021-11-10 00:00:00+00:00,-0.047449771669032415,1.3833338631798544,0.0,0.0,1.0,False
2021-11-11 00:00:00+00:00,0.02447659887068676,1.4171931712531451,0.0,0.0,1.0,False
2021-11-12 00:00:00+00:00,0.002333112387925995,1.42049964219708,0.0,0.0,1.0,False
2021-11-15 00:00:00+00:00,-0.011638629937344103,1.4039669725354185,0.0,0.0,1.0,False
2021-11-16 00:00:00+00:00,0.004898539859605311,1.4108443607119525,0.0,0.0,1.0,False
2021-11-17 00:00:00+00:00,-0.03843623912575023,1.3566168094944118,0.0,0.0,1.0,False
2021-11-18 00:00:00+00:00,-0.012771715158165553,1.3392904860247699,0.0,0.0,1.0,False
2021-11-19 00:00:00+00:00,-0.027256600569845357,1.3027859802001986,0.0,0.0,1.0,False
2021-11-22 00:00:00+00:00,-0.01279185570789343,1.2861209299232113,0.0,0.0,1.0,False
2021-11-23 00:00:00+00:00,-0.005244948035785124,1.2793752924780284,0.0,0.0,1.0,False
2021-11-24 00:00:00+00:00,0.0029980049678459686,1.283210865960617,0.0,0.0,1.0,False
2021-11-26 00:00:00+00:00,-0.10915253948869974,1.1431451412415221,0.0,0.0,1.0,False
2021-11-29 00:00:00+00:00,-0.006247714457996656,1.1360030968149988,0.0,0.0,1.0,False
2021-11-30 00:00:00+00:00,-0.05937832395502474,1.0685491369184064,0.0,0.0,1.0,False
2021-12-01 00:00:00+00:00,-0.0024813949867136245,1.0658976444469999,2.0,0.001,0.0,True
2021-12-02 00:00:00+00:00,-0.007902500675429303,1.0574743875918189,0.0,0.0,0.0,False
2021-12-03 00:00:00+00:00,-0.0032367737234164085,1.0540515822808758,0.0,0.0,0.0,False
2021-12-06 00:00:00+00:00,0.011585640622224669,1.0662634451104693,0.0,0.0,0.0,False
2021-12-07 00:00:00+00:00,0.011500546689711011,1.0785260576444946,0.0,0.0,0.0,False
2021-12-08 00:00:00+00:00,0.016038542107401077,1.0958240432339552,0.0,0.0,0.0,False
2021-12-09 00:00:00+00:00,-0.011421097879048103,1.0833085295779659,0.0,0.0,0.0,False
2021-12-10 00:00:00+00:00,0.0063498852894423585,1.0901874144738604,0.0,0.0,0.0,False
2021-12-13 00:00:00+00:00,-0.010866870883330326,1.078340488602141,0.0,0.0,0.0,False
2021-12-14 00:00:00+00:00,-0.007351579932654506,1.0704129823055648,0.0,0.0,0.0,False
2021-12-15 00:00:00+00:00,0.01270576131060952,1.0840133941625172,0.0,0.0,0.0,False
2021-12-16 00:00:00+00:00,0.012477874755859375,1.097539577528551,0.0,0.0,0.0,False
2021-12-17 00:00:00+00:00,-0.01293037275405201,1.083347981678782,0.0,0.0,0.0,False
2021-12-20 00:00:00+00:00,0.002346302787248844,1.0858898440677553,0.0,0.0,0.0,False
2021-12-21 00:00:00+00:00,0.0041792419580130025,1.0904280404658633,0.0,0.0,0.0,False
2021-12-22 00:00:00+00:00,0.0050987543091101095,1.0959878651359631,0.0,0.0,0.0,False
2021-12-23 00:00:00+00:00,0.010089336856480169,1.1070456558979345,0.0,0.0,0.0,False
2021-12-27 00:00:00+00:00,-0.0004955380181137503,1.1064970726876493,0.0,0.0,0.0,False
2021-12-28 00:00:00+00:00,-8.11219514998962e-05,1.106407311485784,0.0,0.0,0.0,False
2021-12-29 00:00:00+00:00,0.009515168518011874,1.1169349635041317,0.0,0.0,0.0,False
2021-12-30 00:00:00+00:00,-0.0003279285308725455,1.1165686886624695,0.0,0.0,0.0,False
2021-12-31 00:00:00+00:00,0.004800810753870011,1.1219291236304347,0.0,0.0,0.0,False
2022-01-03 00:00:00+00:00,0.01003849287138081,1.1331916011401935,0.0,0.0,0.0,False
2022-01-04 00:00:00+00:00,0.011645582292357126,1.1463882771842795,0.0,0.0,0.0,False
2022-01-05 00:00:00+00:00,0.0022426739186080513,1.1489592522741188,0.0,0.0,0.0,False
2022-01-06 00:00:00+00:00,-0.013999383044121017,1.1328745315994466,0.0,0.0,0.0,False
2022-01-07 00:00:00+00:00,0.01048534006718882,1.144753106316724,0.0,0.0,0.0,False
2022-01-10 00:00:00+00:00,0.0007031748593340215,1.1455580679212305,0.0,0.0,0.0,False
2022-01-11 00:00:00+00:00,0.005225546687419813,1.1515442350883034,0.0,0.0,0.0,False
2022-01-12 00:00:00+00:00,0.0059892313973027855,1.1584410999764772,0.0,0.0,0.0,False
2022-01-13 00:00:00+00:00,-0.011775766628460915,1.1447995679303367,0.0,0.0,0.0,False
2022-01-14 00:00:00+00:00,0.011941425653163806,1.1584701068585508,0.0,0.0,0.0,False
2022-01-18 00:00:00+00:00,0.013059284515409109,1.173598897586613,0.0,0.0,0.0,False
2022-01-19 00:00:00+00:00,0.00893715795323663,1.184087536308089,0.0,0.0,0.0,False
2022-01-20 00:00:00+00:00,-0.00866276733839566,1.173830061472758,0.0,0.0,0.0,False
2022-01-21 00:00:00+00:00,-0.015694272678052956,1.155407652410309,0.0,0.0,0.0,False
2022-01-24 00:00:00+00:00,0.013722626187247733,1.1712628797182212,0.0,0.0,0.0,False
2022-01-25 00:00:00+00:00,0.005677710301507655,1.1779129710361709,0.0,0.0,0.0,False
2022-01-26 00:00:00+00:00,-0.0054838274354598315,1.1714534995690187,0.0,0.0,0.0,False
2022-01-27 00:00:00+00:00,-0.030789739232420343,1.1353847517943823,0.0,0.0,0.0,False
2022-01-28 00:00:00+00:00,-0.0042231572126790184,1.130589843490676,0.0,0.0,0.0,False
2022-01-31 00:00:00+00:00,0.011253827039186315,1.143313306041581,0.0,0.0,0.0,False
2022-02-01 00:00:00+00:00,0.003204085387131017,1.146976579498381,0.0,0.0,0.0,False
2022-02-02 00:00:00+00:00,0.0003485714501202386,1.1473763827879508,0.0,0.0,0.0,False
2022-02-03 00:00:00+00:00,0.0066017316836022855,1.154951053807219,0.0,0.0,0.0,False
2022-02-04 00:00:00+00:00,0.01622061735464808,1.1736850729143733,0.0,0.0,0.0,False
2022-02-07 00:00:00+00:00,0.007227136155267322,1.1821674547397303,0.0,0.0,0.0,False
2022-02-08 00:00:00+00:00,0.009832914881382493,1.1937916066977265,0.0,0.0,0.0,False
2022-02-09 00:00:00+00:00,0.0010369866893391033,1.195029552703717,0.0,0.0,0.0,False
2022-02-10 00:00:00+00:00,0.011992626459791766,1.2093610957377048,0.0,0.0,0.0,False
2022-02-11 00:00:00+00:00,0.004526161940101026,1.2148348599010719,0.0,0.0,0.0,False
2022-02-14 00:00:00+00:00,0.018016258872462387,1.2367216392243412,0.0,0.0,0.0,False
