open_time,IWM,TNA,TBT,UGL
2009-01-02 00:00:00+00:00,39.69800567626953,7.32426118850708,130.18115234375,7.849999904632568
2009-01-05 00:00:00+00:00,39.84028625488281,7.464992046356201,138.5928497314453,7.537499904632568
2009-01-06 00:00:00+00:00,40.51218032836914,7.830085277557373,140.0281982421875,7.642499923706055
2009-01-07 00:00:00+00:00,39.31857681274414,7.114177703857422,139.52748107910156,7.199999809265137
2009-01-08 00:00:00+00:00,39.50825881958008,7.25695276260376,139.2938232421875,7.497499942779541
2009-01-09 00:00:00+00:00,38.04588317871094,6.424788951873779,139.16033935546875,7.40749979019165
2009-01-12 00:00:00+00:00,36.91550064086914,5.847579479217529,134.58731079101562,6.837500095367432
2009-01-13 00:00:00+00:00,37.405601501464844,6.0800957679748535,135.22149658203125,6.867499828338623
2009-01-14 00:00:00+00:00,35.76140594482422,5.282604694366455,130.1143798828125,6.699999809265137
2009-01-15 00:00:00+00:00,36.33845520019531,5.582428932189941,129.34666442871094,6.804999828338623
2009-01-16 00:00:00+00:00,36.74159622192383,5.704805374145508,133.7861328125,7.207499980926514
2009-01-20 00:00:00+00:00,34.25157165527344,4.574859142303467,134.6206817626953,7.517499923706055
2009-01-21 00:00:00+00:00,35.95902633666992,5.217336177825928,142.9989776611328,7.442500114440918
2009-01-22 00:00:00+00:00,34.91558837890625,4.784938335418701,147.00457763671875,7.517499923706055
2009-01-23 00:00:00+00:00,35.0894889831543,4.868562698364258,149.27439880371094,8.177499771118164
2009-01-26 00:00:00+00:00,35.4847297668457,5.001138687133789,152.2451934814453,8.262499809265137
2009-01-27 00:00:00+00:00,35.8720817565918,5.178584098815918,145.53585815429688,8.147500038146973
2009-01-28 00:00:00+00:00,37.35026168823242,5.7741522789001465,151.0435333251953,7.980000019073486
2009-01-29 00:00:00+00:00,35.88786697387695,5.141870975494385,159.5220184326172,8.375
2009-01-30 00:00:00+00:00,35.16064453125,4.827769756317139,159.55535888671875,8.699999809265137
2009-02-02 00:00:00+00:00,35.44521713256836,4.9644246101379395,153.2132110595703,8.199999809265137
2009-02-03 00:00:00+00:00,35.69816589355469,5.050087928771973,160.62351989746094,8.170000076293945
2009-02-04 00:00:00+00:00,35.43729782104492,4.937909126281738,161.8251953125,8.274999618530273
2009-02-05 00:00:00+00:00,35.84834671020508,5.088840961456299,160.62351989746094,8.467499732971191
2009-02-06 00:00:00+00:00,37.12103271484375,5.647696495056152,162.92674255371094,8.380000114440918
2009-02-09 00:00:00+00:00,36.95503234863281,5.590586185455322,162.29251098632812,8.095000267028809
2009-02-10 00:00:00+00:00,35.247596740722656,4.876721382141113,154.54837036132812,8.457500457763672
2009-02-11 00:00:00+00:00,35.38197326660156,4.893037796020508,150.7431182861328,8.852499961853027
2009-02-12 00:00:00+00:00,35.68235778808594,5.001138687133789,153.41346740722656,9.0024995803833
2009-02-13 00:00:00+00:00,35.31081771850586,4.8400092124938965,159.25491333007812,8.907500267028809
2009-02-17 00:00:00+00:00,33.911651611328125,4.295431613922119,151.07688903808594,9.482500076293945
2009-02-18 00:00:00+00:00,33.42948532104492,4.101667404174805,153.04632568359375,9.760000228881836
2009-02-19 00:00:00+00:00,32.963096618652344,3.926260232925415,158.12002563476562,9.522500038146973
2009-02-20 00:00:00+00:00,32.52042007446289,3.765130043029785,154.91558837890625,9.907500267028809
2009-02-23 00:00:00+00:00,31.271461486816406,3.326612949371338,152.37867736816406,9.867500305175781
2009-02-24 00:00:00+00:00,32.42557144165039,3.6917049884796143,150.7431182861328,9.289999961853027
2009-02-25 00:00:00+00:00,31.75365447998047,3.442871332168579,155.38290405273438,8.97249984741211
