symbol,alpha_name,fold,start_time,end_time,observations,fold_ic,fold_ic_observations,fold_sharpe,fold_return,fold_pnl_sum,fold_turnover,fold_max_drawdown
BTCUSDT,A01_ts_momentum_12,1,2022-09-04 13:00:00+00:00,2023-05-06 22:00:00+00:00,5866,0.002805283470787177,5864,-8.320203133565183,-0.7918316504172418,-1.543457608068532,0.09854284956041529,-0.7960747765241667
BTCUSDT,A01_ts_momentum_12,2,2023-05-06 22:00:00+00:00,2024-01-06 08:00:00+00:00,5867,0.015830393184630108,5865,-11.14226623410616,-0.7963879921952073,-1.576426245824606,0.10451637184479962,-0.7963879921952073
BTCUSDT,A01_ts_momentum_12,3,2024-01-06 08:00:00+00:00,2024-09-06 18:00:00+00:00,5867,0.009852507369453312,5865,-9.19788134345698,-0.796976527012712,-1.5724070326158943,0.10422969645017406,-0.800230098205776
BTCUSDT,A01_ts_momentum_12,4,2024-09-06 18:00:00+00:00,2025-05-09 03:00:00+00:00,5866,-0.005386218448909306,5864,-10.268842356313968,-0.8359766361210227,-1.7849008995904547,0.11069596248934373,-0.8414323898626412
BTCUSDT,A01_ts_momentum_12,5,2025-05-09 03:00:00+00:00,2026-01-08 13:00:00+00:00,5867,-0.002932831788525213,5865,-16.165334135505304,-0.8514837859871072,-1.8964572859171882,0.10298833705984464,-0.8529082263548332
BTCUSDT,A01_ts_momentum_12,6,2026-01-08 13:00:00+00:00,2026-09-09 23:00:00+00:00,5865,-0.0018321589319426354,5865,-13.058263755356784,-0.8371426083110171,-1.8004411850663584,0.1038588176142085,-0.8371426083110171
BTCUSDT,A01_ts_momentum_24,1,2022-09-04 13:00:00+00:00,2023-05-06 22:00:00+00:00,5866,0.012935743406809438,5864,-5.174347140416199,-0.6720354341525066,-1.0821352992077073,0.08110357684326618,-0.6830157166417734
BTCUSDT,A01_ts_momentum_24,2,2023-05-06 22:00:00+00:00,2024-01-06 08:00:00+00:00,5867,-0.009562170265042764,5865,-9.514704767974113,-0.7786160061684102,-1.4894137173506923,0.08728694435372954,-0.7813616435851792
BTCUSDT,A01_ts_momentum_24,3,2024-01-06 08:00:00+00:00,2024-09-06 18:00:00+00:00,5867,-0.0036797877854641723,5865,-7.720802271105537,-0.7705034656616268,-1.4455034558726458,0.08404631151697348,-0.7795582650624305
BTCUSDT,A01_ts_momentum_24,4,2024-09-06 18:00:00+00:00,2025-05-09 03:00:00+00:00,5866,-0.016079765962367203,5864,-6.741551801437416,-0.731583432518792,-1.2877948314604233,0.08218079246626794,-0.7479019381680168
BTCUSDT,A01_ts_momentum_24,5,2025-05-09 03:00:00+00:00,2026-01-08 13:00:00+00:00,5867,-0.013346837883159544,5865,-12.217528749561332,-0.8009852116723143,-1.6013098006920887,0.08373938986352042,-0.8074772333426038
BTCUSDT,A01_ts_momentum_24,6,2026-01-08 13:00:00+00:00,2026-09-09 23:00:00+00:00,5865,0.014519633075631163,5865,-8.684281764214907,-0.7430712816133876,-1.3410267036891546,0.08128852538312067,-0.7573596449033095
BTCUSDT,A01_ts_momentum_48,1,2022-09-04 13:00:00+00:00,2023-05-06 22:00:00+00:00,5866,0.00986032386464164,5864,-3.8207046426588978,-0.5857082238606603,-0.84460648319849,0.06755329984892747,-0.6249037126725309
