symbol,alpha_name,direction,passed,median_fold_ic,positive_fold_ratio,max_fold_pnl_ratio,max_year_pnl_ratio,cost_drag_ratio,total_pnl,total_observations,min_fold_observations,check__折IC中位数为正,check__至少60%的折IC为正,check__单折PnL占比不超过50%,check__单一日历年PnL占比不超过60%,check__扣费后成本侵蚀比例不超过70%,check__总有效样本不少于1000根K线,check__每折样本不少于30根K线
BTCUSDT,A01_ts_momentum_12,trend,False,0.0004865622694222708,0.5,inf,inf,0.27643722908273166,-16.38091764305981,58605,5865,True,False,False,False,True,True,True
BTCUSDT,A01_ts_momentum_24,trend,False,-0.0066209790252534685,0.3333333333333333,inf,inf,0.18517480518173973,-12.994471625178566,58605,5865,False,False,False,False,True,True,True
BTCUSDT,A01_ts_momentum_48,trend,False,0.003619220437587159,0.5,inf,inf,0.12446138043278879,-8.715017443159859,58605,5865,True,False,False,False,True,True,True
BTCUSDT,A01_ts_momentum_72,trend,False,-0.0024200271276607335,0.5,inf,inf,0.09229413753957237,-5.823035918673575,58581,5865,False,False,False,False,True,True,True
BTCUSDT,A01_ts_momentum_120,trend,False,-0.001302784015691631,0.3333333333333333,inf,1.0,0.07199216830114231,-4.983698391420785,58533,5865,False,False,False,False,True,True,True
BTCUSDT,A16_momentum_ensemble,trend,False,0.002334829721297435,0.5,inf,inf,0.1486716683173924,-7.773345497055235,58605,5865,True,False,False,False,True,True,True
BTCUSDT,A02_ema_distance_20,trend,False,0.006588428247526387,0.6666666666666666,inf,inf,0.29080371459732657,-9.845048088645484,58634,5865,True,True,False,False,True,True,True
BTCUSDT,A02_ema_distance_50,trend,False,0.005250970587151223,0.6666666666666666,inf,inf,0.1729997512049356,-8.09930209311377,58604,5865,True,True,False,False,True,True,True
BTCUSDT,A02_ema_distance_100,trend,False,0.004276947624997992,0.5,inf,inf,0.10944653674116551,-5.441280295676092,58554,5865,True,False,False,False,True,True,True
BTCUSDT,A03_donchian_breakout_20,trend,False,0.001055900422644148,0.6666666666666666,inf,inf,0.8998548245688287,-3.661391037842876,58654,5865,True,True,False,False,False,True,True
BTCUSDT,A08_trend_quality,trend,False,0.008739447317787207,0.6666666666666666,inf,1.0,0.12405259269365138,-0.7706342956189648,58594,5865,True,True,False,False,True,True,True
BTCUSDT,A09_efficiency_ratio_20,trend,False,0.00905544703309008,0.6666666666666666,inf,inf,0.2369776223537387,-5.820373956599696,58633,5865,True,True,False,False,True,True,True
BTCUSDT,A04_short_reversion_1,mean_reversion,False,0.013595562479215322,0.6666666666666666,inf,inf,0.9300460372647077,-34.664587494250796,58553,5865,True,True,False,False,False,True,True
BTCUSDT,A04_short_reversion_2,mean_reversion,False,0.004784725929586108,0.8333333333333334,inf,inf,0.6427043846457744,-24.45534519262374,58552,5865,True,True,False,False,True,True,True
BTCUSDT,A04_short_reversion_3,mean_reversion,False,0.005933688228980135,0.8333333333333334,inf,inf,0.5189583853895394,-20.07869100419554,58551,5865,True,True,False,False,True,True,True
BTCUSDT,A04_short_reversion_6,mean_reversion,False,0.0012997377904421497,0.5,inf,inf,0.3663229801545452,-14.825753088084078,58548,5865,True,False,False,False,True,True,True
BTCUSDT,A05_bollinger_reversion_20,mean_reversion,False,-0.006770806390083909,0.3333333333333333,inf,inf,0.2841085016151494,-15.40135547017428,58634,5865,False,False,False,False,True,True,True
BTCUSDT,A06_rsi_reversion_14,mean_reversion,False,-0.006105919675803468,0.3333333333333333,inf,inf,0.23087598707235643,-12.703151791744585,58639,5865,False,False,False,False,True,True,True
