timestamp,funding_rate,active,notional,turnover,trading_cost,financing_cost,net_pnl,equity,rebalanced,date
2016-09-12 04:00:00+00:00,0.001351,1.0,40000.0,4.0,0.006,0.0002190280629705681,-0.0008150280629705131,0.9991849719370295,True,2016-09-12 00:00:00+00:00
2016-09-12 12:00:00+00:00,-0.00016200000000000003,1.0,40000.0,0.0,0.0,0.00021920672260107975,-0.0008677352915843484,0.998317943874059,False,2016-09-12 00:00:00+00:00
2016-09-12 20:00:00+00:00,-0.000634,1.0,40000.0,0.0,0.0,0.00021939710120866984,-0.002759669982770774,0.9955629158110884,False,2016-09-12 00:00:00+00:00
2016-09-13 04:00:00+00:00,-0.000321,1.0,40000.0,0.0,0.0,0.0002200042403067266,-0.0015097268480979142,0.9940598877481177,False,2016-09-13 00:00:00+00:00
2016-09-13 12:00:00+00:00,9.2e-05,1.0,40000.0,0.0,0.0,0.00022033688882340963,0.00014986213493317635,0.9942088596851473,False,2016-09-13 00:00:00+00:00
2016-09-13 20:00:00+00:00,0.000146,1.0,40000.0,0.0,0.0,0.0002203038736145757,0.00036709785220079283,0.9945738316221766,False,2016-09-13 00:00:00+00:00
2016-09-14 04:00:00+00:00,-7.799999999999994e-05,1.0,40000.0,0.0,0.0,0.00022022303021317928,-0.0005339252311762355,0.994042803559206,False,2016-09-14 00:00:00+00:00
2016-09-14 12:00:00+00:00,-0.0005,1.0,40000.0,0.0,0.0,0.00022034067565936824,-0.0022323264702739376,0.9918237754962355,False,2016-09-14 00:00:00+00:00
2016-09-14 20:00:00+00:00,-0.0005560000000000001,1.0,40000.0,0.0,0.0,0.00022083364845834898,-0.00246316747322195,0.9893807474332649,False,2016-09-14 00:00:00+00:00
2016-09-15 04:00:00+00:00,-0.00046100000000000004,1.0,40000.0,0.0,0.0,0.0002213789418672126,-0.0020851710206840623,0.9873177193702942,False,2016-09-15 00:00:00+00:00
2016-09-15 12:00:00+00:00,-0.000383,1.0,40000.0,0.0,0.0,0.00022184151937459703,-0.0017735203456972215,0.9855666913073237,False,2016-09-15 00:00:00+00:00
