year,return
2016,0.0896975662874202
2017,0.36479553978385315
2018,-0.11178415021392996
2019,-0.16331563196557342
2020,-0.06831128159348276
2021,-0.08897595557437032
2022,-0.43669218752391004
2023,-0.2642915605085435
2024,-0.12212696588022087
2025,-0.22565036417849804
2026,-0.27925676600421123
