timestamp,symbol,fundingInterval,fundingRate,fundingRateDaily
2016-05-14 12:00:00+00:00,XBTUSD,2000-01-02T00:00:00.000Z,0.0006900000000000001,0.0006900000000000001
2016-05-15 12:00:00+00:00,XBTUSD,2000-01-02T00:00:00.000Z,0.000516,0.000516
2016-05-16 12:00:00+00:00,XBTUSD,2000-01-02T00:00:00.000Z,0.000451,0.000451
2016-05-17 12:00:00+00:00,XBTUSD,2000-01-02T00:00:00.000Z,0.000454,0.000454
2016-05-18 12:00:00+00:00,XBTUSD,2000-01-02T00:00:00.000Z,0.00044300000000000003,0.00044300000000000003
2016-05-19 12:00:00+00:00,XBTUSD,2000-01-02T00:00:00.000Z,0.000427,0.000427
2016-05-20 12:00:00+00:00,XBTUSD,2000-01-02T00:00:00.000Z,0.000424,0.000424
2016-05-21 12:00:00+00:00,XBTUSD,2000-01-02T00:00:00.000Z,0.00042,0.00042
2016-05-22 12:00:00+00:00,XBTUSD,2000-01-02T00:00:00.000Z,0.0004,0.0004
2016-05-23 12:00:00+00:00,XBTUSD,2000-01-02T00:00:00.000Z,0.000354,0.000354
2016-05-24 12:00:00+00:00,XBTUSD,2000-01-02T00:00:00.000Z,0.000373,0.000373
2016-05-25 12:00:00+00:00,XBTUSD,2000-01-02T00:00:00.000Z,0.00031800000000000003,0.00031800000000000003
2016-05-26 12:00:00+00:00,XBTUSD,2000-01-02T00:00:00.000Z,0.00032500000000000004,0.00032500000000000004
2016-05-27 12:00:00+00:00,XBTUSD,2000-01-02T00:00:00.000Z,0.000342,0.000342
2016-05-28 12:00:00+00:00,XBTUSD,2000-01-02T00:00:00.000Z,0.00035,0.00035
2016-05-29 12:00:00+00:00,XBTUSD,2000-01-02T00:00:00.000Z,0.002588,0.002588
2016-05-30 12:00:00+00:00,XBTUSD,2000-01-02T00:00:00.000Z,0.007045999999999999,0.007045999999999999
2016-05-31 12:00:00+00:00,XBTUSD,2000-01-02T00:00:00.000Z,0.0029600000000000004,0.0029600000000000004
2016-06-01 12:00:00+00:00,XBTUSD,2000-01-02T00:00:00.000Z,0.001285,0.001285
2016-06-02 12:00:00+00:00,XBTUSD,2000-01-02T00:00:00.000Z,0.0009739999999999999,0.0009739999999999999
2016-06-03 12:00:00+00:00,XBTUSD,2000-01-02T00:00:00.000Z,0.0009339999999999999,0.0009339999999999999
2016-06-04 12:00:00+00:00,XBTUSD,2000-01-02T00:00:00.000Z,0.000788,0.000788
2016-06-04 20:00:00+00:00,XBTUSD,2000-01-01T08:00:00.000Z,0.0002496666666666667,0.0007490000000000001
2016-06-05 04:00:00+00:00,XBTUSD,2000-01-01T08:00:00.000Z,0.00024233333333333333,0.000727
2016-06-05 12:00:00+00:00,XBTUSD,2000-01-01T08:00:00.000Z,0.00023733333333333332,0.000712
2016-06-05 20:00:00+00:00,XBTUSD,2000-01-01T08:00:00.000Z,0.00023433333333333336,0.0007030000000000001
2016-06-06 04:00:00+00:00,XBTUSD,2000-01-01T08:00:00.000Z,0.00022899999999999998,0.0006869999999999999
2016-06-06 12:00:00+00:00,XBTUSD,2000-01-01T08:00:00.000Z,0.0002403333333333333,0.000721
2016-06-06 20:00:00+00:00,XBTUSD,2000-01-01T08:00:00.000Z,0.0002466666666666666,0.0007399999999999999
2016-06-07 04:00:00+00:00,XBTUSD,2000-01-01T08:00:00.000Z,0.00020366666666666667,0.000611
2016-06-07 12:00:00+00:00,XBTUSD,2000-01-01T08:00:00.000Z,0.00021133333333333334,0.000634
2016-06-07 20:00:00+00:00,XBTUSD,2000-01-01T08:00:00.000Z,0.00020366666666666667,0.000611
2016-06-08 04:00:00+00:00,XBTUSD,2000-01-01T08:00:00.000Z,0.00018766666666666666,0.0005629999999999999
2016-06-08 12:00:00+00:00,XBTUSD,2000-01-01T08:00:00.000Z,0.00017066666666666665,0.000512
2016-06-08 20:00:00+00:00,XBTUSD,2000-01-01T08:00:00.000Z,0.00017166666666666665,0.0005149999999999999
