date,TSMOM,TSMOM_CM,TSMOM_EQ,TSMOM_FI,TSMOM_FX
1985-01-31,0.043456226781221075,-0.013041584236260083,0.15337570278299956,-0.01562503862343783,0.05604078960474839
1985-02-28,0.03765215356737468,0.046228734058128475,0.043060846514589725,-0.19381489732298973,0.09931587683274647
1985-03-29,-0.05196998546310775,-0.08157232330588625,0.032803406661819995,0.0710454105540114,-0.11708537777213862
1985-04-30,0.03941048973341262,0.05949856209050384,0.024412726163017165,0.047499610957570146,0.01950433616394415
1985-05-31,0.06454395827374501,0.04706175816643475,0.12121608523347066,0.1445235800753764,0.020146439272096504
1985-06-28,0.01304467900760237,0.049775661897289866,0.006911611224904009,0.0015175697831361313,-0.03360962474841634
1985-07-31,-0.02981619823377091,0.030891895263651475,-0.022340544255779367,-0.011158157686903234,-0.13270442581235403
1985-08-30,0.060064939174258626,0.05975471538755856,0.0663177705499987,0.15859799757421258,0.022996298522519
1985-09-30,0.01340135792923358,0.036495043414132844,-0.009475354516874777,0.1455678374587692,-0.04813712914004593
1985-10-31,0.010463696559356035,-0.010125031678518633,0.12472422145041369,-0.18149966827923755,0.019639183527406002
1985-11-29,0.04717054427337577,0.0004877569274935292,0.11208971706903485,0.07423632469873458,0.059483418887001906
1985-12-31,0.016517745244068578,-0.017211829575466533,0.10641665323687222,0.09593033734541165,-0.026782937555012515
1986-01-31,-0.025994003356729176,-0.09181619083918083,0.056682431245239945,-0.030755298271864993,0.01231905022051675
1986-02-28,0.08347645141357125,0.01646088195062265,0.16633887878067352,0.22201095772409063,0.07567481631249436
1986-03-31,0.08578082261719819,0.04648811807001356,0.31665396142650587,0.2094179257430959,-0.06637295033203951
1986-04-30,0.0054216117123398215,-0.07765301829937968,0.03637008307616588,0.05534648993978741,0.09294305644658968
1986-05-30,-0.043171227771832875,-0.04234752275276885,-0.003930103690472382,-0.1525135304089013,-0.0283469776809261
1986-06-30,0.03684569296454073,0.03251197156863699,-0.026891669663670792,0.06471411259582219,0.07989859896617969
1986-07-31,0.04413535318158159,0.052074272424594885,-0.038624835521758355,0.014236753310102374,0.10609328918743184
1986-08-29,0.023895583799044197,-0.051783879966362335,0.18623209626405124,0.09879767100032288,-0.009240185921683514
1986-09-30,-0.04079835507643564,0.011446920223204567,-0.08130326243634083,-0.21466833071847669,-0.02069553726341997
1986-10-31,-0.01212162407460912,0.008226230753013753,0.02989622877263414,0.012381369668721193,-0.08606203124683205
1986-11-28,0.037985842051973626,0.012773826612275092,0.03245330664395354,0.08229023143076178,0.06359410581301629
1986-12-31,-0.0031991054093356316,-0.035402840305822345,0.032360194370069637,-0.014496598126499482,0.025827955307699314
1987-01-30,0.06504340233865377,0.022382524686160706,0.07399485883741229,0.09590774987688537,0.11301605477343574
1987-02-27,0.03963961457335937,0.040022472215763334,0.07147993611835546,0.06230195978842704,0.005710538307861172
1987-03-31,0.03636196407511322,0.01168577891998156,0.0596395665934204,0.11490717995163183,0.02524721540012519
1987-04-30,-0.007545980163506987,0.012384626064996147,0.012850640013272845,-0.07171842047564367,-0.022314018335153493
1987-05-29,0.01670510121994715,0.03560404155635332,0.06285337963621535,0.010225817754280468,-0.04458978805873043
1987-06-30,-0.0007456856473660918,0.033594003226017626,0.009398044841092103,-0.14817791969088545,0.010991459458525733
1987-07-31,0.04090986071133506,0.08371366394184436,0.09320345826892258,-0.02958955581086283,-0.030833317644062996
1987-08-31,0.010335099787781694,-0.035350908525061,0.05884645421532567,0.06551621700273856,0.018697205188312874
1987-09-30,0.03973976429226685,0.02466457478571545,0.021956094783564497,0.06892004031027331,0.06235642846683012
1987-10-30,-0.10476669973344238,0.009588223879916086,-0.34765236150451323,-0.20330621001094915,-0.05439466065420346
1987-11-30,0.04530743748000572,0.032791166029736626,0.06054947458111818,0.03213714187343813,0.06027848725371459
1987-12-31,0.01931651308531863,-0.016910416755525175,0.0020150108726750657,0.002723903548494625,0.09794825009454933
1988-01-29,-0.0014019260517299345,-0.01902885342016154,0.03913238875925794,-0.019877496637890717,0.005344424799792931
1988-02-29,0.005699625230105755,0.017045567569652913,-0.05594985661133921,0.02312925003988391,0.025257515502017384
1988-03-31,0.04160840339936713,0.014359903342657205,0.01897207979889093,0.06893376921140135,0.08806642161683126
1988-04-29,0.00208100873027547,-0.012836840501758845,-0.022740430801010215,0.018088065730284937,0.03631348782945598
1988-05-31,0.03404355493229307,0.05274848123725314,-0.005090692315157464,-0.04491218685872574,0.07325597794720363
1988-06-30,-0.013845754111843132,0.011689275466139421,-0.05680515732686611,0.05605672217916955,-0.0570079033445546
1988-07-29,-0.017427499454214058,-0.061638092776589194,-0.04497641972438043,-0.024765398065402348,0.07690324614776549
1988-08-31,0.013678066669842219,0.06467152046456363,0.04974208176702044,-0.08548554291339618,-0.04452777503639782
1988-09-30,0.02146736159764038,0.05193293081794654,-0.07684626890264418,0.05101543824411101,0.032191394884133744
1988-10-31,0.00561130107131572,-0.014975119424987216,-0.05787813276467909,0.11842142705422087,0.02941847924267224
1988-11-30,2.8183490214752105e-06,-0.02742308965550856,-0.05010154327760261,-0.04390625107279689,0.10295997862040462
1988-12-30,0.004343786615692014,-0.01888794811894596,0.06647283056653931,-0.053275727509175495,0.023340340711500412
1989-01-31,0.06326224940850146,-0.011500112772859266,0.12057020246888249,-0.049668974180224514,0.19512063652806647
1989-02-28,-0.05051990462745483,0.0025556024435179217,-0.10589911984340969,0.11625275380796796,-0.17640804196224028
1989-03-31,0.06014872754194759,0.048482230552705646,0.040067275436947436,0.008213174096907186,0.11964954690951768
1989-04-28,0.01250811586508829,0.010811677063655671,0.06166694483759552,-0.054422233264492005,0.011790196802766316
1989-05-31,0.022519250361016013,0.006282169130436403,0.005072036148374363,0.06655563285610373,0.03929518172137111
1989-06-30,-0.003940165648007594,0.002649348314613781,0.018933356772894597,0.00047054243832063414,-0.0337340586143322
1989-07-31,0.04243985041039274,0.07013148644634588,0.1452052510230359,-0.07949087480391732,-0.017513927832193757
1989-08-31,0.032991590302363184,0.020487305390721067,0.029617573602618477,-0.021314977314856865,0.08247383774588174
1989-09-29,0.012356071245912165,0.03793684981381061,-0.027300269206730832,0.0858379801135495,-0.03514552724759679
1989-10-31,-0.02286334558975139,0.0006547718224737776,-0.2092151768271728,0.0870175732501955,0.024723049182318046
1989-11-30,0.02384427127315574,-0.013860797154184234,0.06853923344523409,0.06585891733173131,0.02901541829143083
1989-12-29,0.05801852231135131,0.09382562985975676,0.0826604348796777,-0.018549177963792615,0.021126351071036557
1990-01-31,-0.005223290761440466,0.04019302780748596,-0.07031132431469617,0.16485112314531228,-0.1133536436173419
1990-02-28,0.008065664014458221,-0.028906756800108083,-0.038746818895048184,0.21182781769560324,-0.00016638435425448775
1990-03-30,0.04525255251699139,-0.005663917213888838,0.06486015526316444,0.08762679007877773,0.09422051456126883
1990-04-30,-0.019788446834265925,-0.0425849441840843,-0.07774653609497878,0.07293801772719222,0.0153110500802369
1990-05-31,-0.051238327831546505,-0.014148294994101107,-0.07175657884658122,-0.18337844370969544,-0.03159630302693834
1990-06-29,0.010280956840806663,0.006323660820212606,-0.0062538349257069544,-0.021350852950658628,0.045093448929081265
1990-07-31,0.04599715710454969,0.0751512849654004,0.009900159899208612,-0.00918061291499887,0.05206857691691189
1990-08-31,0.12016914509135777,0.14624545335491318,0.16799561751772243,0.14275779224836227,0.029544453420489742
1990-09-28,0.05110985658407175,0.04649325017614661,0.1424915204723824,0.054330482974713795,-0.011342360514273687
1990-10-31,-0.041256902790254145,0.00766384326465127,-0.08365647323997392,-0.0930520512945438,-0.06509422745899518
1990-11-30,-0.005161857405064491,-0.02052935360892063,0.032676230527825645,-0.03382473378304016,0.006403508507349293
1990-12-31,0.009963768362911438,0.024189277062408875,0.020736035974008114,-7.363087622879368e-05,-0.016805913891670014
1991-01-31,-0.0037436219318042166,0.001947570128663202,-0.030127452102000123,-0.06685653514390434,0.03811538720111374
1991-02-28,-0.02231375575017601,0.02522270237309505,-0.13559272789131993,-0.05069421615908743,-0.002391726645314142
1991-03-29,-0.01932290991563139,-0.01417436608053384,-0.03501071197306943,-0.021665256117925052,-0.01496679166323526
1991-04-30,0.033194348801816154,0.04728757094702176,-0.014978438763563199,0.029715064122591596,0.04815475901999102
1991-05-31,-0.008065799651273731,-0.004628736296119115,-0.024764542251589854,0.015709686632008783,-0.01712050581514934
1991-06-28,0.013051401664996833,0.022825940310292378,0.07373358653420528,-0.0733377022735306,0.008027056342841595
1991-07-31,-0.031665142223802144,-0.05311355665925799,-0.017131777303722735,0.021944449503870644,-0.03898280060064118
1991-08-30,0.035117755350528704,0.008963091260091616,0.026035449932628532,0.12395746969938794,0.030653225680515667
1991-09-30,0.02577102219866838,-0.003040534762151968,-0.021271557420467678,0.173791729270695,0.015193673293173317
1991-10-31,0.0070851840294722385,-0.033645574110594746,0.009037376627795975,0.08149305603864841,0.030688848164734796
1991-11-29,0.001251842417468209,0.04366500920186516,-0.06823814331389277,0.015388833601214683,-0.033812801511236466
1991-12-31,0.07377440684670553,0.1043277724696439,0.06084914448178472,0.2200746136587262,-0.07007962122967135
1992-01-31,-0.017242935469414154,-0.024640632473900456,0.03751002147551556,-0.06941880380391169,-0.009961296446888207
1992-02-28,-0.0011883591162558022,-0.022502653039860397,0.04462520865739811,0.014458364866377072,-0.00690347874164306
1992-03-31,-0.018414216792208955,0.008253823061533548,-0.001121833400066165,-0.1110013859354273,-0.018550131306031753
1992-04-30,0.026281029120499195,0.04867587512273818,0.03649538833262788,0.03757781866014014,-0.031834388152649364
1992-05-29,0.007179043296048942,-0.04191635735359344,-0.020258541005162806,0.10548999661790168,0.05631611388587048
1992-06-30,0.02063787434618524,0.0047401189200029165,0.01839137342381068,0.0898210783775935,0.0066713119172101
1992-07-31,0.053152689265243754,0.01508042213743148,0.08702165486293387,0.1885304535505793,0.01047096753839267
1992-08-31,0.049961318689044694,0.04681527761138215,0.06035057367632709,0.0059827490919242,0.0775183359121831
1992-09-30,0.03218555800221532,0.01195956357244278,0.03232373083482451,0.0036953774902415797,0.08984187137613826
1992-10-30,-0.006924141533070467,0.008237133004028271,-0.02630793916214181,0.03347788658049282,-0.0483800882497484
1992-11-30,0.015228895440841928,0.0024785895679416887,-0.027577959972129234,-0.04997167755848877,0.11523917192318289
1992-12-31,0.020308618369820584,0.005793254058000268,-0.015810414805587546,0.09898746115851251,0.02276644632323767
1993-01-29,0.02578206242524579,0.002597611342083719,-0.022643352316643477,0.12259449033612066,0.04199636945047348
1993-02-26,0.054606362339931054,0.06775714168873544,-0.07311145746219015,0.2178288207095724,0.01637409452655265
1993-03-31,-0.0054391539733388465,0.007541728894966655,-0.021156622720576817,-0.025749503148735833,-0.004990845126897931
1993-04-30,-0.007383622050448092,0.00023655612346130286,-0.0432769475546031,0.007389664544301037,-0.0061489343683866935
1993-05-31,0.02852776516373375,0.034265385650334816,0.005443311336073453,-0.021219134587545194,0.07215417441528614
1993-06-30,0.01564753189152667,-0.013879424193870121,-0.05898565858256358,0.15514406477715958,0.023593357579880164
1993-07-30,0.0323012437322396,0.017675232630155607,0.024929560219912033,0.09491663683122337,0.018901649487908435
1993-08-31,0.06334870137914193,-0.015486757752713156,0.17133034448658438,0.16645316664225482,0.05613541677061437
1993-09-30,-0.018962939690318176,-0.027575583980831705,-0.09329059523856238,0.012914147853937406,0.02938255453615755
1993-10-29,0.04578033404692041,0.03989055429852331,0.13250964573087623,0.0888878012809387,-0.04030850562379907
1993-11-30,0.0076157909305276175,0.06266114946836661,-0.11422619245792667,-0.019475330302892137,0.013812015532741745
1993-12-31,0.061668835911762324,0.04921617885896191,0.17945866106726893,0.09878136818076017,-0.030640339472081907
1994-01-31,0.010359701890973665,-0.013557089335509451,0.11181036480167454,0.022398726812828316,-0.028917047466016987
1994-02-28,-0.04539086031516148,0.011754229366826584,-0.10215185729695114,-0.25866261447036015,0.04760561448043599
1994-03-31,-0.06179027276682424,-0.009087154306539709,-0.10207425138259563,-0.21799346960172256,-0.015439201561033997
