date,junior_miners_return,bullion_return,weight_miners,weight_bullion,turnover,leverage,net_return
2009-11-12 14:30:00+00:00,-0.02358488412816051,-0.012682476359492378,0.4911333158454997,-0.49661718801327603,1.0,1.0,-0.005957156265286447
2009-11-13 14:30:00+00:00,0.023751965305167655,0.014139162667421212,0.5004776432220303,-0.5013140063336764,0.0,1.0,0.004637677892464861
2009-11-16 14:30:00+00:00,0.04207624692230705,0.017222520743937597,0.5151386774828448,-0.503692849190642,0.0,1.0,0.012418377641043848
2009-11-17 14:30:00+00:00,0.016226506623292725,0.0030458118395659817,0.5199521315783598,-0.5018052953264338,0.0,1.0,0.006818795137567675
2009-11-18 14:30:00+00:00,0.004455972786605145,0.0025006588929563645,0.5217180396391436,-0.5025294197432055,0.0,1.0,0.0010560962934074863
2009-11-19 14:30:00+00:00,-0.0048057142212459825,0.00044546148559287957,0.5206358116734883,-0.5041331085616695,0.0,1.0,-0.0027370376853997247
2009-11-20 14:30:00+00:00,-0.0059437036579269575,0.005699014890974352,0.5206514281288203,-0.5100529820642921,0.0,1.0,-0.0059735194519700075
2009-11-23 14:30:00+00:00,0.03139006438136205,0.011953235744097679,0.5315513341258783,-0.5109176895339145,0.0,1.0,0.010240545931664876
2009-11-24 14:30:00+00:00,-0.013768090770276298,0.0038498769610777472,0.5291494098705743,-0.5176947530875884,0.0,1.0,-0.00929136964020263
2009-11-25 14:30:00+00:00,0.03967669219183767,0.016473453624580747,0.5433734804159916,-0.5197465545157662,0.0,1.0,0.01246072537129778
2009-11-27 14:30:00+00:00,-0.04275626336085514,-0.013376823454362308,0.5287521253594557,-0.5212836291558621,0.0,1.0,-0.01628601411215248
2009-11-30 14:30:00+00:00,0.004798917893213517,0.00504086427395678,0.5313406966312105,-0.5239617723088442,0.0,1.0,-9.623436830053276e-05
2009-12-01 14:30:00+00:00,0.05143269034243669,0.015046678251066092,0.5163399207593394,-0.4984713964376467,0.05530246894005475,1.0,0.018159402430262893
2009-12-02 14:30:00+00:00,0.024807953930269466,0.015334836376522443,0.526433174571077,-0.503517521771521,0.0,1.0,0.005159407282856334
2009-12-03 14:30:00+00:00,-0.027957615979411155,-0.004027549552814813,0.5182955487342392,-0.5079382765613195,0.0,1.0,-0.012695827144787552
2009-12-04 14:30:00+00:00,-0.04805354451750987,-0.04170174452827147,0.49523683318074524,-0.4885787524899672,0.0,1.0,-0.0037299783599897066
2009-12-07 14:30:00+00:00,-0.018054361306345523,-0.005626368260645553,0.48932861147880385,-0.48885988626185967,0.0,1.0,-0.006198213113572569
2009-12-08 14:30:00+00:00,-0.04390252701617969,-0.019096487052018274,0.47360162821677604,-0.48542383686316837,0.0,1.0,-0.012153208477939534
2009-12-09 14:30:00+00:00,0.02354785939246562,-0.0009914431129086632,0.47918218333104057,-0.4793686491540818,0.0,1.0,0.011627622288238725
2009-12-10 14:30:00+00:00,0.0023005493317471704,-0.00018040999392898716,0.47971710209865315,-0.47871588712493707,0.0,1.0,0.0011829127657786292
2009-12-11 14:30:00+00:00,-0.02333578536714387,-0.013535462950105548,0.47074485984855197,-0.47447619425901605,0.0,1.0,-0.004720886558668298
2009-12-14 14:30:00+00:00,0.030160564094253273,0.008415643720394606,0.4800468142542653,-0.47363859786590295,0.0,1.0,0.010198955531857526
2009-12-15 14:30:00+00:00,-0.01558929524038366,-0.0002721224589820048,0.4760673911306739,-0.47702089698780364,0.0,1.0,-0.00736065619764768
2009-12-16 14:30:00+00:00,0.016222547773570906,0.012521524951290885,0.48294813406500986,-0.4821530296874602,0.0,1.0,0.0017440445511843004
2009-12-17 14:30:00+00:00,-0.05625257840057096,-0.038085851236441925,0.4598320950103344,-0.4679120427438305,0.0,1.0,-0.008809821593977425
2009-12-18 14:30:00+00:00,0.009665784458673388,0.014999074578720295,0.4654774609393137,-0.47615857096714986,0.0,1.0,-0.002579562088798339
2009-12-21 14:30:00+00:00,-0.01635425522609235,-0.018357045030025332,0.4573516038493016,-0.4668936769647334,0.0,1.0,0.0011223747495291328
2009-12-22 14:30:00+00:00,0.006488315118885923,-0.007293116424064494,0.45740691879431816,-0.46055638922513953,0.0,1.0,0.0063665988887131285
2009-12-23 14:30:00+00:00,0.04512498265829912,0.0035792115415484993,0.4691402551407996,-0.45359285941830957,0.0,1.0,0.018986098153578736
2009-12-24 14:30:00+00:00,0.007324633268596115,0.01698730649228164,0.47460547051890284,-0.46327869350934847,0.0,1.0,-0.004274992986159654
2009-12-28 14:30:00+00:00,-0.0011480734680200388,0.0017534370647473985,0.47470769318010453,-0.4647245194448822,0.0,1.0,-0.0013631643619393416
2009-12-29 14:30:00+00:00,-0.005747172227153929,-0.009949348693612858,0.47108933028238903,-0.45923307983280715,0.0,1.0,0.0018895270392154152
2009-12-30 14:30:00+00:00,-0.0157996579970483,-0.005024666505943243,0.466042441670767,-0.45928701536175537,0.0,1.0,-0.0051415096108155915
2009-12-31 14:30:00+00:00,0.007830916661159204,0.0035537010411810233,0.46874913056788825,-0.4599939438259517,0.0,1.0,0.002011418395642551
2010-01-04 14:30:00+00:00,0.04040402768627738,0.02320385378635792,0.5157876421582228,-0.507260534511129,0.07125692560616004,1.0,0.008558506106204268
2010-01-05 14:30:00+00:00,0.010829043389287474,-0.0009108023746452476,0.5182421438807515,-0.5037550597984167,0.0,1.0,0.006041548475033849
2010-01-06 14:30:00+00:00,0.02807520402258712,0.01649959196299955,0.5294920774404007,-0.5088953521645173,0.0,1.0,0.006232048605632354
2010-01-07 14:30:00+00:00,-0.0025151363795291592,-0.006187807624317809,0.5272054321456013,-0.5048320289287945,0.0,1.0,0.0018112493725082931
2010-01-08 14:30:00+00:00,0.016210211782574646,0.0049630306196752905,0.5325378576093024,-0.5042942799610315,0.0,1.0,0.006034662509685196
2010-01-11 14:30:00+00:00,0.009571094347295972,0.013288997854356888,0.5385021111357954,-0.5118201564469366,0.0,1.0,-0.001610547906633479
2010-01-12 14:30:00+00:00,-0.04529481752813924,-0.020912721685971247,0.5212486068638923,-0.5080740453378155,0.0,1.0,-0.013693754758320943
2010-01-13 14:30:00+00:00,0.018021256411384634,0.00950315025847348,0.5282337861943449,-0.510574487876131,0.0,1.0,0.004559298422143117
2010-01-14 14:30:00+00:00,-0.0021675694303241455,0.004393023666376061,0.5288837823005226,-0.5145638326981963,0.0,1.0,-0.003393901596659305
2010-01-15 14:30:00+00:00,-0.013034059081737381,-0.01044361493969348,0.5227878179100068,-0.5099679068492324,0.0,1.0,-0.0015255483162373046
2010-01-19 14:30:00+00:00,-0.0022010645793556494,0.005953418988644765,0.523833401714577,-0.5151638843827591,0.0,1.0,-0.004192694749708373
2010-01-20 14:30:00+00:00,-0.05257371393734922,-0.023134812404252192,0.5041725410904714,-0.5112350412762813,0.0,1.0,-0.0156275999708821
2010-01-21 14:30:00+00:00,-0.05781889129124107,-0.014411599592799917,0.4856026074002149,-0.5150906022215244,0.0,1.0,-0.021788935013608814
2010-01-22 14:30:00+00:00,-0.007413412215150794,-0.001862760291706178,0.48328160815310195,-0.5154953364729229,0.0,1.0,-0.0026464343619129315
2010-01-25 14:30:00+00:00,-0.006224227274897243,0.002892648999578862,0.4824470518599578,-0.5193261277328572,0.0,1.0,-0.004505154017211089
2010-01-26 14:30:00+00:00,-0.0050106363964914635,0.0007442705541653716,0.48138229149405276,-0.5211770701618367,0.0,1.0,-0.00280983828326218
2010-01-27 14:30:00+00:00,-0.024338996112741818,-0.009576039444736839,0.47284891313968747,-0.519684515293184,0.0,1.0,-0.006731501920806753
2010-01-28 14:30:00+00:00,-0.013763599235213642,-0.0004693083914030227,0.46928329294803867,-0.5227181510076739,0.0,1.0,-0.006270163016304081
2010-01-29 14:30:00+00:00,-0.03314400296804054,-0.004883586176437471,0.4597088636883905,-0.5270204405767743,0.0,1.0,-0.013007140098839983
2010-02-01 14:30:00+00:00,0.07352264286608334,0.02255567582388429,0.5234429053944519,-0.49859173203076174,0.06731157688838385,1.0,0.025443875351702953
2010-02-02 14:30:00+00:00,0.004621681722961624,0.007198881313165595,0.526481269980115,-0.5027723294702915,0.0,1.0,-0.0011760685746920305
2010-02-03 14:30:00+00:00,-0.011710632460899983,-0.003940257637661482,0.5225053102331709,-0.5028985872519395,0.0,1.0,-0.004190328520037192
2010-02-04 14:30:00+00:00,-0.07151896694311222,-0.03983435439949368,0.4936981573706491,-0.49138776623197206,0.0,1.0,-0.017342351839520674
2010-02-05 14:30:00+00:00,0.04512272063153078,0.002970178695371306,0.5054558457500749,-0.48279947408887014,0.0,1.0,0.020811542175956637
2010-02-08 14:30:00+00:00,-0.030963729837641063,-0.006113864996012963,0.4961080907837694,-0.48602261075010866,0.0,1.0,-0.01270497982888866
2010-02-09 14:30:00+00:00,0.053555649710715914,0.01316803858637372,0.512346790590474,-0.482689870465785,0.0,1.0,0.020163474255507696
2010-02-10 14:30:00+00:00,-0.0029902450178157514,-0.002751170718643836,0.5109220584311892,-0.48146303115110944,0.0,1.0,-0.00021003258109798215
2010-02-11 14:30:00+00:00,0.05355574568058885,0.01912095181048934,0.5286887320013874,-0.4819217831602443,0.0,1.0,0.018150828025818855
2010-02-12 14:30:00+00:00,-0.011386354627934692,-0.0008400666498452614,0.5256233939335734,-0.4842388156949387,0.0,1.0,-0.005620943353446421
