date,GDXJ
2009-11-11 14:30:00+00:00,71.86772918701172
2009-11-12 14:30:00+00:00,70.17273712158203
2009-11-13 14:30:00+00:00,71.8394775390625
2009-11-16 14:30:00+00:00,74.86221313476562
2009-11-17 14:30:00+00:00,76.07696533203125
2009-11-18 14:30:00+00:00,76.41596221923828
2009-11-19 14:30:00+00:00,76.0487289428711
2009-11-20 14:30:00+00:00,75.59671783447266
2009-11-23 14:30:00+00:00,77.9697036743164
2009-11-24 14:30:00+00:00,76.89620971679688
2009-11-25 14:30:00+00:00,79.94719696044922
2009-11-27 14:30:00+00:00,76.5289535522461
2009-11-30 14:30:00+00:00,76.89620971679688
2009-12-01 14:30:00+00:00,80.85118865966797
2009-12-02 14:30:00+00:00,82.85694122314453
2009-12-03 14:30:00+00:00,80.54045867919922
2009-12-04 14:30:00+00:00,76.67020416259766
2009-12-07 14:30:00+00:00,75.28597259521484
2009-12-08 14:30:00+00:00,71.98072814941406
2009-12-09 14:30:00+00:00,73.67572021484375
2009-12-10 14:30:00+00:00,73.84521484375
2009-12-11 14:30:00+00:00,72.12197875976562
2009-12-14 14:30:00+00:00,74.2972183227539
2009-12-15 14:30:00+00:00,73.13897705078125
2009-12-16 14:30:00+00:00,74.32547760009766
2009-12-17 14:30:00+00:00,70.14447784423828
2009-12-18 14:30:00+00:00,70.82247924804688
2009-12-21 14:30:00+00:00,69.66423034667969
2009-12-22 14:30:00+00:00,70.1162338256836
2009-12-23 14:30:00+00:00,73.28022766113281
2009-12-24 14:30:00+00:00,73.81697845458984
2009-12-28 14:30:00+00:00,73.73223114013672
2009-12-29 14:30:00+00:00,73.30847930908203
2009-12-30 14:30:00+00:00,72.15023040771484
2009-12-31 14:30:00+00:00,72.7152328491211
2010-01-04 14:30:00+00:00,75.6532211303711
2010-01-05 14:30:00+00:00,76.47247314453125
2010-01-06 14:30:00+00:00,78.61945343017578
2010-01-07 14:30:00+00:00,78.42171478271484
2010-01-08 14:30:00+00:00,79.69294738769531
2010-01-11 14:30:00+00:00,80.45569610595703
2010-01-12 14:30:00+00:00,76.81147003173828
2010-01-13 14:30:00+00:00,78.19570922851562
2010-01-14 14:30:00+00:00,78.02621459960938
2010-01-15 14:30:00+00:00,77.00921630859375
2010-01-19 14:30:00+00:00,76.83971405029297
2010-01-20 14:30:00+00:00,72.79996490478516
2010-01-21 14:30:00+00:00,68.59075164794922
2010-01-22 14:30:00+00:00,68.08226013183594
2010-01-25 14:30:00+00:00,67.65850067138672
2010-01-26 14:30:00+00:00,67.31948852539062
2010-01-27 14:30:00+00:00,65.68099975585938
2010-01-28 14:30:00+00:00,64.77699279785156
2010-01-29 14:30:00+00:00,62.63002395629883
2010-02-01 14:30:00+00:00,67.23474884033203
2010-02-02 14:30:00+00:00,67.54548645019531
2010-02-03 14:30:00+00:00,66.75448608398438
2010-02-04 14:30:00+00:00,61.98027420043945
2010-02-05 14:30:00+00:00,64.77699279785156
2010-02-08 14:30:00+00:00,62.77125549316406
2010-02-09 14:30:00+00:00,66.13301086425781
2010-02-10 14:30:00+00:00,65.93525695800781
2010-02-11 14:30:00+00:00,69.46646881103516
2010-02-12 14:30:00+00:00,68.67549896240234
2010-02-16 14:30:00+00:00,71.302734375
2010-02-17 14:30:00+00:00,70.79423522949219
2010-02-18 14:30:00+00:00,70.70947265625
2010-02-19 14:30:00+00:00,69.833740234375
2010-02-22 14:30:00+00:00,68.98623657226562
2010-02-23 14:30:00+00:00,65.85050201416016
2010-02-24 14:30:00+00:00,65.87875366210938
2010-02-25 14:30:00+00:00,67.34773254394531
2010-02-26 14:30:00+00:00,68.30823516845703
2010-03-01 14:30:00+00:00,69.74898529052734
2010-03-02 14:30:00+00:00,71.13323974609375
2010-03-03 14:30:00+00:00,72.40447998046875
2010-03-04 14:30:00+00:00,71.66997528076172
2010-03-05 14:30:00+00:00,72.99771881103516
2010-03-08 14:30:00+00:00,72.7152328491211
2010-03-09 14:30:00+00:00,72.0372314453125
2010-03-10 14:30:00+00:00,71.72648620605469
2010-03-11 14:30:00+00:00,72.8282241821289
2010-03-12 14:30:00+00:00,72.79996490478516
2010-03-15 13:30:00+00:00,72.60222625732422
2010-03-16 13:30:00+00:00,75.4554672241211
2010-03-17 13:30:00+00:00,75.51197052001953
2010-03-18 13:30:00+00:00,74.86221313476562
2010-03-19 13:30:00+00:00,73.70396423339844
2010-03-22 13:30:00+00:00,73.2519760131836
2010-03-23 13:30:00+00:00,74.6927261352539
2010-03-24 13:30:00+00:00,71.13323974609375
2010-03-25 13:30:00+00:00,70.39872741699219
2010-03-26 13:30:00+00:00,72.0372314453125
2010-03-29 13:30:00+00:00,73.16722869873047
2010-03-30 13:30:00+00:00,72.31974029541016
2010-03-31 13:30:00+00:00,72.65872192382812
2010-04-01 13:30:00+00:00,75.08821868896484
2010-04-05 13:30:00+00:00,77.15045166015625
2010-04-06 13:30:00+00:00,77.34820556640625
2010-04-07 13:30:00+00:00,78.53469848632812
2010-04-08 13:30:00+00:00,78.7889633178711
2010-04-09 13:30:00+00:00,79.94719696044922
