date,gross_qmj_global
2013-09-30,-0.0110238362925238
2013-10-31,0.0064531792855432
2013-11-30,0.0111201242230363
2013-12-31,-0.0028244690901698
2014-01-31,-0.019242969032349
2014-02-28,-0.0041980380257278
2014-03-31,0.0139066611569726
2014-04-30,0.0108798323253416
2014-05-31,0.0032296120975588
2014-06-30,-0.004645144200402
2014-07-31,0.0043530021482235
2014-08-31,0.003201887212484
2014-09-30,0.023736512564774
2014-10-31,0.0362966165414114
2014-11-30,0.0149311767244661
2014-12-31,0.0111794759095956
2015-01-31,0.0020048616932039
2015-02-28,-0.0024032639551896
2015-03-31,0.0034152825362127
2015-04-30,-0.016727580002707
2015-05-31,-0.0009987994242108
2015-06-30,0.0201730418467949
2015-07-31,0.0231807296184964
2015-08-31,0.0174808993244855
2015-09-30,0.0390794092865057
2015-10-31,-0.0015810987001574
2015-11-30,0.0141472361704977
2015-12-31,0.0122062489594553
2016-01-31,0.0595874262877073
2016-02-29,0.0180979964791543
2016-03-31,-0.0173304523320787
2016-04-30,-0.036695605809164
2016-05-31,0.0101362597034713
2016-06-30,0.0189957928558141
2016-07-31,-0.0008882072374905
2016-08-31,-0.0044821857399608
2016-09-30,-0.0169058150243037
2016-10-31,0.0089002200260178
2016-11-30,-0.0027714932397185
2016-12-31,0.0063351480935023
2017-01-31,-0.0151508085200879
2017-02-28,0.0092595695358805
2017-03-31,0.0082208361340451
2017-04-30,0.0182437069123909
2017-05-31,0.020802132190205
2017-06-30,-0.0066964120094695
2017-07-31,-0.0091930420714227
2017-08-31,0.0050701544347091
2017-09-30,-0.0041789010811279
2017-10-31,0.0135251477797629
2017-11-30,0.0156133252387501
2017-12-31,-0.0126899376093687
2018-01-31,-0.0022769629375463
2018-02-28,0.0158752113928008
2018-03-31,0.0076412607275606
2018-04-30,-0.0076571102436352
2018-05-31,0.010811233643732
2018-06-30,0.0068955036944242
2018-07-31,0.0069525622692555
2018-08-31,0.0075302014697279
2018-09-30,-0.0008188004480791
2018-10-31,0.0232761007660371
2018-11-30,0.0192831903931903
2018-12-31,0.0172777286759714
2019-01-31,-0.0192081194456732
2019-02-28,-0.0013790413889264
2019-03-31,0.0033008673012281
2019-04-30,0.015462478517309
2019-05-31,0.0060029668974201
2019-06-30,0.00334740662575
2019-07-31,0.0135989453595711
2019-08-31,0.0111294338417036
2019-09-30,0.0082051707260946
2019-10-31,0.0015669458191189
2019-11-30,-0.0056197908504801
2019-12-31,-0.0180015314128974
2020-01-31,-0.0056683423902856
2020-02-29,-0.0023466629714549
2020-03-31,0.0514245607861868
2020-04-30,-0.0227797933653449
2020-05-31,-0.0160335673515606
2020-06-30,-0.0134355487728868
2020-07-31,0.0046809729581966
2020-08-31,-7.298253629566334e-05
2020-09-30,0.0153777533792489
2020-10-31,0.0085269791221463
2020-11-30,-0.0802495644628105
2020-12-31,-0.0088889098918361
2021-01-31,-0.0262357174804668
2021-02-28,-0.0152173677082919
2021-03-31,0.0286430225650167
2021-04-30,0.0162959647354834
2021-05-31,0.0161751379785671
2021-06-30,-0.009219301873798
2021-07-31,0.0469910486391636
2021-08-31,0.0008832600099097
2021-09-30,-0.0170718702673981
2021-10-31,0.0182931545531686
2021-11-30,0.0392210179461047
2021-12-31,0.0315034509435708
2022-01-31,0.0124146357658469
2022-02-28,-0.0132870448118891
2022-03-31,-0.0033337566569017
2022-04-30,0.0336745001489886
2022-05-31,0.01852268222128
2022-06-30,0.0370925549271706
2022-07-31,-0.0207355147566543
2022-08-31,-0.0222705338415288
2022-09-30,0.0347467025147086
2022-10-31,0.0260996061827838
2022-11-30,0.0249556673126962
2022-12-31,0.0207430220604849
2023-01-31,-0.0546023518867322
2023-02-28,0.0197484695767689
2023-03-31,0.0314013197493236
2023-04-30,0.0049479056413697
2023-05-31,-0.0241377932257731
2023-06-30,-0.008422050502758
2023-07-31,-0.0042778875730036
2023-08-31,0.0294623304941871
2023-09-30,0.038597462213495
2023-10-31,0.0364196821468518
2023-11-30,-0.0235321715389863
2023-12-31,-0.0378694907988413
2024-01-31,0.0089311756673087
2024-02-29,-0.0270696606635169
2024-03-31,-0.0127819750975294
2024-04-30,0.0191788195104305
2024-05-31,-0.0150410596441247
2024-06-30,0.0207998288819608
2024-07-31,-0.0156570562756926
2024-08-31,0.0105237642679256
2024-09-30,-0.0148405626070367
2024-10-31,-0.0130671543026952
2024-11-30,-0.0111276494127763
2024-12-31,0.0148737873439905
2025-01-31,-0.0036642471147062
2025-02-28,0.0145786984082372
2025-03-31,0.0228875081197337
2025-04-30,-0.014071711817087
2025-05-31,-0.0145983812958656
2025-06-30,-0.03096576677917
2025-07-31,-0.0105491032208223
2025-08-31,-0.0111420949252989
2025-09-30,-0.0500991116578526
2025-10-31,-0.0241748003773765
2025-11-30,0.0135565993067363
2025-12-31,0.0090531732658325
2026-01-31,-0.011531938806293
2026-02-28,0.0011358332014078
2026-03-31,0.0168547917454612
2026-04-30,-0.0482920061178876
2026-05-31,-0.0559421424793809
2026-06-30,0.0121047756734617
