regime,observations,initial_capital,final_value,total_return,cagr,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,average_drawdown,longest_drawdown_days,profit_factor,win_rate,turnover_per_bar,annualized_turnover,total_fees,rebalance_count,exposure_pct,average_exposure,best_year,worst_year,monthly_hit_rate,elapsed_days,positive_complete_year_ratio,complete_year_count,worst_rolling_3y_sharpe,family
2020_2022,756,10000.0,5780.26302746276,-0.421973697253724,-0.16737479630435215,0.9343938606493554,0.18071665204929108,0.3132625595727414,-0.20127429692574203,-0.8315756103031042,-0.43023201595174015,311.0,1.024709726738578,0.48677248677248675,,,,,,,2.7879113182629083,-0.6911693997673534,0.4857142857142857,1093.0,0.3333333333333333,3,0.15010782434134687,period
2023_plus,926,10000.0,16999.65761595538,0.6999657615955381,0.15474917204649574,0.6334198656142651,0.6451692335259389,1.0962510026855041,0.2212568132089552,-0.6994097483468246,-0.39411788154527383,629.0,1.0920613863502033,0.4978401727861771,,,,,,,0.8174823668149926,-0.47740964770434235,0.4772727272727273,1346.9583333333333,0.6666666666666666,3,0.17467218957794914,period
inception_2019,447,10000.0,5993.135219950033,-0.4006864780049967,-0.25065617764608095,0.5734357322828196,-0.439729825161108,-0.5730242380184857,-0.39200126010875597,-0.6394269691289753,-0.29672710007047504,342.0,0.9355599324441096,0.4228187919463087,,,,,,,-0.15432575415673333,-0.2913187022771452,0.42857142857142855,648.0416666666666,0.0,1,,period
2020,253,10000.0,4941.143568620477,-0.5058856431379524,-0.5070804354172298,0.8513996121697489,-0.7728215740770338,-1.4065264090926977,-0.7034034210148321,-0.7208956059463598,-0.4625252407509425,252.0,0.8993034935025425,0.45849802371541504,,,,,,,-0.5058856431379524,-0.5058856431379524,0.36363636363636365,364.0,0.0,1,,calendar_year
2021,252,10000.0,37879.11318262908,2.7879113182629083,2.8477710150337976,1.0687569268081447,2.3431673355039693,3.8089132017436413,5.399351996319239,-0.5274282945388882,-0.16540480821972903,60.0,1.3697834151189678,0.5714285714285714,,,,,,,2.7879113182629083,2.7879113182629083,0.6363636363636364,361.0,1.0,1,,calendar_year
2022,251,10000.0,3088.3060023264666,-0.6911693997673534,-0.6954119378634511,0.853890808639556,-1.5721340510984074,-2.7749769862597486,-0.9150044323332662,-0.7600093652990805,-0.4506340165775863,250.0,0.813483075526064,0.4302788844621514,,,,,,,-0.6911693997673534,-0.6911693997673534,0.45454545454545453,361.0,0.0,1,,calendar_year
2023,250,10000.0,12482.129756322418,0.24821297563224176,0.2522553708351585,0.7453770207572079,0.8046833650002067,1.5161196606775849,0.4384117524719938,-0.5753846000085794,-0.33017821221855603,198.0,1.111812835139381,0.488,,,,,,,0.24821297563224176,0.24821297563224176,0.45454545454545453,360.0,1.0,1,,calendar_year
2024,252,10000.0,5225.903522956576,-0.47740964770434235,-0.47857297618650885,0.616403196070563,-1.2157713972633735,-2.0176311280717814,-0.7224948028032697,-0.662389506927458,-0.3276801983964039,205.0,0.8500890119770226,0.45634920634920634,,,,,,,-0.47740964770434235,-0.47740964770434235,0.2727272727272727,364.0,0.0,1,,calendar_year
2025,250,10000.0,14339.033775464857,0.4339033775464858,0.4371101354205025,0.6186819968064305,1.1561277113940223,1.9892199735448155,1.5253064555327345,-0.2865720090772419,-0.11245659751124219,83.0,1.1788405314265595,0.516,,,,,,,0.4339033775464858,0.4339033775464858,0.5454545454545454,363.0,1.0,1,,calendar_year
2026,174,10000.0,18174.823668149926,0.8174823668149926,1.3776041196691735,0.4778911996739997,2.8682661029483274,4.4915023654316695,6.367540559954333,-0.2163479143474908,-0.07396315693295226,52.0,1.4677962081685154,0.5459770114942529,,,,,,,0.8174823668149926,0.8174823668149926,0.75,251.95833333333334,0.0,0,,calendar_year
other_days,447,10000.0,5993.135219950033,-0.4006864780049967,-0.25065617764608095,0.5734357322828196,-0.439729825161108,-0.5730242380184857,-0.39200126010875597,-0.6394269691289753,-0.29672710007047504,342.0,0.9355599324441096,0.4228187919463087,,,,,,,-0.15432575415673333,-0.2913187022771452,0.42857142857142855,648.0416666666666,0.0,1,,calendar_year
