simulations,block_length,cagr_p05,cagr_median,sharpe_p05,sharpe_median,max_drawdown_p05,profit_factor_p05,joint_target_probability
5000,21,0.03431444224371934,0.1471272210596538,0.27153827977727907,0.8246062361877724,-0.43998343474349466,1.058140059454978,0.0008
