open_time,QQQ,TQQQ,FMF
2015-09-01 00:00:00+00:00,93.25244903564453,1.7097610235214233,39.28167724609375
2015-09-02 00:00:00+00:00,95.882568359375,1.848840355873108,39.28167724609375
2015-09-03 00:00:00+00:00,95.41189575195312,1.8183295726776123,39.28167724609375
2015-09-04 00:00:00+00:00,94.27679443359375,1.75750732421875,40.05875015258789
2015-09-08 00:00:00+00:00,96.93457794189453,1.9066903591156006,39.297874450683594
2015-09-09 00:00:00+00:00,95.84561920166016,1.8403205871582031,40.18015670776367
2015-09-10 00:00:00+00:00,96.8884048461914,1.8991615772247314,40.14778518676758
2015-09-11 00:00:00+00:00,97.42369079589844,1.9298701286315918,40.14778518676758
2015-09-14 00:00:00+00:00,97.12837219238281,1.9126341342926025,39.135990142822266
2015-09-15 00:00:00+00:00,98.2726821899414,1.9793999195098877,39.241214752197266
2015-09-16 00:00:00+00:00,98.82637786865234,2.0124855041503906,39.28978729248047
2015-09-17 00:00:00+00:00,98.86329650878906,2.0180327892303467,39.28978729248047
2015-09-18 00:00:00+00:00,97.4571762084961,1.9326441287994385,39.28978729248047
2015-09-21 00:00:00+00:00,97.76244354248047,1.9490877389907837,39.662113189697266
2015-09-22 00:00:00+00:00,96.30083465576172,1.8631048202514648,39.662113189697266
2015-09-23 00:00:00+00:00,96.37483978271484,1.8660765886306763,40.41489028930664
2015-09-24 00:00:00+00:00,96.02330017089844,1.8444808721542358,39.53261184692383
2015-09-25 00:00:00+00:00,95.209228515625,1.7997063398361206,40.06684112548828
2015-09-28 00:00:00+00:00,92.49872589111328,1.6445798873901367,40.14778518676758
2015-09-29 00:00:00+00:00,92.0177001953125,1.6202114820480347,40.46345520019531
2015-09-30 00:00:00+00:00,94.1361312866211,1.7273930311203003,40.11540222167969
2015-10-01 00:00:00+00:00,94.56168365478516,1.7515640258789062,39.9211311340332
2015-10-02 00:00:00+00:00,96.21756744384766,1.84250009059906,39.72687530517578
2015-10-05 00:00:00+00:00,97.59593200683594,1.9265016317367554,39.662113189697266
2015-10-06 00:00:00+00:00,97.1333999633789,1.8989640474319458,39.28978729248047
2015-10-07 00:00:00+00:00,97.71622467041016,1.929473638534546,39.62165451049805
2015-10-08 00:00:00+00:00,98.104736328125,1.9530503749847412,39.589271545410156
2015-10-09 00:00:00+00:00,98.54875183105469,1.9768240451812744,39.62165451049805
2015-10-12 00:00:00+00:00,98.78929901123047,1.9934659004211426,39.43547821044922
2015-10-13 00:00:00+00:00,98.1510009765625,1.9544366598129272,39.17646026611328
2015-10-14 00:00:00+00:00,97.99371337890625,1.9461158514022827,39.02267074584961
2015-10-15 00:00:00+00:00,99.60336303710938,2.041212558746338,39.338340759277344
2015-10-16 00:00:00+00:00,100.0196533203125,2.0665714740753174,39.338340759277344
2015-10-19 00:00:00+00:00,100.59320831298828,2.1036198139190674,39.45167541503906
2015-10-20 00:00:00+00:00,100.07514953613281,2.068751811981201,39.4273796081543
2015-10-21 00:00:00+00:00,99.46459197998047,2.0354678630828857,39.1845588684082
2015-10-22 00:00:00+00:00,101.49053955078125,2.156121253967285,39.07123565673828
2015-10-23 00:00:00+00:00,104.33050537109375,2.3354175090789795,39.135990142822266
2015-10-26 00:00:00+00:00,104.39527893066406,2.3423526287078857,39.1117057800293
