scenario,initial_capital,final_value,total_return,cagr,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,average_drawdown,longest_drawdown_days,profit_factor,win_rate,turnover_per_bar,annualized_turnover,total_fees,rebalance_count,exposure_pct,average_exposure,best_year,worst_year,monthly_hit_rate,elapsed_days,positive_complete_year_ratio,complete_year_count,worst_rolling_3y_sharpe,total_trading_cost,average_position,max_position,total_overlay_cost,bootstrap_p,bootstrap_bh_q,check__sharpe_1_5,check__cagr_40pct,check__max_drawdown_20pct,check__positive_years_80pct,check__worst_rolling_3y_sharpe_1,check__mean_fdr_5pct,passed
TQQQ_FMF_SWITCH,10000.0,288987.4611509781,27.89874611509781,0.4001931870524389,0.6558767985747405,1.0810959075689328,1.285426562087379,0.5723416493765525,-0.6992208019255044,-0.17075663296400206,373.0,1.1872483633318003,0.5571030640668524,,,,,,,1.2230291704246303,-0.21982731546873335,0.5916666666666667,3650.0,0.8888888888888888,9,0.3991159944844305,105.0,,,,0.0002,0.0006000000000000001,False,True,False,True,False,True,False
SWITCH_RISK_OVERLAY,10000.0,29522.476201653335,1.9522476201653336,0.11441636337410355,0.23249738226928768,0.7941581776070156,0.8846285364227154,0.46413296723894415,-0.2465163465003336,-0.13616267464206777,544.0,1.1372087048925736,0.5443692797453243,,,,,,,0.8752808894939181,-0.19215503414301005,0.5583333333333333,3650.0,0.6666666666666666,9,-0.13396602369219787,,0.4121491372349951,2.30093404107133,190.3063477159918,0.0138,0.0138,False,False,False,False,False,True,False
BLEND_1x,10000.0,441213.9045048066,43.12139045048066,0.46075562131385706,0.349003158758293,1.7524578918103075,2.3603171041536513,1.3326663992184278,-0.34573965516357097,-0.12351114565732169,411.0,1.3163651291858625,0.5328292877039396,,,,,,,2.200055028816073,-0.2466144250781077,0.575,3650.0,0.7777777777777778,9,0.8029143181928227,,,,,0.0004,0.0006000000000000001,True,True,False,False,False,True,False
BLEND_2x,10000.0,5695747.215924157,568.5747215924157,0.8868779397820763,0.6979997214291019,1.6714301660214856,2.2551447304108994,1.420457422605055,-0.624360804955056,-0.2573631593542813,490.0,1.2997377294504533,0.5292479108635098,,,,,,,7.694316957454264,-0.46725329005356264,0.5666666666666667,3650.0,0.7777777777777778,9,0.7192946285627675,,,,,0.0004,0.0006000000000000001,True,True,False,False,False,True,False
BLEND_3x,10000.0,31498104.78912417,3148.810478912417,1.2390719578095015,1.046996388166804,1.644420420326604,2.219575877459692,1.5427179355579277,-0.8031746628792438,-0.39515323848795014,634.0,1.2942399690037871,0.5276561878233187,,,,,,,19.927629391948063,-0.6322187682197657,0.5416666666666666,3650.0,0.7777777777777778,9,0.6914213986860815,,,,,0.0004,0.0006000000000000001,True,True,False,False,False,True,False
BLEND_RISK_OVERLAY,10000.0,216431.9187237503,20.64319187237503,0.3602652118540861,0.27144625238103176,1.7821070731149606,2.453517270939048,1.4136788468208716,-0.2548423304658357,-0.12025622363512332,490.0,1.349207248079337,0.5312375646637485,,,,,,,1.8633082449516887,-0.20975682212304936,0.5666666666666667,3650.0,0.7777777777777778,9,0.758793914408584,,0.7446564750228161,3.0,568.443224633714,0.0006,0.0007199999999999999,True,False,False,False,False,True,False
