date,gross_fund_return,leverage,external_cost,financing_cost,net_return,equity,solvent
2014-09-03 13:30:00+00:00,-0.002878972859125417,1.0,0.0585,0.0,-0.06137897285912542,9386.210271408745,True
2014-09-04 13:30:00+00:00,0.020211700564139123,1.0,0.0,0.0,0.020211700564139123,9575.921542846507,True
2014-09-05 13:30:00+00:00,0.0,1.0,0.0,0.0,0.0,9575.921542846507,True
2014-09-08 13:30:00+00:00,0.004716723825966662,1.0,0.0,0.0,0.004716723825966662,9621.088520143237,True
2014-09-09 13:30:00+00:00,-0.0075117536134829965,1.0,0.0,0.0,-0.0075117536134829965,9548.817273686413,True
2014-09-10 13:30:00+00:00,0.0018923718538359502,1.0,0.0,0.0,0.0018923718538359502,9566.88718673256,True
2014-09-12 13:30:00+00:00,-0.0075543115588372345,1.0,0.0,0.0,-0.0075543115588372345,9494.615940275733,True
2014-09-15 13:30:00+00:00,-0.0038059067850366723,1.0,0.0,0.0,-0.0038059067850366723,9458.48031704732,True
2014-09-16 13:30:00+00:00,-0.0009550958929986919,1.0,0.0,0.0,-0.0009550958929986919,9449.4465613425,True
2014-09-17 13:30:00+00:00,0.004780108405292305,1.0,0.0,0.0,0.004780108405292305,9494.615940275735,True
2014-09-18 13:30:00+00:00,0.0038059067850366723,1.0,0.0,0.0,0.0038059067850366723,9530.751563504147,True
2014-09-19 13:30:00+00:00,0.011374367336489,1.0,0.0,0.0,0.011374367336489,9639.15783278026,True
2014-09-22 13:30:00+00:00,-0.0009373803281310655,1.0,0.0,0.0,-0.0009373803281310655,9630.122275848062,True
2014-09-23 13:30:00+00:00,-0.004690301620391968,1.0,0.0,0.0,-0.004690301620391968,9584.95409773308,True
2014-09-24 13:30:00+00:00,0.0075400096141089445,1.0,0.0,0.0,0.0075400096141089445,9657.22474378078,True
2014-09-25 13:30:00+00:00,0.0,1.0,0.0,0.0,0.0,9657.22474378078,True
2014-09-26 13:30:00+00:00,0.007483769839945031,1.0,0.0,0.0,0.007483769839945031,9729.497191055858,True
2014-09-29 13:30:00+00:00,-0.0018571681847682209,1.0,0.0,0.0,-0.0018571681847682209,9711.427878418837,True
2014-09-30 13:30:00+00:00,0.008372157378777834,1.0,0.0,0.0,0.008372157378777834,9792.733480989611,True
2014-10-01 13:30:00+00:00,-0.0009224958202281863,1.0,0.0,0.0,-0.0009224958202281863,9783.699725284789,True
2014-10-02 13:30:00+00:00,-0.01015676228156337,1.0,0.0,0.0,-0.01015676228156337,9684.329012940874,True
2014-10-03 13:30:00+00:00,0.017723557073817897,1.0,0.0,0.0,0.017723557073817897,9855.969770923362,True
2014-10-06 13:30:00+00:00,-0.010082164803185356,1.0,0.0,0.0,-0.010082164803185356,9756.600259397701,True
2014-10-07 13:30:00+00:00,-0.0046299304858116175,1.0,0.0,0.0,-0.0046299304858116175,9711.427878418837,True
2014-10-08 13:30:00+00:00,0.0,1.0,0.0,0.0,0.0,9711.427878418837,True
2014-10-09 13:30:00+00:00,0.0027907809512692783,1.0,0.0,0.0,0.0027907809512692783,9738.530346351556,True
2014-10-10 13:30:00+00:00,0.005565843377832058,1.0,0.0,0.0,0.005565843377832058,9792.733480989613,True
2014-10-13 13:30:00+00:00,-0.005535036233068058,1.0,0.0,0.0,-0.005535036233068058,9738.530346351556,True
2014-10-14 13:30:00+00:00,0.010204118121133643,1.0,0.0,0.0,0.010204118121133643,9837.903460331972,True
2014-10-15 13:30:00+00:00,0.003672979975445134,1.0,0.0,0.0,0.003672979975445134,9874.037882742132,True
2014-10-16 13:30:00+00:00,-0.010978737304442099,1.0,0.0,0.0,-0.010978737304442099,9765.633414693397,True
2014-10-17 13:30:00+00:00,-0.0009249943052443976,1.0,0.0,0.0,-0.0009249943052443976,9756.600259397703,True
2014-10-20 13:30:00+00:00,0.002777552135641237,1.0,0.0,0.0,0.002777552135641237,9783.69972528479,True
2014-10-21 13:30:00+00:00,-0.0009233476045340527,1.0,0.0,0.0,-0.0009233476045340527,9774.665969579968,True
2014-10-22 13:30:00+00:00,0.0046209433913704245,1.0,0.0,0.0,0.0046209433913704245,9819.834147694952,True
2014-10-23 13:30:00+00:00,-0.006439404917250369,1.0,0.0,0.0,-0.006439404917250369,9756.600259397703,True
2014-10-24 13:30:00+00:00,0.0009258507118803383,1.0,0.0,0.0,0.0009258507118803383,9765.633414693397,True
2014-10-27 13:30:00+00:00,-0.0009249943052443976,1.0,0.0,0.0,-0.0009249943052443976,9756.600259397703,True
2014-10-28 13:30:00+00:00,-0.0055556581201630095,1.0,0.0,0.0,-0.0055556581201630095,9702.395923941394,True
2014-10-29 13:30:00+00:00,-0.00093114692337537,1.0,0.0,0.0,-0.00093114692337537,9693.361567827447,True
2014-10-30 13:30:00+00:00,0.008387637372609058,1.0,0.0,0.0,0.008387637372609058,9774.66596957997,True
2014-10-31 13:30:00+00:00,0.010166272021102651,1.0,0.0,0.0,0.010166272021102651,9874.037882742135,True
2014-11-03 14:30:00+00:00,0.0036595993704302554,1.0,0.0,0.0,0.0036595993704302554,9910.172905561423,True
2014-11-04 14:30:00+00:00,0.0027348734073684433,1.0,0.0,0.0,0.0027348734073684433,9937.275973903266,True
2014-11-05 14:30:00+00:00,0.002727172595036187,1.0,0.0,0.0,0.002727172595036187,9964.376640608607,True
2014-11-06 14:30:00+00:00,0.0036266618333671286,1.0,0.0,0.0,0.0036266618333671286,10000.514065064397,True
2014-11-07 14:30:00+00:00,-0.0036135566852539824,1.0,0.0,0.0,-0.0036135566852539824,9964.376640608607,True
2014-11-10 14:30:00+00:00,0.0009067257139048213,1.0,0.0,0.0,0.0009067257139048213,9973.411597131679,True
2014-11-11 14:30:00+00:00,0.0,1.0,0.0,0.0,0.0,9973.411597131679,True
2014-11-12 14:30:00+00:00,0.0045289195261026816,1.0,0.0,0.0,0.0045289195261026816,10018.580375655787,True
2014-11-13 14:30:00+00:00,0.005410201066075038,1.0,0.0,0.0,0.005410201066075038,10072.78290988472,True
2014-11-14 14:30:00+00:00,-0.003587392197624606,1.0,0.0,0.0,-0.003587392197624606,10036.647887065434,True
2014-11-17 14:30:00+00:00,0.004500624179396118,1.0,0.0,0.0,0.004500624179396118,10081.819067226046,True
2014-11-18 14:30:00+00:00,-0.0017920884405054904,1.0,0.0,0.0,-0.0017920884405054904,10063.751555816403,True
2014-11-19 14:30:00+00:00,-0.0008977722147612832,1.0,0.0,0.0,-0.0008977722147612832,10054.71659929333,True
2014-11-20 14:30:00+00:00,0.0008985789339610584,1.0,0.0,0.0,0.0008985789339610584,10063.751555816403,True
2014-11-21 14:30:00+00:00,0.010771834723523943,1.0,0.0,0.0,0.010771834723523943,10172.156624274265,True
2014-11-24 14:30:00+00:00,0.0,1.0,0.0,0.0,0.0,10172.156624274265,True
2014-11-25 14:30:00+00:00,0.0017761731437095918,1.0,0.0,0.0,0.0017761731437095918,10190.224135683908,True
2014-11-26 14:30:00+00:00,0.0026595359192898016,1.0,0.0,0.0,0.0026595359192898016,10217.325402798371,True
2014-11-28 14:30:00+00:00,0.0,1.0,0.0,0.0,0.0,10217.325402798371,True
2014-12-01 14:30:00+00:00,0.008841840219748542,1.0,0.0,0.0,0.008841840219748542,10307.665361483094,True
