simulations,block_length,cagr_p05,cagr_median,sharpe_p05,sharpe_median,max_drawdown_p05,profit_factor_p05,joint_target_probability
5000,63,-0.0036593514658359964,0.03571066067147344,-0.0025724073322543933,0.46740365031346154,-0.31991743596600064,0.999542650744753,0.0
