open_time,QQQ,TQQQ
2015-09-01 00:00:00+00:00,93.25243377685547,1.7097609043121338
2015-09-02 00:00:00+00:00,95.88255310058594,1.848840355873108
2015-09-03 00:00:00+00:00,95.41188049316406,1.8183294534683228
2015-09-04 00:00:00+00:00,94.27681732177734,1.75750732421875
2015-09-08 00:00:00+00:00,96.93458557128906,1.906690239906311
2015-09-09 00:00:00+00:00,95.84562683105469,1.8403202295303345
2015-09-10 00:00:00+00:00,96.888427734375,1.899161696434021
2015-09-11 00:00:00+00:00,97.42369079589844,1.9298702478408813
2015-09-14 00:00:00+00:00,97.12837219238281,1.912634015083313
2015-09-15 00:00:00+00:00,98.27269744873047,1.979399561882019
2015-09-16 00:00:00+00:00,98.82637786865234,2.0124857425689697
2015-09-17 00:00:00+00:00,98.86331176757812,2.0180327892303467
2015-09-18 00:00:00+00:00,97.4571762084961,1.9326441287994385
2015-09-21 00:00:00+00:00,97.76246643066406,1.9490870237350464
2015-09-22 00:00:00+00:00,96.30081939697266,1.8631048202514648
2015-09-23 00:00:00+00:00,96.37486267089844,1.8660763502120972
2015-09-24 00:00:00+00:00,96.02330780029297,1.8444809913635254
2015-09-25 00:00:00+00:00,95.209228515625,1.7997065782546997
2015-09-28 00:00:00+00:00,92.49874114990234,1.6445797681808472
2015-09-29 00:00:00+00:00,92.01768493652344,1.6202114820480347
2015-09-30 00:00:00+00:00,94.1361312866211,1.7273931503295898
2015-10-01 00:00:00+00:00,94.56167602539062,1.7515636682510376
2015-10-02 00:00:00+00:00,96.2175521850586,1.84250009059906
2015-10-05 00:00:00+00:00,97.5959243774414,1.926501750946045
2015-10-06 00:00:00+00:00,97.13341522216797,1.8989636898040771
2015-10-07 00:00:00+00:00,97.71619415283203,1.9294737577438354
2015-10-08 00:00:00+00:00,98.10474395751953,1.953049898147583
2015-10-09 00:00:00+00:00,98.54878234863281,1.976824402809143
2015-10-12 00:00:00+00:00,98.789306640625,1.9934664964675903
2015-10-13 00:00:00+00:00,98.1509780883789,1.9544364213943481
2015-10-14 00:00:00+00:00,97.99369812011719,1.9461157321929932
2015-10-15 00:00:00+00:00,99.60337829589844,2.041212320327759
2015-10-16 00:00:00+00:00,100.01963806152344,2.0665719509124756
2015-10-19 00:00:00+00:00,100.59320831298828,2.1036202907562256
2015-10-20 00:00:00+00:00,100.07516479492188,2.068751335144043
2015-10-21 00:00:00+00:00,99.46458435058594,2.0354676246643066
2015-10-22 00:00:00+00:00,101.49054718017578,2.1561217308044434
2015-10-23 00:00:00+00:00,104.33052062988281,2.3354179859161377
2015-10-26 00:00:00+00:00,104.3952865600586,2.3423526287078857
2015-10-27 00:00:00+00:00,104.60803985595703,2.35760760307312
2015-10-28 00:00:00+00:00,105.47762298583984,2.4122884273529053
2015-10-29 00:00:00+00:00,105.31110382080078,2.4033727645874023
2015-10-30 00:00:00+00:00,104.83932495117188,2.3704850673675537
2015-11-02 00:00:00+00:00,106.0234375,2.451317310333252
2015-11-03 00:00:00+00:00,106.39346313476562,2.474695920944214
2015-11-04 00:00:00+00:00,106.40271759033203,2.4756853580474854
2015-11-05 00:00:00+00:00,106.11590576171875,2.4538931846618652
2015-11-06 00:00:00+00:00,106.18995666503906,2.4620156288146973
2015-11-09 00:00:00+00:00,105.06133270263672,2.3827691078186035
2015-11-10 00:00:00+00:00,104.79305267333984,2.365929365158081
2015-11-11 00:00:00+00:00,104.66353607177734,2.355428457260132
2015-11-12 00:00:00+00:00,103.64596557617188,2.2870771884918213
2015-11-13 00:00:00+00:00,101.61077117919922,2.1525557041168213
2015-11-16 00:00:00+00:00,103.07241821289062,2.2423031330108643
2015-11-17 00:00:00+00:00,103.13715362548828,2.2500293254852295
