date,QMNNX
2014-10-09 13:30:00+00:00,5.104204177856445
2014-10-10 13:30:00+00:00,5.119625091552734
2014-10-13 13:30:00+00:00,5.1144843101501465
2014-10-14 13:30:00+00:00,5.088783264160156
2014-10-15 13:30:00+00:00,5.0579423904418945
2014-10-16 13:30:00+00:00,5.01682186126709
2014-10-17 13:30:00+00:00,5.032240867614746
2014-10-20 13:30:00+00:00,5.063083171844482
2014-10-21 13:30:00+00:00,5.078503608703613
2014-10-22 13:30:00+00:00,5.099063873291016
2014-10-23 13:30:00+00:00,5.1144843101501465
2014-10-24 13:30:00+00:00,5.129904270172119
2014-10-27 13:30:00+00:00,5.155606269836426
2014-10-28 13:30:00+00:00,5.160747051239014
2014-10-29 13:30:00+00:00,5.1813063621521
2014-10-30 13:30:00+00:00,5.191587448120117
2014-10-31 13:30:00+00:00,5.201866626739502
2014-11-03 14:30:00+00:00,5.207007884979248
2014-11-04 14:30:00+00:00,5.26869010925293
2014-11-05 14:30:00+00:00,5.278971195220947
2014-11-06 14:30:00+00:00,5.253269672393799
2014-11-07 14:30:00+00:00,5.217288494110107
2014-11-10 14:30:00+00:00,5.253269672393799
2014-11-11 14:30:00+00:00,5.258408546447754
2014-11-12 14:30:00+00:00,5.2429890632629395
2014-11-13 14:30:00+00:00,5.263549327850342
2014-11-14 14:30:00+00:00,5.2429890632629395
2014-11-17 14:30:00+00:00,5.263549327850342
2014-11-18 14:30:00+00:00,5.273829936981201
2014-11-19 14:30:00+00:00,5.273829936981201
2014-11-20 14:30:00+00:00,5.273829936981201
2014-11-21 14:30:00+00:00,5.227569103240967
2014-11-24 14:30:00+00:00,5.253269672393799
2014-11-25 14:30:00+00:00,5.263549327850342
2014-11-26 14:30:00+00:00,5.284111022949219
2014-11-28 14:30:00+00:00,5.335512161254883
2014-12-01 14:30:00+00:00,5.386914253234863
2014-12-02 14:30:00+00:00,5.407474994659424
2014-12-03 14:30:00+00:00,5.4331746101379395
2014-12-04 14:30:00+00:00,5.453737258911133
2014-12-05 14:30:00+00:00,5.4691572189331055
2014-12-08 14:30:00+00:00,5.4691572189331055
2014-12-09 14:30:00+00:00,5.448596954345703
2014-12-10 14:30:00+00:00,5.464017391204834
2014-12-11 14:30:00+00:00,5.489717483520508
2014-12-12 14:30:00+00:00,5.474297523498535
2014-12-15 14:30:00+00:00,5.4691572189331055
2014-12-16 14:30:00+00:00,5.474297523498535
2014-12-17 14:30:00+00:00,5.443457126617432
2014-12-18 14:30:00+00:00,5.4691572189331055
2014-12-19 14:30:00+00:00,5.463720321655273
2014-12-22 14:30:00+00:00,5.474593639373779
2014-12-23 14:30:00+00:00,5.452847957611084
2014-12-24 14:30:00+00:00,5.458285331726074
2014-12-26 14:30:00+00:00,5.452847957611084
2014-12-29 14:30:00+00:00,5.452847957611084
2014-12-30 14:30:00+00:00,5.458285331726074
2014-12-31 14:30:00+00:00,5.441973686218262
2015-01-02 14:30:00+00:00,5.436537742614746
2015-01-05 14:30:00+00:00,5.4691572189331055
2015-01-06 14:30:00+00:00,5.474593639373779
2015-01-07 14:30:00+00:00,5.501775741577148
2015-01-08 14:30:00+00:00,5.512649059295654
2015-01-09 14:30:00+00:00,5.512649059295654
2015-01-12 14:30:00+00:00,5.52352237701416
2015-01-13 14:30:00+00:00,5.534395694732666
2015-01-14 14:30:00+00:00,5.5507049560546875
2015-01-15 14:30:00+00:00,5.577888011932373
2015-01-16 14:30:00+00:00,5.610506534576416
2015-01-20 14:30:00+00:00,5.594197750091553
2015-01-21 14:30:00+00:00,5.577888011932373
2015-01-22 14:30:00+00:00,5.583324432373047
2015-01-23 14:30:00+00:00,5.594197750091553
2015-01-26 14:30:00+00:00,5.583324432373047
2015-01-27 14:30:00+00:00,5.567014217376709
2015-01-28 14:30:00+00:00,5.599633693695068
2015-01-29 14:30:00+00:00,5.637689590454102
