simulations,block_length,cagr_p05,cagr_median,sharpe_p05,sharpe_median,max_drawdown_p05,profit_factor_p05,joint_target_probability
5000,63,0.016055506251970074,0.034763902040907846,0.19182567761707547,0.36429270981370965,-0.46181957196100676,1.0815877261478322,0.0
