date,SPY
1993-01-29 14:30:00+00:00,24.11326789855957
1993-02-01 14:30:00+00:00,24.284753799438477
1993-02-02 14:30:00+00:00,24.336210250854492
1993-02-03 14:30:00+00:00,24.593477249145508
1993-02-04 14:30:00+00:00,24.696367263793945
1993-02-05 14:30:00+00:00,24.679210662841797
1993-02-08 14:30:00+00:00,24.679210662841797
1993-02-09 14:30:00+00:00,24.507722854614258
1993-02-10 14:30:00+00:00,24.54201889038086
1993-02-11 14:30:00+00:00,24.662071228027344
1993-02-12 14:30:00+00:00,24.473413467407227
1993-02-16 14:30:00+00:00,23.855998992919922
1993-02-17 14:30:00+00:00,23.83885383605957
1993-02-18 14:30:00+00:00,23.82170295715332
1993-02-19 14:30:00+00:00,23.907459259033203
1993-02-22 14:30:00+00:00,23.993207931518555
1993-02-23 14:30:00+00:00,23.97606086730957
1993-02-24 14:30:00+00:00,24.284753799438477
1993-02-25 14:30:00+00:00,24.336210250854492
1993-02-26 14:30:00+00:00,24.370515823364258
1993-03-01 14:30:00+00:00,24.301902770996094
1993-03-02 14:30:00+00:00,24.662071228027344
1993-03-03 14:30:00+00:00,24.764970779418945
1993-03-04 14:30:00+00:00,24.62776756286621
1993-03-05 14:30:00+00:00,24.55915641784668
1993-03-08 14:30:00+00:00,25.107967376708984
1993-03-09 14:30:00+00:00,25.022216796875
1993-03-10 14:30:00+00:00,25.07367706298828
1993-03-11 14:30:00+00:00,25.005084991455078
1993-03-12 14:30:00+00:00,24.747821807861328
1993-03-15 14:30:00+00:00,24.86786651611328
1993-03-16 14:30:00+00:00,24.86786651611328
1993-03-17 14:30:00+00:00,24.71352767944336
1993-03-18 14:30:00+00:00,24.86786651611328
1993-03-19 14:30:00+00:00,24.830251693725586
1993-03-22 14:30:00+00:00,24.6923885345459
1993-03-23 14:30:00+00:00,24.744081497192383
1993-03-24 14:30:00+00:00,24.744081497192383
1993-03-25 14:30:00+00:00,24.899166107177734
1993-03-26 14:30:00+00:00,24.761335372924805
1993-03-29 14:30:00+00:00,24.864704132080078
1993-03-30 14:30:00+00:00,24.933624267578125
1993-03-31 14:30:00+00:00,24.916400909423828
1993-04-01 14:30:00+00:00,24.830251693725586
1993-04-02 14:30:00+00:00,24.313304901123047
1993-04-05 13:30:00+00:00,24.433910369873047
1993-04-06 13:30:00+00:00,24.36499786376953
1993-04-07 13:30:00+00:00,24.45114517211914
1993-04-08 13:30:00+00:00,24.41667938232422
1993-04-12 13:30:00+00:00,24.761335372924805
1993-04-13 13:30:00+00:00,24.81300926208496
1993-04-14 13:30:00+00:00,24.778547286987305
1993-04-15 13:30:00+00:00,24.778547286987305
1993-04-16 13:30:00+00:00,24.778547286987305
