date,long_duration_return,short_duration_return,weight_long,weight_short,turnover,leverage,net_return
2002-07-31 13:30:00+00:00,0.012388869726056129,0.0030862436260037374,1.5004005183243896,-1.4866136569318167,3.0,3.0,0.012118621689761126
2002-08-01 13:30:00+00:00,0.0056955263031281955,0.001968410050067426,1.5006670930085273,-1.4951056078805727,0.013786861392572902,3.0,0.005248463488577407
2002-08-02 13:30:00+00:00,0.010240337064941096,0.001964766852367239,1.497917883804439,-1.4801415908772193,0.0,3.0,0.01209448545520305
2002-08-05 13:30:00+00:00,0.004413638240210682,0.0015940338886526462,1.4986595698200156,-1.4767173430195313,0.0,3.0,0.003916554336474745
2002-08-06 13:30:00+00:00,-0.008550051218059296,-0.0024473531725633935,1.5001497081893818,-1.4872843791664472,0.0,3.0,-0.00953488466629507
2002-08-07 13:30:00+00:00,0.0023958100714311925,0.0014717610506351786,1.502136752360951,-1.4878815274333939,0.0,3.0,0.0010698290987419252
2002-08-08 13:30:00+00:00,0.0,-0.0014695981533131564,1.4993610295409814,-1.4829495986659509,0.0,3.0,0.0018512704847474136
2002-08-09 13:30:00+00:00,0.014096928544192977,0.00024519413898071996,1.4900446901290072,-1.4536052147305334,0.0,3.0,0.02043745728507267
2002-08-12 13:30:00+00:00,0.00612692769316503,-0.0001227905432505949,1.4858422660453228,-1.4405017266511224,0.0,3.0,0.008972567589676118
2002-08-13 13:30:00+00:00,0.012295780814342017,0.0017178628751524094,1.4812127682374228,-1.4210079699073186,0.0,3.0,0.015459688929854177
2002-08-14 13:30:00+00:00,0.0038166259205807407,-0.0022052969678412193,1.4744048317689677,-1.4059912622029926,0.0,3.0,0.008451662152147457
2002-08-15 13:30:00+00:00,-0.00875811697310347,-0.0008578252021230748,1.4793059684996805,-1.4219081158794027,0.0,3.0,-0.012042232703976464
2002-08-16 13:30:00+00:00,-0.011160411301801232,-0.0006155288933321623,1.4865359198606387,-1.444094729347442,0.0,3.0,-0.015969754980996044
2002-08-19 13:30:00+00:00,0.0030574433295913472,0.00012282321058521006,1.4850925603818343,-1.438471728697272,0.0,3.0,0.0040323135210107545
2002-08-20 13:30:00+00:00,0.011134698577094593,0.002336042005306682,1.4825915349669414,-1.423553053957509,0.0,3.0,0.01284041017693697
2002-08-21 13:30:00+00:00,-0.005332122441225051,-0.0008589195578485587,1.4851086074253637,-1.4323827404522422,0.0,3.0,-0.007017959495405835
2002-08-22 13:30:00+00:00,-0.008741126346636041,-0.0011046142281290194,1.4896070417689484,-1.4477897569261164,0.0,3.0,-0.011734609081069285
2002-08-23 13:30:00+00:00,0.009875948105618981,0.0012291956160606077,1.4856051251186584,-1.4315372332139977,0.0,3.0,0.012596347559766245
2002-08-26 13:30:00+00:00,0.000930917434760925,-0.0001232084187797744,1.4851701994997693,-1.4296109609349912,0.0,3.0,0.0012240356907543542
2002-08-27 13:30:00+00:00,-0.0062805696111045695,-0.0007360616067313419,1.488660972956779,-1.4409664821104995,0.0,3.0,-0.008610750541707277
2002-08-28 13:30:00+00:00,0.005033117870547388,0.0007366037925025104,1.4870884850196497,-1.4332907532373247,0.0,3.0,0.006095867310266171
2002-08-29 13:30:00+00:00,0.00803569909869184,0.0011042415009634432,1.4841496196228603,-1.4206220855569893,0.0,3.0,0.010031779005758145
2002-08-30 13:30:00+00:00,0.0060066941781504735,0.00036911412089746243,1.4811337075792714,-1.4097903929605962,0.0,3.0,0.008055143747137526
