date,long_duration_return,short_duration_return,weight_long,weight_short,turnover,leverage,net_return
2002-07-31 13:30:00+00:00,0.012388869726056129,0.0030862436260037374,1.004222540881436,-0.9949949534410562,2.0,2.0,0.00813199117941747
2002-08-01 13:30:00+00:00,0.0056955263031281955,0.001968410050067426,1.0021360717206178,-0.9984221468367931,0.00922758744037988,2.0,0.003551867538705659
2002-08-02 13:30:00+00:00,0.010240337064941096,0.001964766852367239,1.0042339517355896,-0.9923163712817322,0.0,2.0,0.008129909499945924
2002-08-05 13:30:00+00:00,0.004413638240210682,0.0015940338886526462,1.005970372551884,-0.9912417240224837,0.0,2.0,0.0026799045267752635
2002-08-06 13:30:00+00:00,-0.008550051218059296,-0.0024473531725633935,1.0037388147193074,-0.9951307204511425,0.0,2.0,-0.0063458145517400885
2002-08-07 13:30:00+00:00,0.0023958100714311925,0.0014717610506351786,1.0053699119232784,-0.9958289868328436,0.0,2.0,0.0007695380061054879
2002-08-08 13:30:00+00:00,0.0,-0.0014695981533131564,1.0040718142259317,-0.9930816291750503,0.0,2.0,0.001292833519430338
2002-08-09 13:30:00+00:00,0.014096928544192977,0.00024519413898071996,1.0044251445880323,-0.9798616361320172,0.0,2.0,0.013740195902743097
2002-08-12 13:30:00+00:00,0.00612692769316503,-0.0001227905432505949,1.0044483105106319,-0.9737975279660218,0.0,2.0,0.006103723056063851
2002-08-13 13:30:00+00:00,0.012295780814342017,0.0017178628751524094,1.0062263755819933,-0.9653276895083965,0.0,2.0,0.010506990723531942
2002-08-14 13:30:00+00:00,0.0038166259205807407,-0.0022052969678412193,1.0042435695603233,-0.9576458605546709,0.0,2.0,0.005798588973029363
2002-08-15 13:30:00+00:00,-0.00875811697310347,-0.0008578252021230748,1.0036222125649774,-0.9646811408260012,0.0,2.0,-0.008144424818438566
2002-08-16 13:30:00+00:00,-0.011160411301801232,-0.0006155288933321623,1.0032339124521896,-0.9745911860714677,0.0,2.0,-0.010777682489452817
