date,emerging_return,developed_return,weight_emerging,weight_developed,turnover,leverage,net_return
2003-04-15 13:30:00+00:00,0.01188165096987115,0.009331207002598152,1.0104873713533642,-1.0079404416627196,2.0,2.0,0.0013798090466380767
2003-04-16 13:30:00+00:00,0.011545766206563668,-0.017041808705557604,0.9936625927403866,-0.9631466772606503,0.0,2.0,0.028673344217107415
2003-04-17 13:30:00+00:00,0.00715806194529689,0.014843861106250245,1.0081902806464462,-0.984685611262457,0.0,2.0,-0.0073547520312784425
2003-04-21 13:30:00+00:00,-0.00038440328794275835,0.0010057611981042491,1.0093657774765972,-0.9872047009036427,0.0,2.0,-0.0015485451595266906
2003-04-22 13:30:00+00:00,0.003363135026738018,0.01885028031209779,1.028585284824546,-1.0215301157997865,0.0,2.0,-0.015385086857067047
2003-04-23 13:30:00+00:00,0.004692158756239628,0.00919674373324697,1.0383323311929025,-1.0358337865549234,0.0,2.0,-0.004739100160710934
2003-04-24 13:30:00+00:00,-0.019729312209349037,-0.00889510265108151,1.0296281343220384,-1.0385028725996013,0.0,2.0,-0.011442369798936399
2003-04-25 13:30:00+00:00,-0.016529080969517218,-0.012369278569505315,1.0170272025584473,-1.0301321429972934,0.0,2.0,-0.004343910394920886
2003-04-28 13:30:00+00:00,0.01651039667437626,0.01728943344871814,1.0350499309751513,-1.049190570482562,0.0,2.0,-0.0011895135075008418
2003-04-29 13:30:00+00:00,0.02849612259057488,0.0034856295929570624,1.0379047474285448,-1.0265002873055735,0.0,2.0,0.025667185098673537
2003-04-30 13:30:00+00:00,-0.0028368470404590562,-0.0021706664407548093,1.035879010927741,-1.0251812510797178,0.0,2.0,-0.0008868222065766138
2003-05-01 13:30:00+00:00,-0.0038877263357346425,-0.00010907717536945416,1.0000924558333086,-1.0038862034041731,0.06106026200745873,2.0,-0.003979814212003838
2003-05-02 13:30:00+00:00,0.015327684553126053,0.014254623038228997,1.0145607561216066,-1.0173330692465405,0.0,2.0,0.0008484473635338158
2003-05-05 13:30:00+00:00,0.010782376689256745,-0.0019305628083315929,1.0126068456306638,-1.0026031320727824,0.0,2.0,0.012732766713178587
2003-05-06 13:30:00+00:00,0.005102116803214596,0.009458527836607056,1.0223609716049713,-1.0166483346994903,0.0,2.0,-0.004487346152272415
2003-05-07 13:30:00+00:00,-0.001845498708194171,-0.005536873395775799,1.0168423982172738,-1.0074211235646393,0.0,2.0,0.003571652344217345
2003-05-08 13:30:00+00:00,-0.008784414246096106,-0.01006553821797096,1.0068656759904242,-0.9962475438753197,0.0,2.0,0.0010372360512618506
