year,return
2016,0.13683282456525925
2017,0.8919761659634333
2018,-0.2634273715267502
2019,0.5464693126783924
2020,1.782306019652443
2021,0.7346560981186303
2022,-0.4684218190349301
2023,0.9174241950732211
2024,0.5156953036571652
2025,0.21506379917262253
2026,-0.01676198427701825
