leverage,initial_capital,final_value,total_return,cagr,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,average_drawdown,longest_drawdown_days,profit_factor,win_rate,turnover_per_bar,annualized_turnover,total_fees,rebalance_count,exposure_pct,average_exposure,best_year,worst_year,monthly_hit_rate,elapsed_days,positive_complete_year_ratio,complete_year_count,worst_rolling_3y_sharpe,bootstrap_p,bootstrap_bh_q,check__sharpe_1_5,check__cagr_40pct,check__max_drawdown_20pct,check__positive_years_80pct,check__worst_rolling_3y_sharpe_1,check__mean_fdr_5pct,passed
1.0,10000.0,61813.60258058179,5.181360258058179,0.19994845088342328,0.15807597038650925,1.7562936632774258,2.5651319066987304,0.7474209498986311,-0.2675178571199286,-0.06850725487509994,518.0,1.3045684070256391,0.5235059760956176,,,,,,,0.7350551552461102,-0.24823045601400173,0.5833333333333334,3650.0,0.7777777777777778,9,0.5258250121466521,0.0002,0.0002,True,False,False,False,False,True,False
2.0,10000.0,218244.0586957696,20.82440586957696,0.3614006428781402,0.31614551076215275,1.5774016263879862,2.304584291718688,0.7244012244621333,-0.49889568194266876,-0.14533494188941015,565.0,1.2696381911060202,0.5171314741035856,,,,,,,1.782306019652443,-0.4684218190349301,0.575,3650.0,0.7777777777777778,9,0.3736417244771728,0.0002,0.0002,True,False,False,False,False,True,False
3.0,10000.0,649671.3942449786,63.96713942449786,0.5184256503994955,0.4742152811720836,1.5177685940818961,2.217583198676681,0.7795367544026809,-0.6650432419915063,-0.21647830313793742,576.0,1.2582039464595878,0.5159362549800797,,,,,,,3.2942054993571235,-0.6321827113446953,0.5666666666666667,3650.0,0.7777777777777778,9,0.32291396192068117,0.0002,0.0002,True,True,False,False,False,True,False
