date,low_beta_return,high_beta_return,market_return,beta_low,beta_high,weight_low,weight_high,gross_exposure,turnover,leverage,net_return
2012-05-24 13:30:00+00:00,0.0046578036455213745,-0.00266653934342187,0.001965277268046517,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-05-25 13:30:00+00:00,-0.0014265053325484,0.0010696236903235956,-0.0032443479352720628,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-05-29 13:30:00+00:00,0.004285540326280257,0.012820209726337684,0.012111925847575478,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-05-30 13:30:00+00:00,-0.004978787118105066,-0.023733697264638254,-0.014510087113906223,,,0.0,0.0,0.0,0.0,2.0,-0.0
2012-05-31 13:30:00+00:00,0.0,-0.00594304209429275,-0.0022009163559029155,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-06-01 13:30:00+00:00,-0.018227418274841423,-0.042934693427049364,-0.02517665318488871,,,0.0,0.0,0.0,0.0,2.0,-0.0
2012-06-04 13:30:00+00:00,0.00400467698440643,-0.010221064216382136,-0.00046795828442558474,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-06-05 13:30:00+00:00,0.0018129400952353603,0.02180084982649988,0.00757174241970926,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-06-06 13:30:00+00:00,0.01592476688395772,0.03144319900098225,0.022468547260844574,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-06-07 13:30:00+00:00,0.0007125348331096237,-0.0027216375073566557,0.0006059557620436973,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-06-08 13:30:00+00:00,0.005695775614573462,0.005458191379747568,0.00795158310493882,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-06-11 13:30:00+00:00,-0.006017735833519278,-0.027687424734593735,-0.012696961498633308,,,0.0,0.0,0.0,0.0,2.0,-0.0
2012-06-12 13:30:00+00:00,0.006410531059746205,0.01954279191701258,0.011490497685710421,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-06-13 13:30:00+00:00,-0.00141540010070762,-0.01204863226970232,-0.006394702345675518,,,0.0,0.0,0.0,0.0,2.0,-0.0
2012-06-14 13:30:00+00:00,0.009567514622060624,0.00720638676510954,0.010600454015394778,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-06-15 13:30:00+00:00,0.006669247700483716,0.019427952666388748,0.010227599207741633,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-06-18 13:30:00+00:00,0.0048814837468671435,-0.0043313231466030055,0.0019378973686652312,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-06-19 13:30:00+00:00,0.004163432209074447,0.024470127962763932,0.009672917098638711,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-06-20 13:30:00+00:00,-0.0051832298846460345,0.0010614308925496196,-0.0016214492047221807,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-06-21 13:30:00+00:00,-0.014935731669391772,-0.03870625631289737,-0.022438702747083816,,,0.0,0.0,0.0,0.0,2.0,-0.0
2012-06-22 13:30:00+00:00,0.009009195343016474,0.010480029174412486,0.00770156042086545,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-06-25 13:30:00+00:00,-0.010854644619226472,-0.03220557059381868,-0.01603448077321401,,,0.0,0.0,0.0,0.0,2.0,-0.0
2012-06-26 13:30:00+00:00,0.005310026536464063,0.007896443997491565,0.005025628110926661,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-06-27 13:30:00+00:00,0.0024646311785625485,0.024062569826799773,0.009016445998680789,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-06-28 13:30:00+00:00,-0.0007023865567395982,0.004371681356349244,-0.002853263142164053,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-06-29 13:30:00+00:00,0.017223061722553057,0.03754102987984398,0.024926371200197694,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-07-02 13:30:00+00:00,0.007256618687194072,-0.0026225710734850693,0.0030123883129338225,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-07-03 13:30:00+00:00,0.0006861723411271115,0.021556777337635724,0.006593099654633505,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-07-05 13:30:00+00:00,0.0010279976268174895,-0.01080781200605141,-0.004512313387933675,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-07-06 13:30:00+00:00,-0.006164040429962547,-0.015609123655504153,-0.009503415129819781,,,0.0,0.0,0.0,0.0,2.0,-0.0
2012-07-09 13:30:00+00:00,0.0006890745077801075,-0.010570732659125115,-0.0012546029087748822,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-07-10 13:30:00+00:00,-0.0027550005425931445,-0.02190204953465902,-0.008719862685757418,,,0.0,0.0,0.0,0.0,2.0,-0.0
2012-07-11 13:30:00+00:00,-0.0003450361165329152,0.0016394566774138308,0.00014886822442927716,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-07-12 13:30:00+00:00,0.0024179796003032106,-0.007634346283105997,-0.004845146077587126,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-07-13 13:30:00+00:00,0.010682414684643815,0.022527763224998942,0.016777642632255896,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-07-16 13:30:00+00:00,-0.0023866518728621333,-0.003224008074946161,-0.0023570828634715824,,,0.0,0.0,0.0,0.0,2.0,-0.0
2012-07-17 13:30:00+00:00,0.007176914540610202,0.008625162459941604,0.006867246920242875,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-07-18 13:30:00+00:00,0.002035742058074108,0.008017002239439908,0.007406829882374177,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-07-19 13:30:00+00:00,-0.00033820734919765005,0.0037117223436895497,0.0026205163866712677,,,0.0,0.0,0.0,0.0,2.0,0.0
2012-07-20 13:30:00+00:00,-0.007452530729558093,-0.014791512287643305,-0.009148364969613243,,,0.0,0.0,0.0,0.0,2.0,-0.0
2012-07-23 13:30:00+00:00,-0.009897838310480522,-0.013941161195100471,-0.010112072770716463,,,0.0,0.0,0.0,0.0,2.0,-0.0
2012-07-24 13:30:00+00:00,-0.00758389220248723,-0.015225486553102185,-0.008586672142705698,,,0.0,0.0,0.0,0.0,2.0,-0.0
