open_time,level
2008-06-04 00:00:00+00:00,170.05
2008-06-05 00:00:00+00:00,172.44
2008-06-06 00:00:00+00:00,167.19
2008-06-09 00:00:00+00:00,167.19
2008-06-10 00:00:00+00:00,167.67
2008-06-11 00:00:00+00:00,165.92
2008-06-12 00:00:00+00:00,167.47
2008-06-13 00:00:00+00:00,169.58
2008-06-16 00:00:00+00:00,170.91
2008-06-17 00:00:00+00:00,170.59
2008-06-18 00:00:00+00:00,169.38
2008-06-19 00:00:00+00:00,168.47
2008-06-20 00:00:00+00:00,167.5
2008-06-23 00:00:00+00:00,167.52
2008-06-24 00:00:00+00:00,167.33
2008-06-25 00:00:00+00:00,169.06
2008-06-26 00:00:00+00:00,165.5
2008-06-27 00:00:00+00:00,165.8
2008-06-30 00:00:00+00:00,166.43
2008-07-01 00:00:00+00:00,166.48
2008-07-02 00:00:00+00:00,164.18
2008-07-03 00:00:00+00:00,164.43
2008-07-07 00:00:00+00:00,163.68
2008-07-08 00:00:00+00:00,166.89
2008-07-09 00:00:00+00:00,164.34
2008-07-10 00:00:00+00:00,164.12
2008-07-11 00:00:00+00:00,161.52
2008-07-14 00:00:00+00:00,160.05
2008-07-15 00:00:00+00:00,159.38
2008-07-16 00:00:00+00:00,160.52
2008-07-17 00:00:00+00:00,161.28
2008-07-18 00:00:00+00:00,161.6
2008-07-21 00:00:00+00:00,162.7
2008-07-22 00:00:00+00:00,164.19
2008-07-23 00:00:00+00:00,164.22
2008-07-24 00:00:00+00:00,162.44
2008-07-25 00:00:00+00:00,162.65
2008-07-28 00:00:00+00:00,161.39
2008-07-29 00:00:00+00:00,163.91
2008-07-30 00:00:00+00:00,165.65
2008-07-31 00:00:00+00:00,163.74
2008-08-01 00:00:00+00:00,163.46
2008-08-04 00:00:00+00:00,163.75
2008-08-05 00:00:00+00:00,165.9
2008-08-06 00:00:00+00:00,167.09
2008-08-07 00:00:00+00:00,165.8
2008-08-08 00:00:00+00:00,166.77
2008-08-11 00:00:00+00:00,167.78
2008-08-12 00:00:00+00:00,166.21
2008-08-13 00:00:00+00:00,165.87
2008-08-14 00:00:00+00:00,166.99
2008-08-15 00:00:00+00:00,167.99
2008-08-18 00:00:00+00:00,167.25
2008-08-19 00:00:00+00:00,166.71
2008-08-20 00:00:00+00:00,166.63
2008-08-21 00:00:00+00:00,167.07
2008-08-22 00:00:00+00:00,168.08
2008-08-25 00:00:00+00:00,166.35
2008-08-26 00:00:00+00:00,166.76
2008-08-27 00:00:00+00:00,167.77
2008-08-28 00:00:00+00:00,168.92
2008-08-29 00:00:00+00:00,167.96
2008-09-02 00:00:00+00:00,167.35
2008-09-03 00:00:00+00:00,168.1
2008-09-04 00:00:00+00:00,164.52
2008-09-05 00:00:00+00:00,165.7
2008-09-08 00:00:00+00:00,167.55
2008-09-09 00:00:00+00:00,163.83
2008-09-10 00:00:00+00:00,164.89
2008-09-11 00:00:00+00:00,164.49
2008-09-12 00:00:00+00:00,163.08
2008-09-15 00:00:00+00:00,156.12
2008-09-16 00:00:00+00:00,154.72
2008-09-17 00:00:00+00:00,150.01
2008-09-18 00:00:00+00:00,151.9
2008-09-19 00:00:00+00:00,152.67
2008-09-22 00:00:00+00:00,149.99
