year,return
2016,0.1981819645023919
2017,0.3852975342942513
2018,-0.5657693153618906
2019,1.341335302053364
2020,-0.22932558398836023
2021,0.6897218084614072
2022,-0.17927194252774237
2023,1.4454252888501902
2024,-0.2841850794233691
2025,-0.17365529231136123
2026,0.24148352100617854
