leverage,oos__initial_capital,oos__final_value,oos__total_return,oos__cagr,oos__annualized_volatility,oos__sharpe_ratio,oos__sortino_ratio,oos__calmar_ratio,oos__max_drawdown,oos__average_drawdown,oos__longest_drawdown_days,oos__profit_factor,oos__win_rate,oos__turnover_per_bar,oos__annualized_turnover,oos__total_fees,oos__rebalance_count,oos__exposure_pct,oos__average_exposure,oos__best_year,oos__worst_year,oos__monthly_hit_rate,oos__elapsed_days,oos__positive_complete_year_ratio,oos__complete_year_count,oos__worst_rolling_3y_sharpe,check__sample_at_least_5y,check__independent_oos,check__costs_included,check__cagr_at_least_40pct,check__sharpe_above_1_5,check__max_drawdown_at_most_20pct,check__profit_factor_above_1_3,check__walk_forward_passed,check__solvent,check__inception_covered,strict_oos_passed
1.0,10000.0,10045.511389217889,0.004551138921788933,0.00017017343261871432,0.09060376579993662,0.04803915366761288,0.06888262838544668,0.000654413764874477,-0.2600395067352461,-0.13250425235789623,4408.0,1.0068685156708048,0.4853879246402611,,,,,,,0.15218504210773376,-0.07101454116010542,0.5,9746.958333333334,0.46153846153846156,26,-0.8899826312913943,True,True,True,False,False,False,False,False,True,True,False
2.0,10000.0,3076.2987237628604,-0.692370127623714,-0.04321408135602678,0.18120807004290165,-0.26174673139741966,-0.3748408179253222,-0.05865365159782243,-0.7367671096138734,-0.46296696596000403,5716.0,0.9633866088226736,0.47945408693072245,,,,,,,0.26654392996122844,-0.17427298571369754,0.45625,9746.958333333334,0.2692307692307692,26,-1.1861130088284797,True,True,True,False,False,False,False,False,True,True,False
3.0,10000.0,808.844486719304,-0.9191155513280695,-0.08993130332762855,0.27181289462654273,-0.365007585227222,-0.5223461048707999,-0.09675172110788151,-0.9295059798197497,-0.6535021055338588,5716.0,0.949313678617868,0.47589378430499923,,,,,,,0.38294804600005516,-0.26911535788807983,0.44375,9746.958333333334,0.2692307692307692,26,-1.2850195312918113,True,True,True,False,False,False,False,False,True,True,False
