year,observations,initial_capital,final_value,total_return,cagr,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,average_drawdown,longest_drawdown_days,profit_factor,win_rate,turnover_per_bar,annualized_turnover,total_fees,rebalance_count,exposure_pct,average_exposure,best_year,worst_year,monthly_hit_rate,elapsed_days,positive_complete_year_ratio,complete_year_count,worst_rolling_3y_sharpe,fold_pass
2000,255,10000.0,8880.600555529867,-0.11193994444701338,-0.11347608930289155,0.08546655404879366,-1.946021552131767,-1.080687307492799,-0.7531511095319319,-0.15066842213565168,-0.06756326389108658,24.0,0.5138371150752162,0.0784313725490196,,,,,,,-0.11193994444701338,-0.11193994444701338,0.0,360.0,0.0,1,,False
2001,253,10000.0,8810.28328626824,-0.11897167137317588,-0.11966310998464336,0.20602656155811527,-0.7843129021456572,-1.1945490842013324,-0.6099403998526823,-0.19618820136122372,-0.0854284170869518,122.0,0.897669411684654,0.48616600790513836,,,,,,,-0.11897167137317588,-0.11897167137317588,0.36363636363636365,363.0,0.0,1,,False
2002,257,10000.0,11268.572937739278,0.12685729377392785,0.12769179786207463,0.1766656802008294,1.0494128047440558,1.5826698824420598,1.0643985401022544,-0.11996615276248646,-0.05616686076049688,113.0,1.1548776349848286,0.5214007782101168,,,,,,,0.12685729377392785,0.12685729377392785,0.36363636363636365,363.0,1.0,1,,True
2003,254,10000.0,12665.439299612284,0.26654392996122844,0.2684002934497274,0.19607902665253393,1.8317015442029918,2.966269952497837,1.8313865973007468,-0.14655578120169632,-0.046720645826149654,111.0,1.2777227906214128,0.4921259842519685,,,,,,,0.26654392996122844,0.26654392996122844,0.5454545454545454,363.0,1.0,1,,True
2004,259,10000.0,9603.58125749037,-0.03964187425096288,-0.039775263137707406,0.22060639373941304,-0.14794576554286512,-0.2171950996049196,-0.18541176903369622,-0.21452393958054927,-0.12031174414736025,253.0,0.9805002840923538,0.5328185328185329,,,,,,,-0.03964187425096288,-0.03964187425096288,0.36363636363636365,364.0,0.0,1,,False
2005,255,10000.0,8367.792186332574,-0.16322078136674267,-0.16497439014922477,0.19001352539688554,-1.2475799665670584,-1.8440825057318622,-0.7324637968175437,-0.22523214234753475,-0.13132368068365244,254.0,0.8453115881566695,0.4549019607843137,,,,,,,-0.16322078136674267,-0.16322078136674267,0.45454545454545453,361.0,0.0,1,,False
2006,252,10000.0,8721.563155601825,-0.12784368443981742,-0.12958173187592703,0.16480587072200342,-1.1200972849561808,-1.6139752995538874,-0.773137829244909,-0.16760495603026437,-0.09308989463089798,221.0,0.8591379038556017,0.47619047619047616,,,,,,,-0.12784368443981742,-0.12784368443981742,0.36363636363636365,360.0,0.0,1,,False
2007,252,10000.0,11126.581010136026,0.11265810101360252,0.11339457376059414,0.1269790257726213,1.2823277150644203,1.877097877313503,1.4347635612569445,-0.07903363092191529,-0.025569996624791085,68.0,1.1907805095369364,0.5674603174603174,,,,,,,0.11265810101360252,0.11265810101360252,0.7272727272727273,363.0,1.0,1,,True
2008,253,10000.0,9621.75615601629,-0.03782438439837088,-0.03791134483850511,0.2799929951692087,-0.05837644738350396,-0.0786548834784216,-0.1600031835968309,-0.2369411907080079,-0.07537108575247142,173.0,0.9916054272789483,0.5177865612648221,,,,,,,-0.03782438439837088,-0.03782438439837088,0.5454545454545454,364.3958333333333,0.0,1,,False
2009,252,10000.0,9008.529193792447,-0.09914708062075539,-0.09972991475477855,0.26374828062632816,-0.4415219071820758,-0.6735985507950983,-0.37237002535895475,-0.2678247655907362,-0.16480114195521522,209.0,0.9422469729617815,0.5079365079365079,,,,,,,-0.09914708062075539,-0.09914708062075539,0.45454545454545453,363.0,0.0,1,,False
