year,return
2016,0.02272846443664789
2017,0.07764128670210568
2018,0.01579407361289431
2019,0.05987448338752621
2020,-0.5963139114340554
2021,0.38523458236495434
2022,0.6688835734710621
2023,-0.10463969910507065
2024,0.2885251700087057
2025,0.25426603031342365
2026,0.14729511427909037
